id,district,type,bedrooms,bathrooms,created_at,size_m2,price_$,latitude,longitude
1402,Kesrouane,Land,0,0,2025-03-16 14:49:54.666873+00,715,400000,33.9808,35.6856
1403,Kesrouane,Chalet,4,4,2025-03-16 14:49:54.768977+00,200,310000,33.9808,35.6856
1404,Batroun,Apartment,3,3,2025-03-16 14:49:54.871891+00,206,309000,34.2556,35.6586
1405,Batroun,Apartment,3,2,2025-03-16 14:49:54.979546+00,124,213000,34.2556,35.6586
1407,El Metn,Land,0,0,2025-03-16 14:49:55.177609+00,437,300000,33.9006,35.6178
1408,Kesrouane,Apartment,3,4,2025-03-16 14:49:55.279452+00,255,380000,33.9808,35.6856
1409,Jbeil,Land,0,0,2025-03-16 14:49:55.376451+00,4575,150000,34.1236,35.6455
1410,Jbeil,Land,0,0,2025-03-16 14:49:55.473447+00,1443,300000,34.1236,35.6455
1411,El Metn,Land,0,0,2025-03-16 14:49:55.745225+00,1896,4000000,33.9006,35.6178
1412,Jbeil,Apartment,2,2,2025-03-16 14:49:55.895289+00,115,104000,34.1236,35.6455
1413,Jbeil,Land,0,0,2025-03-16 14:49:55.993848+00,1200,150000,34.1236,35.6455
1414,Beirut,Apartment,3,4,2025-03-16 14:49:56.097231+00,210,575000,33.8886,35.4955
1415,Beirut,Apartment,3,4,2025-03-16 14:49:56.195276+00,250,850000,33.8886,35.4955
1416,Beirut,Apartment,4,5,2025-03-16 14:49:56.303943+00,415,1600000,33.8886,35.4955
1417,Kesrouane,Apartment,3,4,2025-03-16 14:49:56.415428+00,175,200000,33.9808,35.6856
1418,Beirut,Apartment,1,1,2025-03-16 14:49:56.524969+00,100,225000,33.8886,35.4955
1419,El Metn,Apartment,4,3,2025-03-16 14:49:56.618258+00,400,275000,33.9006,35.6178
1420,El Metn,Apartment,3,3,2025-03-16 14:49:56.734918+00,240,275000,33.9006,35.6178
1421,El Metn,Land,0,0,2025-03-16 14:49:56.835152+00,2320,904800,33.9006,35.6178
1422,El Metn,Land,0,0,2025-03-16 14:49:56.946413+00,2300,897000,33.9006,35.6178
1424,Jbeil,Land,0,0,2025-03-16 14:49:57.145421+00,2150,110000,34.1236,35.6455
1425,Kesrouane,Apartment,3,4,2025-03-16 14:49:57.246091+00,220,220000,33.9808,35.6856
1426,Kesrouane,Apartment,3,5,2025-03-16 14:49:57.347508+00,275,990000,33.9808,35.6856
1427,El Metn,Land,0,0,2025-03-16 14:49:57.471644+00,4600,13700000,33.9006,35.6178
1428,Beirut,Apartment,3,4,2025-03-16 14:49:57.564403+00,347,1500000,33.8886,35.4955
1429,El Metn,Land,0,0,2025-03-16 14:49:57.665795+00,1100,2200000,33.9006,35.6178
1430,El Metn,Warehouse,0,0,2025-03-16 14:49:57.786985+00,600,380000,33.9006,35.6178
1431,El Metn,Apartment,2,2,2025-03-16 14:49:57.893925+00,125,225000,33.9006,35.6178
1432,Jbeil,Chalet,2,2,2025-03-16 14:49:57.994093+00,80,275000,34.1236,35.6455
1433,Kesrouane,Apartment,3,4,2025-03-16 14:49:58.096326+00,160,257000,33.9808,35.6856
1434,Kesrouane,Land,0,0,2025-03-16 14:49:58.474504+00,3500,5250000,33.9808,35.6856
1436,Kesrouane,Apartment,2,2,2025-03-16 14:49:58.69115+00,120,132000,33.9808,35.6856
1437,Beirut,Apartment,3,4,2025-03-16 14:49:58.832016+00,380,1600000,33.8886,35.4955
1438,Kesrouane,Shop,1,0,2025-03-16 14:49:58.950851+00,220,450000,33.9808,35.6856
1439,Kesrouane,Apartment,3,4,2025-03-16 14:49:59.057172+00,225,270000,33.9808,35.6856
1440,Kesrouane,Apartment,3,5,2025-03-16 14:49:59.14793+00,225,365000,33.9808,35.6856
1441,Jbeil,Land,0,0,2025-03-16 14:49:59.477914+00,800,500000,34.1236,35.6455
1442,Jbeil,Apartment,2,2,2025-03-16 14:49:59.639935+00,135,180000,34.1236,35.6455
1443,Beirut,Apartment,3,4,2025-03-16 14:49:59.74318+00,240,550000,33.8886,35.4955
1444,Baabda,Apartment,3,4,2025-03-16 14:49:59.836217+00,330,240000,33.8333,35.5442
1445,Kesrouane,Chalet,4,4,2025-03-16 14:49:59.93207+00,237,500000,33.9808,35.6856
1446,Baabda,Apartment,3,4,2025-03-16 14:50:00.042776+00,350,650000,33.8333,35.5442
1447,Kesrouane,Warehouse,1,0,2025-03-16 14:50:00.159849+00,235,100000,33.9808,35.6856
1448,Kesrouane,Land,0,0,2025-03-16 14:50:00.282376+00,1750,400000,33.9808,35.6856
1449,Beirut,Apartment,4,5,2025-03-16 14:50:00.375514+00,482,1800000,33.8886,35.4955
1450,El Metn,Land,0,0,2025-03-16 14:50:00.465193+00,2209,500000,33.9006,35.6178
1451,Kesrouane,Land,0,0,2025-03-16 14:50:00.559985+00,1003,752250,33.9808,35.6856
1452,Kesrouane,Land,0,0,2025-03-16 14:50:00.653006+00,1220,915000,33.9808,35.6856
1453,Kesrouane,Land,0,0,2025-03-16 14:50:00.764155+00,1110,832500,33.9808,35.6856
1454,Kesrouane,Land,0,0,2025-03-16 14:50:00.866551+00,1030,772500,33.9808,35.6856
1455,Kesrouane,Land,0,0,2025-03-16 14:50:00.979118+00,1183,887250,33.9808,35.6856
1456,Kesrouane,Land,0,0,2025-03-16 14:50:01.081301+00,1020,765000,33.9808,35.6856
1457,Kesrouane,Land,0,0,2025-03-16 14:50:01.17056+00,1160,870000,33.9808,35.6856
1458,Kesrouane,Land,0,0,2025-03-16 14:50:01.264555+00,1050,787500,33.9808,35.6856
1459,Kesrouane,Land,0,0,2025-03-16 14:50:01.359458+00,1310,982500,33.9808,35.6856
1460,Beirut,Apartment,3,3,2025-03-16 14:50:01.459428+00,148,420000,33.8886,35.4955
1461,Beirut,Apartment,3,3,2025-03-16 14:50:01.577615+00,230,750000,33.8886,35.4955
1462,El Metn,Apartment,2,4,2025-03-16 14:50:01.677674+00,220,240000,33.9006,35.6178
1463,Batroun,Land,0,0,2025-03-16 14:50:01.778011+00,3752,225000,34.2556,35.6586
1464,El Metn,Land,0,0,2025-03-16 14:50:01.895843+00,1633,2950000,33.9006,35.6178
1465,Kesrouane,Apartment,2,2,2025-03-16 14:50:01.985743+00,120,150000,33.9808,35.6856
1467,Batroun,Apartment,2,2,2025-03-16 14:50:02.188482+00,136,135000,34.2556,35.6586
1468,El Metn,Apartment,3,4,2025-03-16 14:50:02.304516+00,340,395000,33.9006,35.6178
1469,Kesrouane,Apartment,3,4,2025-03-16 14:50:02.393565+00,350,250000,33.9808,35.6856
1470,Kesrouane,Apartment,2,2,2025-03-16 14:50:02.49688+00,120,120000,33.9808,35.6856
1471,Kesrouane,Chalet,2,2,2025-03-16 14:50:02.597049+00,150,300000,33.9808,35.6856
1472,Kesrouane,Apartment,2,2,2025-03-16 14:50:02.697922+00,115,100000,33.9808,35.6856
1473,Beirut,Apartment,2,2,2025-03-16 14:50:02.789615+00,145,210000,33.8886,35.4955
1474,Beirut,Office,2,0,2025-03-16 14:50:02.930012+00,120,190000,33.8886,35.4955
1475,Jbeil,Apartment,3,3,2025-03-16 14:50:03.066056+00,150,185000,34.1236,35.6455
1476,Kesrouane,Land,0,0,2025-03-16 14:50:03.156211+00,1039,1000000,33.9808,35.6856
1477,Batroun,Apartment,1,1,2025-03-16 14:50:03.259762+00,40,75000,34.2556,35.6586
1478,Kesrouane,Apartment,3,3,2025-03-16 14:50:03.377992+00,171,275000,33.9808,35.6856
1479,Kesrouane,Chalet,3,3,2025-03-16 14:50:03.497891+00,160,260000,33.9808,35.6856
1480,Kesrouane,Apartment,3,3,2025-03-16 14:50:03.604448+00,180,310000,33.9808,35.6856
1481,Jbeil,Apartment,3,2,2025-03-16 14:50:03.69441+00,138,120000,34.1236,35.6455
1482,Jbeil,Chalet,1,1,2025-03-16 14:50:03.797938+00,60,175000,34.1236,35.6455
1483,Kesrouane,Apartment,3,2,2025-03-16 14:50:04.029265+00,138,150000,33.9808,35.6856
1484,Beirut,Apartment,3,3,2025-03-16 14:50:04.135297+00,175,500000,33.8886,35.4955
1485,Kesrouane,Warehouse,1,0,2025-03-16 14:50:04.236345+00,100,60000,33.9808,35.6856
1486,Beirut,Apartment,4,4,2025-03-16 14:50:04.327923+00,615,3500000,33.8886,35.4955
1487,Beirut,Apartment,3,4,2025-03-16 14:50:04.441059+00,164,600000,33.8886,35.4955
1488,Jbeil,Land,0,0,2025-03-16 14:50:04.560201+00,2000,600000,34.1236,35.6455
1489,El Metn,Warehouse,0,0,2025-03-16 14:50:04.661391+00,375,450000,33.9006,35.6178
1490,El Metn,Apartment,3,2,2025-03-16 14:50:04.759911+00,120,165000,33.9006,35.6178
1491,Kesrouane,Chalet,2,2,2025-03-16 14:50:05.004837+00,115,265000,33.9808,35.6856
1492,Jbeil,Land,0,0,2025-03-16 14:50:05.106916+00,1000,330000,34.1236,35.6455
1493,Batroun,Apartment,1,1,2025-03-16 14:50:05.289485+00,56,130000,34.2556,35.6586
1494,Jbeil,Land,0,0,2025-03-16 14:50:05.396535+00,4700,550000,34.1236,35.6455
1495,Jbeil,Apartment,2,2,2025-03-16 14:50:05.559866+00,127,130000,34.1236,35.6455
1496,Kesrouane,House/Villa,4,1,2025-03-16 14:50:05.716655+00,400,1400000,33.9808,35.6856
1497,Beirut,Apartment,3,4,2025-03-16 14:50:05.924162+00,370,1400000,33.8886,35.4955
1498,Kesrouane,Apartment,3,4,2025-03-16 14:50:06.019058+00,235,420000,33.9808,35.6856
1499,Beirut,Apartment,4,5,2025-03-16 14:50:06.113249+00,484,3146000,33.8886,35.4955
1500,Beirut,Apartment,3,4,2025-03-16 14:50:06.325093+00,562,3655000,33.8886,35.4955
1501,Beirut,Apartment,3,4,2025-03-16 14:50:06.455989+00,428,2785000,33.8886,35.4955
1502,Jbeil,Apartment,4,4,2025-03-16 14:50:06.603782+00,220,200000,34.1236,35.6455
1503,Beirut,Apartment,4,5,2025-03-16 14:50:06.725432+00,500,2100000,33.8886,35.4955
1504,Jbeil,Apartment,3,3,2025-03-16 14:50:06.819681+00,200,110000,34.1236,35.6455
1506,Kesrouane,Apartment,3,3,2025-03-16 14:50:07.040254+00,160,170000,33.9808,35.6856
1507,Baabda,Apartment,3,4,2025-03-16 14:50:07.137933+00,180,320000,33.8333,35.5442
1508,Beirut,Apartment,3,4,2025-03-16 14:50:07.283469+00,246,1500000,33.8886,35.4955
1509,Beirut,Apartment,3,4,2025-03-16 14:50:07.773946+00,546,3000000,33.8886,35.4955
1510,El Metn,Shop,2,1,2025-03-16 14:50:07.985915+00,120,420000,33.9006,35.6178
1512,Kesrouane,Commercial Building,0,0,2025-03-16 14:50:08.260737+00,7353,6000000,33.9808,35.6856
1513,Beirut,Apartment,3,4,2025-03-16 14:50:08.360332+00,268,750000,33.8886,35.4955
1514,Beirut,Apartment,3,3,2025-03-16 14:50:08.45622+00,190,750000,33.8886,35.4955
1515,Beirut,Apartment,4,5,2025-03-16 14:50:08.583418+00,500,2800000,33.8886,35.4955
1516,Beirut,Apartment,3,3,2025-03-16 14:50:08.714457+00,162,250000,33.8886,35.4955
1517,Kesrouane,Apartment,4,4,2025-03-16 14:50:08.990749+00,290,275000,33.9808,35.6856
1518,Kesrouane,Apartment,3,3,2025-03-16 14:50:09.151976+00,185,425500,33.9808,35.6856
1519,Kesrouane,Apartment,4,5,2025-03-16 14:50:09.252836+00,300,700000,33.9808,35.6856
1520,Kesrouane,Land,0,0,2025-03-16 14:50:09.34837+00,1310,150000,33.9808,35.6856
1521,Kesrouane,Land,0,0,2025-03-16 14:50:09.4436+00,2820,2115000,33.9808,35.6856
1523,Kesrouane,Apartment,3,2,2025-03-16 14:50:09.639104+00,150,115000,33.9808,35.6856
1524,Kesrouane,Chalet,1,1,2025-03-16 14:50:09.747535+00,70,380000,33.9808,35.6856
1525,Beirut,Apartment,3,4,2025-03-16 14:50:09.865563+00,350,2150000,33.8886,35.4955
1526,Beirut,Office,3,0,2025-03-16 14:50:09.954259+00,356,1000000,33.8886,35.4955
1527,Beirut,Office,1,0,2025-03-16 14:50:10.073872+00,105,550000,33.8886,35.4955
1528,Kesrouane,Land,0,0,2025-03-16 14:50:10.170406+00,5200,3900000,33.9808,35.6856
1529,Kesrouane,Apartment,3,3,2025-03-16 14:50:10.260624+00,205,235000,33.9808,35.6856
1530,El Metn,Office,1,0,2025-03-16 14:50:10.365815+00,90,100000,33.9006,35.6178
1531,El Metn,House/Villa,4,5,2025-03-16 14:50:10.453559+00,800,8000000,33.9006,35.6178
1532,Jbeil,Land,0,0,2025-03-16 14:50:10.555612+00,1673,450000,34.1236,35.6455
1533,Kesrouane,Land,0,0,2025-03-16 14:50:10.689848+00,883,1325000,33.9808,35.6856
1534,Kesrouane,Warehouse,1,0,2025-03-16 14:50:10.795731+00,150,75000,33.9808,35.6856
1535,Beirut,Apartment,4,5,2025-03-16 14:50:10.882064+00,550,3750000,33.8886,35.4955
1536,Kesrouane,Apartment,3,3,2025-03-16 14:50:10.978678+00,150,170000,33.9808,35.6856
1537,Kesrouane,Apartment,3,3,2025-03-16 14:50:11.080699+00,150,170000,33.9808,35.6856
1538,Kesrouane,Land,0,0,2025-03-16 14:50:11.172921+00,1260,1500000,33.9808,35.6856
1539,Beirut,Apartment,3,3,2025-03-16 14:50:11.268415+00,174,750000,33.8886,35.4955
1540,Jbeil,Land,0,0,2025-03-16 14:50:11.359623+00,2571,185000,34.1236,35.6455
1541,Beirut,Apartment,2,3,2025-03-16 14:50:11.450623+00,220,635000,33.8886,35.4955
1542,El Metn,Apartment,3,4,2025-03-16 14:50:11.543121+00,222,1200000,33.9006,35.6178
1543,Jbeil,Apartment,3,2,2025-03-16 14:50:11.647636+00,160,105000,34.1236,35.6455
1544,Kesrouane,Land,0,0,2025-03-16 14:50:11.7998+00,810,120000,33.9808,35.6856
1545,Beirut,Apartment,3,4,2025-03-16 14:50:11.902618+00,250,1050000,33.8886,35.4955
1546,Jbeil,Apartment,4,5,2025-03-16 14:50:11.998647+00,300,300000,34.1236,35.6455
1547,Beirut,Office,1,0,2025-03-16 14:50:12.108807+00,125,400000,33.8886,35.4955
1548,El Metn,Land,0,0,2025-03-16 14:50:12.212307+00,2800,840000,33.9006,35.6178
1549,El Metn,Apartment,3,3,2025-03-16 14:50:12.322851+00,170,260000,33.9006,35.6178
1550,El Metn,Apartment,3,3,2025-03-16 14:50:12.473852+00,170,300000,33.9006,35.6178
1551,Beirut,Apartment,4,4,2025-03-16 14:50:12.574921+00,300,970000,33.8886,35.4955
1552,Beirut,Apartment,4,4,2025-03-16 14:50:12.670372+00,500,1700000,33.8886,35.4955
1553,Beirut,Apartment,4,4,2025-03-16 14:50:12.810326+00,300,870000,33.8886,35.4955
1554,Kesrouane,Apartment,3,4,2025-03-16 14:50:12.898968+00,268,340000,33.9808,35.6856
1555,Kesrouane,Apartment,3,4,2025-03-16 14:50:13.006526+00,175,425000,33.9808,35.6856
1556,Kesrouane,Apartment,3,4,2025-03-16 14:50:13.140329+00,180,420000,33.9808,35.6856
1557,Kesrouane,Apartment,3,5,2025-03-16 14:50:13.24526+00,287,450000,33.9808,35.6856
1558,Jbeil,Apartment,3,2,2025-03-16 14:50:13.355809+00,160,155000,34.1236,35.6455
1559,Kesrouane,Apartment,3,3,2025-03-16 14:50:13.466085+00,160,140000,33.9808,35.6856
1560,Kesrouane,Apartment,3,4,2025-03-16 14:50:13.556246+00,200,350000,33.9808,35.6856
1561,Kesrouane,Land,0,0,2025-03-16 14:50:13.653563+00,1137,2500000,33.9808,35.6856
1562,Kesrouane,Chalet,3,3,2025-03-16 14:50:13.776458+00,120,400000,33.9808,35.6856
1563,Kesrouane,House/Villa,4,5,2025-03-16 14:50:13.87031+00,500,500000,33.9808,35.6856
1564,Baabda,Land,0,0,2025-03-16 14:50:13.970481+00,1650,3300000,33.8333,35.5442
1565,Beirut,Apartment,4,3,2025-03-16 14:50:14.077811+00,240,380000,33.8886,35.4955
1566,Kesrouane,Land,0,0,2025-03-16 14:50:14.171966+00,950,105000,33.9808,35.6856
1567,Beirut,Apartment,3,4,2025-03-16 14:50:14.308642+00,270,950000,33.8886,35.4955
1568,Beirut,Apartment,3,3,2025-03-16 14:50:14.404593+00,300,1100000,33.8886,35.4955
1569,Kesrouane,Apartment,3,4,2025-03-16 14:50:14.496015+00,160,300000,33.9808,35.6856
1570,Beirut,Office,4,0,2025-03-16 14:50:14.593353+00,352,1500000,33.8886,35.4955
1571,Kesrouane,Apartment,3,4,2025-03-16 14:50:14.752039+00,232,560000,33.9808,35.6856
1572,Beirut,Apartment,3,3,2025-03-16 14:50:14.839307+00,220,500000,33.8886,35.4955
1573,Jbeil,Office,1,0,2025-03-16 14:50:14.948255+00,60,65000,34.1236,35.6455
1574,El Metn,Apartment,3,5,2025-03-16 14:50:15.052901+00,255,250000,33.9006,35.6178
1576,Jbeil,Land,0,0,2025-03-16 14:50:15.368628+00,10500,3675000,34.1236,35.6455
1577,Jbeil,Land,0,0,2025-03-16 14:50:15.522961+00,6000,2100000,34.1236,35.6455
1578,Jbeil,House/Villa,3,3,2025-03-16 14:50:15.702899+00,187,170000,34.1236,35.6455
1579,Jbeil,Apartment,3,5,2025-03-16 14:50:15.88712+00,260,250000,34.1236,35.6455
1580,Jbeil,Land,3,0,2025-03-16 14:50:16.038533+00,10595,2650000,34.1236,35.6455
1581,Beirut,Apartment,4,4,2025-03-16 14:50:16.13375+00,400,920000,33.8886,35.4955
1582,Beirut,Apartment,2,4,2025-03-16 14:50:16.225672+00,300,1500000,33.8886,35.4955
1584,Kesrouane,Apartment,3,5,2025-03-16 14:50:16.416323+00,380,750000,33.9808,35.6856
1585,Kesrouane,Residential Building,0,0,2025-03-16 14:50:16.507737+00,1000,850000,33.9808,35.6856
1586,Jbeil,Apartment,3,3,2025-03-16 14:50:16.596125+00,150,200000,34.1236,35.6455
1587,Beirut,Apartment,2,3,2025-03-16 14:50:16.682561+00,270,450000,33.8886,35.4955
1588,Kesrouane,Chalet,1,1,2025-03-16 14:50:16.785167+00,74,80000,33.9808,35.6856
1589,El Metn,Apartment,2,3,2025-03-16 14:50:16.878689+00,175,120000,33.9006,35.6178
1590,Baabda,Apartment,3,4,2025-03-16 14:50:16.995222+00,222,350000,33.8333,35.5442
1591,Baabda,Apartment,3,4,2025-03-16 14:50:17.084705+00,210,700000,33.8333,35.5442
1592,Kesrouane,Apartment,4,5,2025-03-16 14:50:17.176622+00,300,190000,33.9808,35.6856
1593,Kesrouane,Chalet,1,1,2025-03-16 14:50:17.268567+00,55,130000,33.9808,35.6856
1594,Kesrouane,Apartment,5,5,2025-03-16 14:50:17.359551+00,600,950000,33.9808,35.6856
1595,Jbeil,Apartment,3,3,2025-03-16 14:50:17.461891+00,183,180000,34.1236,35.6455
1596,Jbeil,Apartment,3,3,2025-03-16 14:50:17.563825+00,183,190000,34.1236,35.6455
1597,Kesrouane,Apartment,3,4,2025-03-16 14:50:17.736696+00,340,600000,33.9808,35.6856
1598,Jbeil,Apartment,3,2,2025-03-16 14:50:17.855761+00,110,120000,34.1236,35.6455
1599,Kesrouane,Apartment,3,4,2025-03-16 14:50:17.948109+00,300,500000,33.9808,35.6856
1600,El Metn,Land,0,0,2025-03-16 14:50:18.043996+00,1436,1800000,33.9006,35.6178
1601,Kesrouane,Chalet,2,1,2025-03-16 14:50:18.144618+00,90,140000,33.9808,35.6856
1602,El Metn,Apartment,2,2,2025-03-16 14:50:18.248634+00,160,130000,33.9006,35.6178
1603,Jbeil,Apartment,3,3,2025-03-16 14:50:18.605189+00,175,200000,34.1236,35.6455
1604,Batroun,Shop,0,0,2025-03-16 14:50:18.691016+00,176,450000,34.2556,35.6586
1605,Batroun,Shop,0,0,2025-03-16 14:50:18.815129+00,129,450000,34.2556,35.6586
1606,Batroun,Shop,0,0,2025-03-16 14:50:18.972481+00,124,450000,34.2556,35.6586
1607,Jbeil,Commercial Building,0,0,2025-03-16 14:50:19.102639+00,3500,1200000,34.1236,35.6455
1608,Jbeil,Apartment,5,5,2025-03-16 14:50:19.208199+00,320,230000,34.1236,35.6455
1609,Beirut,Apartment,3,3,2025-03-16 14:50:19.302949+00,250,1000000,33.8886,35.4955
1610,Jbeil,Land,0,0,2025-03-16 14:50:19.398322+00,1668,135000,34.1236,35.6455
1611,Kesrouane,Residential Building,3,3,2025-03-16 14:50:19.511747+00,1600,1300000,33.9808,35.6856
1612,Kesrouane,Apartment,2,4,2025-03-16 14:50:19.609012+00,140,140000,33.9808,35.6856
1613,Kesrouane,Apartment,3,4,2025-03-16 14:50:19.717473+00,185,180000,33.9808,35.6856
1614,Kesrouane,Commercial Building,0,0,2025-03-16 14:50:19.810137+00,700,935000,33.9808,35.6856
1615,Kesrouane,Land,0,0,2025-03-16 14:50:19.89912+00,2163,325000,33.9808,35.6856
1616,Kesrouane,Land,0,0,2025-03-16 14:50:19.996789+00,8690,1400000,33.9808,35.6856
1617,Beirut,Office,2,0,2025-03-16 14:50:20.094909+00,160,600000,33.8886,35.4955
1618,Beirut,Office,2,0,2025-03-16 14:50:20.259883+00,160,600000,33.8886,35.4955
1619,Beirut,Office,1,0,2025-03-16 14:50:20.376444+00,80,300000,33.8886,35.4955
1620,Beirut,Apartment,4,5,2025-03-16 14:50:20.499905+00,500,2000000,33.8886,35.4955
1621,Jbeil,Apartment,3,3,2025-03-16 14:50:20.599408+00,240,185000,34.1236,35.6455
1622,Kesrouane,Apartment,3,4,2025-03-16 14:50:20.707635+00,275,420000,33.9808,35.6856
1623,Jbeil,Apartment,3,3,2025-03-16 14:50:20.804558+00,160,160000,34.1236,35.6455
1624,Jbeil,Apartment,3,3,2025-03-16 14:50:20.927488+00,140,140000,34.1236,35.6455
1625,Jbeil,Apartment,3,3,2025-03-16 14:50:21.132581+00,140,140000,34.1236,35.6455
1626,Jbeil,Apartment,3,3,2025-03-16 14:50:21.229275+00,160,160000,34.1236,35.6455
1627,Jbeil,Land,0,0,2025-03-16 14:50:21.335234+00,5420,300000,34.1236,35.6455
1628,Beirut,Residential Building,0,0,2025-03-16 14:50:21.430221+00,3080,7500000,33.8886,35.4955
1629,Baabda,Apartment,3,4,2025-03-16 14:50:21.577864+00,396,600000,33.8333,35.5442
1630,El Metn,Apartment,2,2,2025-03-16 14:50:21.676217+00,120,185000,33.9006,35.6178
1631,Kesrouane,Apartment,3,3,2025-03-16 14:50:21.784058+00,220,125000,33.9808,35.6856
1632,Kesrouane,Apartment,3,3,2025-03-16 14:50:21.900728+00,350,175000,33.9808,35.6856
1633,Kesrouane,Apartment,3,3,2025-03-16 14:50:22.025731+00,220,130000,33.9808,35.6856
1634,Kesrouane,Land,0,0,2025-03-16 14:50:22.116793+00,2628,2000000,33.9808,35.6856
1635,Beirut,Shop,0,0,2025-03-16 14:50:22.237041+00,280,1120000,33.8886,35.4955
1636,Baabda,Apartment,3,3,2025-03-16 14:50:22.332229+00,250,525000,33.8333,35.5442
1637,Beirut,Shop,0,0,2025-03-16 14:50:22.424842+00,250,1500000,33.8886,35.4955
1638,Jbeil,Apartment,3,3,2025-03-16 14:50:22.53488+00,185,185000,34.1236,35.6455
1639,Beirut,Land,0,0,2025-03-16 14:50:22.627292+00,470,1200000,33.8886,35.4955
1640,Kesrouane,Apartment,3,3,2025-03-16 14:50:22.716846+00,185,250000,33.9808,35.6856
1641,Kesrouane,Land,0,0,2025-03-16 14:50:22.847175+00,1250,400000,33.9808,35.6856
1642,Beirut,Apartment,2,3,2025-03-16 14:50:22.938184+00,155,650000,33.8886,35.4955
1643,Beirut,Apartment,3,3,2025-03-16 14:50:23.036038+00,225,950000,33.8886,35.4955
1644,Jbeil,Land,0,0,2025-03-16 14:50:23.128371+00,800,260000,34.1236,35.6455
1645,Jbeil,Apartment,3,4,2025-03-16 14:50:23.239397+00,175,200000,34.1236,35.6455
1646,Jbeil,Land,0,0,2025-03-16 14:50:23.368616+00,1300,850000,34.1236,35.6455
1647,Jbeil,Land,0,0,2025-03-16 14:50:23.521285+00,3050,350000,34.1236,35.6455
1648,Baabda,Land,0,0,2025-03-16 14:50:23.609281+00,2135,4270000,33.8333,35.5442
1649,Baabda,Land,0,0,2025-03-16 14:50:23.697777+00,1465,2100000,33.8333,35.5442
1650,Kesrouane,Office,2,0,2025-03-16 14:50:23.812271+00,120,150000,33.9808,35.6856
1651,Jbeil,Apartment,2,2,2025-03-16 14:50:23.915667+00,154,215000,34.1236,35.6455
1652,Jbeil,Apartment,3,3,2025-03-16 14:50:24.003764+00,165,180000,34.1236,35.6455
1653,Jbeil,Apartment,3,3,2025-03-16 14:50:24.102608+00,165,250000,34.1236,35.6455
1654,Jbeil,Apartment,3,3,2025-03-16 14:50:24.193307+00,265,280000,34.1236,35.6455
1655,Jbeil,Apartment,3,3,2025-03-16 14:50:24.296829+00,180,180000,34.1236,35.6455
1656,Jbeil,Apartment,2,2,2025-03-16 14:50:24.4035+00,110,115000,34.1236,35.6455
1657,Kesrouane,Apartment,3,3,2025-03-16 14:50:24.541704+00,200,245000,33.9808,35.6856
1658,Kesrouane,Apartment,2,2,2025-03-16 14:50:24.706884+00,125,210000,33.9808,35.6856
1659,Kesrouane,Apartment,3,3,2025-03-16 14:50:24.801198+00,165,230000,33.9808,35.6856
1660,Baabda,Apartment,3,3,2025-03-16 14:50:24.986663+00,225,360000,33.8333,35.5442
1661,Baabda,Land,0,0,2025-03-16 14:50:25.092797+00,1300,1600000,33.8333,35.5442
1662,Beirut,Apartment,4,5,2025-03-16 14:50:25.212359+00,410,1700000,33.8886,35.4955
1663,Beirut,Apartment,4,4,2025-03-16 14:50:25.331558+00,380,795000,33.8886,35.4955
1664,Kesrouane,Apartment,4,4,2025-03-16 14:50:25.439299+00,350,450000,33.9808,35.6856
1665,Beirut,Residential Building,0,0,2025-03-16 14:50:25.575295+00,816,6300000,33.8886,35.4955
1666,Beirut,Apartment,3,4,2025-03-16 14:50:25.667259+00,540,1200000,33.8886,35.4955
1667,Jbeil,Land,0,0,2025-03-16 14:50:25.784932+00,1426,320000,34.1236,35.6455
1668,Kesrouane,Apartment,2,2,2025-03-16 14:50:25.879972+00,232,130000,33.9808,35.6856
1670,Jbeil,Land,0,0,2025-03-16 14:50:26.072557+00,6400,180000,34.1236,35.6455
1671,Jbeil,Land,0,0,2025-03-16 14:50:26.178452+00,960,64000,34.1236,35.6455
1672,Kesrouane,Land,0,0,2025-03-16 14:50:26.369347+00,920,460000,33.9808,35.6856
1673,Kesrouane,Warehouse,1,0,2025-03-16 14:50:26.46791+00,220,100000,33.9808,35.6856
1674,Baabda,Land,0,0,2025-03-16 14:50:26.555991+00,1269,2500000,33.8333,35.5442
1675,Beirut,Apartment,2,3,2025-03-16 14:50:26.654247+00,187,1366000,33.8886,35.4955
1676,Jbeil,Land,0,0,2025-03-16 14:50:26.747197+00,600,150000,34.1236,35.6455
1677,Kesrouane,Apartment,3,3,2025-03-16 14:50:26.897623+00,210,210000,33.9808,35.6856
1679,Kesrouane,Apartment,3,3,2025-03-16 14:50:27.079348+00,180,190000,33.9808,35.6856
1680,Beirut,Apartment,3,3,2025-03-16 14:50:27.17256+00,250,710000,33.8886,35.4955
1681,Beirut,Apartment,3,3,2025-03-16 14:50:27.2591+00,250,650000,33.8886,35.4955
1682,Kesrouane,Land,0,0,2025-03-16 14:50:27.346493+00,1258,250000,33.9808,35.6856
1683,Kesrouane,Apartment,3,3,2025-03-16 14:50:27.46259+00,170,300000,33.9808,35.6856
1684,Beirut,Apartment,2,0,2025-03-16 14:50:27.588495+00,190,1200000,33.8886,35.4955
1685,Kesrouane,Apartment,3,3,2025-03-16 14:50:27.687049+00,165,220000,33.9808,35.6856
1686,Beirut,Apartment,2,2,2025-03-16 14:50:27.791015+00,120,270000,33.8886,35.4955
