Address,Price,Type,Size,Bedrooms,Bathrooms
"Sin El Fil, El Metn, Mount Lebanon","$48,000                         /Year",Land,"2,172 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Apartment,170 m²,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$24,000                         /Year",Warehouse,500 m²,1,N/A
"Monteverde, El Metn, Mount Lebanon","$20,400                         /Year",Apartment,220 m²,3,4
"Rabieh, El Metn, Mount Lebanon","$14,400                         /Year",Apartment,280 m²,4,4
"Dekweneh, El Metn, Mount Lebanon","$20,000                         /Year",Office,160 m²,2,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Apartment,215 m²,2,3
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Office,120 m²,2,N/A
"Monteverde, El Metn, Mount Lebanon","$26,400                         /Year",Apartment,340 m²,4,6
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Shop,70 m²,1,N/A
"Achrafieh, Beirut, Beirut","$42,000                         /Year",Apartment,170 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$36,000                         /Year",Warehouse,800 m²,3,N/A
"Blat, Jbeil, Mount Lebanon","$4,200                         /Year",Apartment,110 m²,2,2
"Haret Sakher, Kesrouane, Mount Lebanon","$9,600                         /Year",Warehouse,300 m²,2,N/A
"Jounieh, Kesrouane, Mount Lebanon","$9,600                         /Year",Office,80 m²,1,N/A
"Bouchrieh, El Metn, Mount Lebanon","$6,000                         /Year",Office,100 m²,1,N/A
"Jbeil, Jbeil, Mount Lebanon","$12,000                         /Year",Apartment,80 m²,2,2
"Batroun, Batroun, North","$130,000                         /Year",Commercial Building,"1,773 m²",N/A,N/A
"Batroun, Batroun, North","$10,000                         /Year",Shop,72 m²,N/A,N/A
"Batroun, Batroun, North","$36,000                         /Year",Shop,255 m²,N/A,N/A
"Batroun, Batroun, North","$16,000                         /Year",Warehouse,195 m²,N/A,N/A
"Batroun, Batroun, North","$10,000                         /Year",Warehouse,125 m²,N/A,N/A
"Batroun, Batroun, North","$6,200                         /Year",Office,75 m²,N/A,N/A
"Batroun, Batroun, North","$37,000                         /Year",Office,83 m²,N/A,N/A
"Batroun, Batroun, North","$7,300                         /Year",Office,88 m²,N/A,N/A
"Batroun, Batroun, North","$4,800                         /Year",Office,58 m²,N/A,N/A
"Batroun, Batroun, North","$5,000                         /Year",Office,60 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$13,200                         /Year",Apartment,160 m²,3,3
"Fakra, Kesrouane, Mount Lebanon","$18,000                         /Year",Chalet,75 m²,2,2
"Kornet Chehwan, El Metn, Mount Lebanon","$10,200                         /Year",Apartment,230 m²,3,3
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Apartment,240 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$24,000                         /Year",Apartment,200 m²,4,4
"Dora, El Metn, Mount Lebanon","$8,400                         /Year",Office,56 m²,1,N/A
"Dora, El Metn, Mount Lebanon","$54,000                         /Year",Shop,495 m²,2,N/A
"Dora, El Metn, Mount Lebanon","$7,800                         /Year",Office,117 m²,1,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Apartment,45 m²,1,1
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Apartment,65 m²,1,1
"Zalka, El Metn, Mount Lebanon","$10,800                         /Year",Apartment,150 m²,3,4
"Broumana, El Metn, Mount Lebanon","$12,000                         /Year",Apartment,275 m²,3,4
"Broumana, El Metn, Mount Lebanon","$16,800                         /Year",Apartment,355 m²,3,4
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Apartment,176 m²,3,3
"Achrafieh, Beirut, Beirut","$21,600                         /Year",Apartment,330 m²,2,4
"Sahel Alma, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,150 m²,3,3
"Achrafieh, Beirut, Beirut","$15,600                         /Year",Apartment,110 m²,2,2
"Achrafieh, Beirut, Beirut","$70,000                         /Year",Office,235 m²,3,N/A
"Dekweneh, El Metn, Mount Lebanon","$13,000                         /Year",Office,115 m²,2,N/A
"Jbeil, Jbeil, Mount Lebanon","$36,000                         /Year",Shop,600 m²,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$6,000                         /Year",Apartment,40 m²,1,1
"Sahel Alma, Kesrouane, Mount Lebanon","$13,200                         /Year",Apartment,170 m²,3,4
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$12,000                         /Year",Office,80 m²,1,N/A
"Achrafieh, Beirut, Beirut","$7,200                         /Year",Office,60 m²,1,N/A
"Achrafieh, Beirut, Beirut","$25,000                         /Year",Apartment,300 m²,3,4
"Kfarzebian, Kesrouane, Mount Lebanon","$36,000                         /Year",Chalet,130 m²,2,3
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$20,000                         /Year",Chalet,150 m²,3,3
"Bouar, Kesrouane, Mount Lebanon","$7,200                         /Year",Warehouse,"1,000 m²",1,N/A
"Batroun, Batroun, North","$3,000                         /Year",Shop,75 m²,1,N/A
"Jal el Dib, El Metn, Mount Lebanon","$18,000                         /Year",Office,170 m²,2,N/A
"Barbara, Jbeil, Mount Lebanon","$48,000                         /Year",Land,"1,200 m²",N/A,N/A
"Barbara, Jbeil, Mount Lebanon","$12,000                         /Year",Land,"1,000 m²",N/A,N/A
"Jeita, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,165 m²,3,3
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Apartment,180 m²,2,3
"Zouk Mikael, Kesrouane, Mount Lebanon","$6,600                         /Year",Apartment,180 m²,3,3
"Batroun, Batroun, North","$21,600                         /Year",Apartment,115 m²,2,2
"Jounieh, Kesrouane, Mount Lebanon","$72,000                         /Year",Land,"2,500 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$12,000                         /Year",Apartment,117 m²,2,2
"Achrafieh, Beirut, Beirut","$10,800                         /Year",Office,60 m²,1,N/A
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Shop,45 m²,1,N/A
"Batroun, Batroun, North","$12,000                         /Year",Shop,70 m²,1,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$30,000                         /Year",Chalet,200 m²,3,4
"Shayle, Kesrouane, Mount Lebanon","$8,400                         /Year",Apartment,110 m²,2,2
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Apartment,232 m²,3,3
"Achrafieh, Beirut, Beirut","$20,000                         /Year",Apartment,268 m²,3,4
"Achrafieh, Beirut, Beirut","$12,000                         /Year",Apartment,150 m²,3,2
"Badaro, Beirut, Beirut","$24,000                         /Year",Apartment,310 m²,4,4
"Badaro, Beirut, Beirut","$14,400                         /Year",Shop,80 m²,1,N/A
"Jounieh, Kesrouane, Mount Lebanon","$6,000                         /Year",Office,60 m²,1,N/A
"Kaslik, Kesrouane, Mount Lebanon","$16,000                         /Year",Chalet,100 m²,2,1
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Shop,120 m²,2,N/A
"Halat, Jbeil, Mount Lebanon","$4,800                         /Year",Apartment,100 m²,2,3
"Jbeil, Jbeil, Mount Lebanon","$12,000                         /Year",Warehouse,400 m²,5,N/A
"Jbeil, Jbeil, Mount Lebanon","$25,000                         /Year",Shop,300 m²,5,N/A
"Jbeil, Jbeil, Mount Lebanon","$36,000                         /Year",Shop,700 m²,5,N/A
"Jounieh, Kesrouane, Mount Lebanon","$7,200                         /Year",Shop,50 m²,1,N/A
"Jbeil, Jbeil, Mount Lebanon","$18,000                         /Year",House/Villa,450 m²,5,4
"Kaslik, Kesrouane, Mount Lebanon","$7,200                         /Year",Office,200 m²,1,N/A
"Batroun, Batroun, North","$33,600                         /Year",House/Villa,160 m²,3,1
"Halat, Jbeil, Mount Lebanon","$5,000                         /Year",Chalet,25 m²,1,1
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Shop,400 m²,3,N/A
"Achrafieh, Beirut, Beirut","$9,600                         /Year",Apartment,45 m²,1,1
"Bouchrieh, El Metn, Mount Lebanon","$48,000                         /Year",Warehouse,500 m²,3,3
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Office,150 m²,2,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Apartment,270 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$36,000                         /Year",Apartment,300 m²,3,4
"Batroun, Batroun, North","$6,600                         /Year",Chalet,47 m²,1,1
"Yarzeh, Baabda, Mount Lebanon","$100,000                         /Year",House/Villa,"2,000 m²",9,7
"Achrafieh, Beirut, Beirut","$80,000                         /Year",Apartment,700 m²,4,5
"Tabarja, Kesrouane, Mount Lebanon","$90,000                         /Year",Shop,900 m²,2,N/A
"Achrafieh, Beirut, Beirut","$390,000                         /Year",Commercial Building,"2,616 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Office,180 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$15,000                         /Year",Office,100 m²,2,N/A
"Naccache, El Metn, Mount Lebanon","$30,000                         /Year",Apartment,400 m²,3,3
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Office,240 m²,2,N/A
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Office,100 m²,2,N/A
"Aamchit, Jbeil, Mount Lebanon","$6,000                         /Year",Chalet,25 m²,1,N/A
"Achrafieh, Beirut, Beirut","$175,000                         /Year",Shop,882 m²,4,1
"Faytroun, Kesrouane, Mount Lebanon","$4,400                         /Season",Chalet,120 m²,2,1
"Mansourieh, El Metn, Mount Lebanon","$14,400                         /Year",Apartment,200 m²,3,4
"Biyada, El Metn, Mount Lebanon","$15,000                         /Year",Apartment,400 m²,3,2
"Zalka, El Metn, Mount Lebanon","$15,600                         /Year",Warehouse,376 m²,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$4,800                         /Year",Apartment,120 m²,2,2
"Bouar, Kesrouane, Mount Lebanon","$4,800                         /Year",Office,35 m²,1,N/A
"Mtayleb, El Metn, Mount Lebanon","$30,000                         /Year",Shop,500 m²,1,N/A
"Kfar Aabida, Batroun, North","$36,000                         /Year",Land,"6,000 m²",N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon","$60,000                         /Year",Commercial Building,600 m²,N/A,N/A
"Sabtieh, El Metn, Mount Lebanon","$16,000                         /Year",Office,650 m²,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon","$120,000                         /Year",Shop,"1,500 m²",2,N/A
"Beit Chabeb, El Metn, Mount Lebanon","$72,000                         /Year",House/Villa,"1,200 m²",4,6
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Apartment,220 m²,3,2
"Jbeil, Jbeil, Mount Lebanon","$3,600                         /Year",Office,50 m²,1,N/A
"Achrafieh, Beirut, Beirut","$66,000                         /Year",Apartment,555 m²,3,4
"Haret Sakher, Kesrouane, Mount Lebanon","$4,800                         /Year",Apartment,120 m²,2,2
"Mkalles, El Metn, Mount Lebanon","$68,500                         /Year",Office,750 m²,1,N/A
"Mkalles, El Metn, Mount Lebanon","$8,000                         /Year",Office,100 m²,1,N/A
"Ain Saadeh, El Metn, Mount Lebanon","$15,000                         /Year",Apartment,250 m²,4,3
"Batroun, Batroun, North","$25,000                         /Year",Shop,200 m²,4,N/A
"Mtayleb, El Metn, Mount Lebanon","$21,600                         /Year",Apartment,300 m²,4,2
"Chekka, Batroun, North","$60,000                         /Year",Warehouse,700 m²,4,N/A
"Achrafieh, Beirut, Beirut","$21,600                         /Year",Apartment,100 m²,1,2
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Apartment,129 m²,1,2
"Mtayleb, El Metn, Mount Lebanon","$19,200                         /Year",Apartment,300 m²,4,2
"Mtayleb, El Metn, Mount Lebanon","$24,000                         /Year",Apartment,220 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$12,000                         /Year",House/Villa,310 m²,4,4
"Batroun, Batroun, North","$30,000                         /Year",Shop,129 m²,N/A,N/A
"Batroun, Batroun, North","$30,000                         /Year",Shop,124 m²,N/A,N/A
"Batroun, Batroun, North","$30,000                         /Year",Shop,176 m²,N/A,N/A
"Aoukar, El Metn, Mount Lebanon","$72,000                         /Year",Residential Building,703 m²,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon","$100,000                         /Year",Commercial Building,"2,000 m²",N/A,N/A
"Bouchrieh, El Metn, Mount Lebanon","$12,000                         /Year",Office,250 m²,3,N/A
"Chiyah, Baabda, Mount Lebanon","$280,000                         /Year",Commercial Building,"2,100 m²",N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon","$50,000                         /Year",Shop,200 m²,2,N/A
"Ajaltoun, Kesrouane, Mount Lebanon","$9,600                         /Year",Apartment,250 m²,3,2
"Down Town, Beirut, Beirut","$85,000                         /Year",Apartment,580 m²,4,4
"Monteverde, El Metn, Mount Lebanon","$27,600                         /Year",Apartment,225 m²,3,4
"Tabarja, Kesrouane, Mount Lebanon","$100,000                         /Year",Shop,"1,800 m²",4,N/A
"Down Town, Beirut, Beirut","$102,000                         /Year",Office,408 m²,3,N/A
"Down Town, Beirut, Beirut","$140,500                         /Year",Shop,400 m²,N/A,N/A
"Down Town, Beirut, Beirut","$89,000                         /Year",Shop,255 m²,N/A,N/A
"Down Town, Beirut, Beirut","$48,000                         /Year",Shop,104 m²,N/A,N/A
"Horsh Tabet, El Metn, Mount Lebanon","$125,000                         /Year",Shop,500 m²,2,N/A
"Kaslik, Kesrouane, Mount Lebanon","$15,000                         /Year",Office,145 m²,2,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$21,600                         /Year",Apartment,370 m²,3,4
"Zalka, El Metn, Mount Lebanon","$30,000                         /Year",Office,327 m²,2,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$7,200                         /Year",Apartment,130 m²,2,2
"Achrafieh, Beirut, Beirut","$20,400                         /Year",Apartment,300 m²,3,3
"Achrafieh, Beirut, Beirut","$9,000                         /Year",Shop,25 m²,N/A,N/A
"Badaro, Beirut, Beirut","$30,000                         /Year",Shop,60 m²,1,N/A
"Horsh Tabet, El Metn, Mount Lebanon","$95,000                         /Year",Office,500 m²,2,N/A
"Aamchit, Jbeil, Mount Lebanon","$8,000                         /Year",Chalet,60 m²,1,1
"Tabarja, Kesrouane, Mount Lebanon","$6,500                         /Season",Chalet,62 m²,1,1
"Rabweh, El Metn, Mount Lebanon","$8,400                         /Year",Apartment,220 m²,3,3
"Sin El Fil, El Metn, Mount Lebanon","$75,000                         /Year",Office,370 m²,4,N/A
"Achrafieh, Beirut, Beirut","$10,800                         /Year",Apartment,135 m²,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$14,400                         /Year",Warehouse,400 m²,1,N/A
"Adma, Kesrouane, Mount Lebanon","$14,400                         /Year",Apartment,160 m²,3,3
"Furn El Chebbak, Baabda, Mount Lebanon","$15,000                         /Year",Land,540 m²,N/A,N/A
"Dekweneh, El Metn, Mount Lebanon","$70,000                         /Year",Shop,700 m²,1,N/A
"Mansourieh, El Metn, Mount Lebanon","$10,000                         /Year",Shop,170 m²,1,N/A
"Mansourieh, El Metn, Mount Lebanon","$13,000                         /Year",Shop,207 m²,1,N/A
"Jbeil, Jbeil, Mount Lebanon","$6,000                         /Year",Shop,90 m²,2,N/A
"Achrafieh, Beirut, Beirut","$10,800                         /Year",Apartment,96 m²,2,3
"Roumie, El Metn, Mount Lebanon","$8,400                         /Year",Shop,147 m²,1,N/A
"Sarba, Kesrouane, Mount Lebanon","$7,200                         /Year",Apartment,180 m²,3,3
"Haret Sakher, Kesrouane, Mount Lebanon","$6,600                         /Year",Apartment,190 m²,3,3
"Aamchit, Jbeil, Mount Lebanon","$4,800                         /Year",Shop,125 m²,1,N/A
"Kfour, Kesrouane, Mount Lebanon","$24,000                         /Year",Apartment,800 m²,4,5
"Mayrouba, Kesrouane, Mount Lebanon","$30,000                         /Year",House/Villa,400 m²,4,4
"Antelias, El Metn, Mount Lebanon","$350,000                         /Year",Land,"6,000 m²",N/A,N/A
"Halat, Jbeil, Mount Lebanon","$33,000                         /Year",Warehouse,551 m²,N/A,N/A
"Halat, Jbeil, Mount Lebanon","$53,000                         /Year",Shop,647 m²,N/A,N/A
"Jdeideh, El Metn, Mount Lebanon","$6,600                         /Year",Office,50 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$54,000                         /Year",Shop,340 m²,2,N/A
"Ras Beirut, Beirut, Beirut","$35,000                         /Year",Shop,220 m²,2,N/A
"Ras Beirut, Beirut, Beirut","$84,000                         /Year",Shop,235 m²,2,N/A
"Ras Beirut, Beirut, Beirut","$63,000                         /Year",Shop,395 m²,2,N/A
"Achrafieh, Beirut, Beirut","$17,400                         /Year",Apartment,80 m²,1,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$150,000                         /Year",Warehouse,"2,000 m²",2,N/A
"Adonis, Kesrouane, Mount Lebanon","$9,600                         /Year",Apartment,220 m²,2,4
"Ras Beirut, Beirut, Beirut","$260,000                         /Year",Office,"2,160 m²",8,N/A
"Ras Beirut, Beirut, Beirut","$19,200                         /Year",Office,160 m²,2,N/A
"Ras Beirut, Beirut, Beirut","$19,200                         /Year",Office,160 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$8,400                         /Year",Office,70 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$10,800                         /Year",Office,90 m²,1,N/A
"Mkalles, El Metn, Mount Lebanon","$27,000                         /Year",Shop,339 m²,1,N/A
"Mkalles, El Metn, Mount Lebanon","$41,000                         /Year",Shop,331 m²,1,N/A
"Mkalles, El Metn, Mount Lebanon","$12,000                         /Year",Office,150 m²,1,N/A
"Baabda, Baabda, Mount Lebanon","$18,000                         /Year",Apartment,320 m²,3,2
"Batroun, Batroun, North","$4,800                         /Year",Apartment,40 m²,1,1
"Jbeil, Jbeil, Mount Lebanon","$12,000                         /Year",Office,103 m²,1,N/A
"Dekweneh, El Metn, Mount Lebanon","$5,400                         /Year",Office,65 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Apartment,300 m²,3,3
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Apartment,300 m²,3,3
"Ras Beirut, Beirut, Beirut","$35,000                         /Year",Office,250 m²,3,N/A
"Ras Beirut, Beirut, Beirut","$54,000                         /Year",Office,450 m²,4,N/A
"Jbeil, Jbeil, Mount Lebanon","$18,000                         /Year",Shop,225 m²,3,N/A
"Kaslik, Kesrouane, Mount Lebanon","$36,000                         /Year",Shop,350 m²,2,N/A
"Zalka, El Metn, Mount Lebanon","$18,000                         /Year",Land,"1,700 m²",N/A,N/A
"Jdeideh, El Metn, Mount Lebanon","$72,000                         /Year",Shop,"1,900 m²",N/A,N/A
"Batroun, Batroun, North","$12,000                         /Year",Shop,75 m²,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$12,000                         /Year",Shop,200 m²,1,N/A
"Kaslik, Kesrouane, Mount Lebanon","$60,000                         /Year",Shop,400 m²,1,N/A
"Kaslik, Kesrouane, Mount Lebanon","$36,000                         /Year",Shop,200 m²,1,N/A
"Kaslik, Kesrouane, Mount Lebanon","$30,000                         /Year",Warehouse,200 m²,1,N/A
"Jbeil, Jbeil, Mount Lebanon","$4,800                         /Year",Apartment,170 m²,2,1
"Tabarja, Kesrouane, Mount Lebanon","$14,400                         /Year",House/Villa,75 m²,1,1
"Blat, Jbeil, Mount Lebanon","$12,000                         /Year",Shop,108 m²,2,N/A
"Adma, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,350 m²,4,4
"Zalka, El Metn, Mount Lebanon","$12,000                         /Year",Office,120 m²,1,N/A
"Adma, Kesrouane, Mount Lebanon","$18,000                         /Year",Apartment,250 m²,3,5
"Mar Takla, Baabda, Mount Lebanon","$40,000                         /Year",Apartment,380 m²,4,6
"Zouk Mikael, Kesrouane, Mount Lebanon","$12,000                         /Year",Warehouse,300 m²,1,N/A
"Down Town, Beirut, Beirut","$35,000                         /Year",Apartment,228 m²,3,4
"Down Town, Beirut, Beirut","$200,000                         /Year",Office,935 m²,3,N/A
"Naccache, El Metn, Mount Lebanon","$15,000                         /Year",Warehouse,500 m²,1,N/A
"Dbayeh, El Metn, Mount Lebanon","$12,000                         /Year",Office,97 m²,1,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Office,150 m²,2,N/A
"Kaslik, Kesrouane, Mount Lebanon","$44,000                         /Year",Office,320 m²,3,N/A
"Tabarja, Kesrouane, Mount Lebanon","$18,000                         /Year",Chalet,80 m²,2,1
"Batroun, Batroun, North","$12,000                         /Year",Shop,46 m²,1,N/A
"Ghazir, Kesrouane, Mount Lebanon","$4,200                         /Year",Shop,20 m²,1,N/A
"Ghazir, Kesrouane, Mount Lebanon","$4,800                         /Year",Shop,20 m²,1,N/A
"Ghazir, Kesrouane, Mount Lebanon","$6,000                         /Year",Shop,20 m²,1,N/A
"Jounieh, Kesrouane, Mount Lebanon","$21,000                         /Year",Apartment,300 m²,3,4
"Mazraat Yachouh, El Metn, Mount Lebanon","$8,400                         /Year",Office,90 m²,1,N/A
"Zalka, El Metn, Mount Lebanon","$1,800                         /Year",Office,50 m²,1,N/A
"Mar Takla, Baabda, Mount Lebanon","$21,600                         /Year",Apartment,350 m²,3,3
"Zalka, El Metn, Mount Lebanon","$12,000                         /Year",Office,150 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$18,000                         /Year",Apartment,170 m²,3,3
"Tilal Ain Saade, El Metn, Mount Lebanon","$10,800                         /Year",Apartment,240 m²,3,5
"Bouchrieh, El Metn, Mount Lebanon","$3,600                         /Year",Office,55 m²,1,N/A
"Bouchrieh, El Metn, Mount Lebanon","$4,200                         /Year",Office,88 m²,1,N/A
"Jbeil, Jbeil, Mount Lebanon","$18,000                         /Year",Apartment,180 m²,3,4
"Ras Beirut, Beirut, Beirut","$24,000                         /Year",Apartment,280 m²,3,3
"Achrafieh, Beirut, Beirut","$16,000                         /Year",Office,160 m²,2,N/A
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Apartment,180 m²,3,3
"Sin El Fil, El Metn, Mount Lebanon","$10,560                         /Year",Apartment,88 m²,1,2
"Badaro, Beirut, Beirut","$26,400                         /Year",Apartment,350 m²,3,6
"Antelias, El Metn, Mount Lebanon","$8,000                         /Year",Office,75 m²,1,N/A
"Mansourieh, El Metn, Mount Lebanon","$7,500                         /Year",Apartment,130 m²,2,2
"Achrafieh, Beirut, Beirut","$20,000                         /Year",Office,170 m²,2,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$24,000                         /Year",Land,"2,200 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$8,400                         /Year",Office,50 m²,1,N/A
"Dbayeh, El Metn, Mount Lebanon","$9,600                         /Year",Office,85 m²,1,N/A
"Berj Hammoud, El Metn, Mount Lebanon","$9,000                         /Year",Office,140 m²,1,N/A
"Down Town, Beirut, Beirut","$15,000                         /Year",Office,100 m²,1,N/A
"Mkalles, El Metn, Mount Lebanon","$24,000                         /Year",Shop,150 m²,1,N/A
"Dbayeh, El Metn, Mount Lebanon","$35,000                         /Year",Office,270 m²,N/A,N/A
"Mansourieh, El Metn, Mount Lebanon","$19,200                         /Year",Shop,166 m²,1,N/A
"Aamchit, Jbeil, Mount Lebanon","$15,000                         /Year",Land,500 m²,N/A,N/A
"Faraya, Kesrouane, Mount Lebanon","$9,000                         /Year",Chalet,90 m²,2,1
"Dbayeh, El Metn, Mount Lebanon","$32,000                         /Year",Office,270 m²,2,N/A
"Dbayeh, El Metn, Mount Lebanon","$18,000                         /Year",Shop,120 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$75,000                         /Year",Shop,255 m²,1,N/A
"Bouchrieh, El Metn, Mount Lebanon","$6,000                         /Year",Office,90 m²,1,N/A
"Thoum, Batroun, North","$18,000                         /Year",Apartment,300 m²,3,3
"Sahel Alma, Kesrouane, Mount Lebanon","$10,800                         /Year",Apartment,150 m²,2,2
"Achrafieh, Beirut, Beirut","$70,000                         /Year",Office,550 m²,4,N/A
"Ras Beirut, Beirut, Beirut","$15,600                         /Year",Apartment,170 m²,3,3
"Zouk Mikael, Kesrouane, Mount Lebanon","$5,400                         /Year",Shop,80 m²,1,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$9,600                         /Year",Apartment,230 m²,3,3
"Fatqa, Kesrouane, Mount Lebanon","$13,000                         /Year",Apartment,245 m²,4,4
"Achrafieh, Beirut, Beirut","$66,000                         /Year",Warehouse,750 m²,8,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Warehouse,180 m²,3,N/A
"Kaslik, Kesrouane, Mount Lebanon","$18,000                         /Year",Shop,100 m²,2,N/A
"Ghadir, Kesrouane, Mount Lebanon","$12,000                         /Year",Office,600 m²,4,N/A
"Jbeil, Jbeil, Mount Lebanon","$7,200                         /Year",Office,110 m²,1,N/A
"Adma, Kesrouane, Mount Lebanon","$9,000                         /Year",Apartment,155 m²,2,2
"Ras Beirut, Beirut, Beirut","$12,000                         /Year",Shop,52 m²,1,N/A
"Mansourieh, El Metn, Mount Lebanon","$6,600                         /Year",Shop,96 m²,1,N/A
"Batroun, Batroun, North","$8,400                         /Year",House/Villa,150 m²,2,2
"Down Town, Beirut, Beirut","$13,200                         /Year",Office,130 m²,3,N/A
"Ras Beirut, Beirut, Beirut","$120,000                         /Year",Shop,550 m²,2,N/A
"Mansourieh, El Metn, Mount Lebanon","$21,000                         /Year",Shop,178 m²,1,N/A
"Antelias, El Metn, Mount Lebanon","$15,600                         /Year",Office,170 m²,2,N/A
"Down Town, Beirut, Beirut","$5,400                         /Year",Office,53 m²,2,N/A
"Down Town, Beirut, Beirut","$24,000                         /Year",Apartment,160 m²,2,3
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Warehouse,450 m²,1,N/A
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Apartment,170 m²,2,3
"Mansourieh, El Metn, Mount Lebanon","$7,800                         /Year",Apartment,162 m²,3,2
"Dbayeh, El Metn, Mount Lebanon","$18,000                         /Year",Land,"1,156 m²",N/A,N/A
"Dekweneh, El Metn, Mount Lebanon","$6,500                         /Year",Office,65 m²,1,N/A
"Halat, Jbeil, Mount Lebanon","$6,000                         /Year",Chalet,45 m²,1,N/A
"Antelias, El Metn, Mount Lebanon","$15,600                         /Year",Office,80 m²,1,N/A
"Batroun, Batroun, North","$24,000                         /Year",Land,"3,227 m²",N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$15,000                         /Year",Chalet,220 m²,3,5
"Jbeil, Jbeil, Mount Lebanon","$24,000                         /Year",House/Villa,250 m²,3,2
"Ras Beirut, Beirut, Beirut","$45,000                         /Year",Land,939 m²,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon","$10,200                         /Year",Office,56 m²,N/A,N/A
"Dik El Mehdi, El Metn, Mount Lebanon","$6,000                         /Year",Apartment,55 m²,1,1
"Dik El Mehdi, El Metn, Mount Lebanon","$13,200                         /Year",Apartment,250 m²,3,4
"Mansourieh, El Metn, Mount Lebanon","$48,000                         /Year",Land,"4,000 m²",N/A,N/A
"Down Town, Beirut, Beirut","$20,000                         /Year",Apartment,80 m²,1,1
"Dbayeh, El Metn, Mount Lebanon","$26,400                         /Year",Office,220 m²,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon","$48,000                         /Year",Office,340 m²,4,N/A
"Dbayeh, El Metn, Mount Lebanon","$40,800                         /Year",Office,340 m²,4,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$11,000                         /Year",Apartment,192 m²,3,3
"Down Town, Beirut, Beirut","$440,000                         /Year",Shop,650 m²,N/A,N/A
"Faraya, Kesrouane, Mount Lebanon","$9,000                         /Year",Chalet,90 m²,2,1
"Ras Beirut, Beirut, Beirut","$38,000                         /Year",Apartment,420 m²,3,4
