Title,Price,Bedroom,Bathroom,Area sqm,DistrictID,Furnished,ProvinceID,Community_id
Apartment for sale in Saint Nicolas Achrafieh/ Amazing View/ Furnished,1000000,3,3,260,28,yes,2,753
ROI $40K | Stunningly Elegant Flat | Sea View | Pool & Gym,1300000,3,3,300,28,yes,2,969
Amazingly Furnished Property | Breath-taking Sea View,1200000,3,4,310,28,yes,2,969
Marvelous Flat | Gym | 4 PKG | Amazing View,1200000,4,5,400,28,yes,2,969
Elevated Luxury Living: Standalone House at St. Antonio- Tilal El Assal,450000,3,3,660,32,no,6,652
Great Deal | Prime Location | Pool & Gym | Open View,410000,2,3,130,28,yes,2,969
"3 Bedroom Apartment in Achrafieh, Beirut",195000,3,2,152,28,no,2,969
Apartment For Sale In Ballouneh,400000,3,3,219,32,yes,6,507
Not Used Before | 1 Bedroom Apartment | For Sale,265000,1,1,65,28,yes,2,969
Duplex for sale in Dik el Mehdi,300000,5,5,350,24,no,6,212
"2,600 Sqm | Land For Sale In Verdun",21000000,,,2600,28,no,2,795
Apartment 120m² Mountain & City View For SALE In Betchay,134999,2,2,120,15,yes,6,73
Apartment 182m² Sea View For SALE In Bsalim,284999,3,4,182,24,no,6,393
575 Sqm Duplex | Terrace | Abdel Wahab,1500000,4,5,575,28,no,2,279
Shared Gym&Pool | 24/7 Electricity | Apart For Sale,650000,2,3,175,28,no,2,105
Partial Sea View | 330 Sqm | Waterfront Dbayeh,1290000,3,4,330,24,yes,6,1230
24/7 Electricity | Shared Gym&Pool | Terraces,1200000,4,6,475,28,no,2,969
Open Sea&Mountain View | 24/7 Electricity | Mar Mikhael,680000,2,2,142,28,yes,2,569
Furnished Apt.| Pool & Gym | Prime Location,900000,3,4,225,28,yes,2,969
newly built apartment in a project in Jal el Dib for sale,240000,3,3,155,24,no,6,939
"Apartment in Jal El Dib, Metn with Sea View",240000,3,3,175,24,no,6,939
Apartment 311m² Duplex For SALE In Ain Saadeh,494999,3,4,311,24,yes,6,1337
Apartment in strategic point in Zalka for sale,258000,3,2,175,24,no,6,1086
Apartment 2 mn to starbucks in Zalka for sale,125000,2,2,118,24,yes,6,1086
Renovated apartment  2mn to starbucks for sale in Zalka,135000,2,2,109,24,partly,6,1086
Apartment for sale in Biyada with panoramic view,780000,3,5,300,24,partly,6,796
Apartment for sale in Biyada,400000,3,3,200,24,no,6,796
Open Sea&Mountain View | Spacious | 5 Balconies,1050000,4,5,400,28,yes,2,969
Duplex  For Sale In Mazraat Yachouh,375000,5,7,464,24,no,6,941
Apartment 310m² 3 Master For SALE In Jamhour,609999,3,5,310,15,no,6,1163
Apartment For SALE In Mar Chaaya 300m² + Terrace,250000,3,4,300,24,no,6,1301
Spacious Apartment | Breathtaking Open View | Prime Location,500000,3,2,200,28,yes,2,969
Sunny Apartment | Open Kitchen | 24/7,300000,2,2,90,28,yes,2,969
Apartment for SALE in Badaro,420000,4,3,300,28,no,2,577
For Sale ➖ Elegant 3-Bedroom Luxury Apartment in Biyada,650000,3,4,260,24,partly,6,796
Spacious |  Brand New Apartment | Open View,1000000,4,4,340,28,no,2,969
Get your Apartment by installment in Jal el Dib,180000,2,2,106,24,no,6,939
Luxurious Duplex Retreat with Private Entry in Dbayeh,320000,4,6,300,24,no,6,1230
Modern 3-Bedroom Apartment in Kornet Chehwan,200000,3,3,145,24,yes,6,684
Duplex in Mtayleb: Where Luxury Meets Serenity,320000,3,3,250,24,no,6,760
Apartment with panoramic views!,500000,3,3,250,24,no,6,796
Breathtaking Seaside Haven in Kfaraabida,165000,3,3,165,27,no,3,774
Renovation Opportunity: Centrally Located 2-Bedroom Apartment,190000,2,2,125,28,no,2,969
A Prime Piece of Land in the Area of Adma,650000,,,1021,32,no,6,72
Brand New Apartment For Sale In Jal El Dib,350000,3,3,190,24,no,6,939
Villa triplex for sale in Abadieh WB31,1500000,6,5,2500,13,no,6,370
Luxurious Spacious Apartment | Open Kitchen | Amazing View,800000,2,3,255,15,yes,6,292
Apartment for sale In Ramle Bayda,1100000,3,4,275,28,no,2,831
Luxury life is Right Here | Pool & Gym | Open View,1300000,4,5,375,28,yes,2,969
Apartment For Sale In Unesco Over 350 Sqm,1050000,4,5,350,28,no,2,1113
"For Sale - Modern 125m² Apartment with 80m² Terrace in Mazraat Yachouh – Fully Furnished, Ready to Move In!",190000,2,2,155,24,yes,6,941
Apartment in Zouk Mikael with Sea and Mountain View,125000,3,2,140,32,no,6,290
Apartment 125m² + Terrace 2 beds For SALE In Hazmieh,159999,2,3,125,15,yes,6,74
For Sale ready to move in apartment in Ain Aar,500000,3,4,275,24,partly,6,1084
Villa for sale in Rabweh,530000,3,4,452,24,yes,6,905
Apartment for sale in Rabweh,370000,4,5,330,24,no,6,905
Apartment for sale in Rabweh,330000,3,3,306,24,no,6,905
Panoramic View | 1 Bedroom | Aprt For Sale,365000,1,1,66,28,yes,2,105
Spacious Apt. | New Building | Perfect Location.,600000,3,4,235,28,no,2,969
Villa for sale in Biyada/Modern/ New/ SeaView/ Garden,3600000,5,7,1700,24,no,6,796
Apartment 160m² 3 beds For SALE In Bsous,134999,3,3,160,13,yes,6,915
Stunning & Spacious  | Balcony | Open View | Great Location,850000,3,4,300,28,yes,2,795
Apartment for sale in Bsalim/ Dupex/ Decorated,295000,5,3,290,24,no,6,393
Apartment for sale in Ras el nabeh AA1067,800000,3,4,225,28,no,2,1231
Apartment for SALE in Badaro,670000,3,4,275,28,yes,2,577
For Sale Furnished apartment in Biyada,545000,2,4,265,24,yes,6,796
Spacious Flat | Great Location | 3 Balconies | Open View,600000,3,3,200,28,yes,2,759
For sale in Mtayleb massive 600m² apartment,950000,4,6,600,24,no,6,760
Apartment for sale in Rabweh,158000,3,2,150,24,no,6,905
Apartment for sale in Bsalim/ View,170000,2,3,130,24,no,6,393
Apartment for sale in Rabieh/ Duplex/ View,1100000,3,4,340,24,no,6,723
Apartment For SALE In Kahale 140m² + Terrace,149999,3,3,140,13,no,6,624
Apartment for SALE in Badaro,430000,3,4,200,28,no,2,577
New chalet for sale in Faqra/ View/ Garden,707000,3,2,220,32,no,6,1089
"Land in Zebdine, Jbeil with Sea and Mountain View",110000,,,1029,30,no,6,768
Duplex For SALE In Hazmieh 400m² + Terrace,649999,4,5,400,15,no,6,74
Apartment For SALE In Baabdat 320m² 3 beds,699999,3,4,320,24,no,6,793
Apartment for sale in Rabweh,395000,3,5,320,24,no,6,905
Villa for sale in Rabweh,1025000,3,6,842,24,no,6,905
Spacious Flat | Balcony | Calm Area,1800000,3,4,285,28,no,2,535
Amazing & Relaxing | Prime Location,1200000,3,4,230,28,yes,2,535
A Prestigious 4-Bedroom Residence,350000,4,4,300,24,no,6,1193
Elegant Duplex Oasis with Pool and Panoramic Views in Rabieh,1300000,4,4,520,24,yes,6,723
Elegant & Spacious Apt.| Front Sea View,1500000,4,5,410,28,no,2,969
Apartment for sale in Rabweh,300000,3,5,232,24,no,6,905
Apartment for Sale in Rabweh,450000,3,5,350,24,no,6,905
Luxurious High End | Furnished | Sea View | Great Location,675000,2,3,165,28,yes,2,759
"Prime Location Land in Jamhour, Baabda",1400000,,,2727,15,no,6,1163
"Land 2,080m² For SALE In Ouyoun Broumana",749999,,,2080,24,no,6,1122
Apartment for sale in Rabweh,435000,3,5,350,24,no,6,905
Spacious Apartment | Balcony | Open View,800000,3,3,260,28,yes,2,577
Apartment 440Sqm with 300Sqm terrace/garden for sale in Biyada,1100000,4,5,440,24,no,6,796
High Floor | Spacious Balcony | Central Location,950000,4,5,370,28,yes,2,969
Apartment for sale in Sioufi/ Furnished/ Decorated,742000,4,3,275,28,yes,2,423
Apartment for sale in Bsalim/ Roof/View/ Gym/ Pool,350000,3,4,254,24,no,6,393
Apartment for sale in Bsalim,249999,3,2,200,24,no,6,393
Fully Furnished Apartment with Terrace for Sale in Mar Roukoz,150000,2,3,150,24,yes,6,721
Apartment for sale in Bsalim/ View/ Decorated,600000,3,3,303,24,no,6,393
Land for sale in Hamat,4700000,,,4764,27,no,3,520
Villa for sale in Rabieh/ Pool/ View,4999999,3,4,1082,24,no,6,723
Villa for sale in Rabieh/ View,5000000,3,4,1034,24,no,6,723
Villa for sale in Rabieh/ Pool/ View,5000000,3,3,791,24,no,6,723
Apartment for sale in Rabweh,290000,3,4,245,24,no,6,905
Apartment with garden for sale in Jouret el Ballout,135000,2,3,140,24,no,6,1304
"Rooftop for sale in Beit Meri, 121 sqm",145000,1,1,121,24,no,6,1011
New built apartment in Prime building  for sale,230000,2,2,111,24,no,6,939
Mtayleb 230Sqm + 190Sqm Terrace with unblockable view,340000,2,2,230,24,no,6,760
Land 1000m² With Building For SALE In Kfardebian,449999,,,1000,32,no,6,652
Duplex 350m² 4 beds For SALE In Ouyoun Broumana,289999,4,5,350,24,no,6,1122
Apartment for sale in Rabweh/ garden,170000,2,2,155,24,no,6,905
Penthouse Duplex | Large Terrace | Private Pool,2200000,4,5,500,28,no,2,969
Duplex 290m² + Terrace For SALE In Ain Saadeh,525000,3,5,290,24,no,6,1337
Apartment for Sale in Verdun,380000,3,2,150,28,yes,2,795
Unobstructed View | 24/7 Electricity | Apartment For Sale,2200000,4,6,435,28,no,2,969
245 Sqm | Sea View | Apartment For Sale,700000,3,4,245,28,no,2,969
Duplex with garden and terrace for sale in Daher Souane,525000,4,5,345,24,no,6,867
24/7 Electricity | New Bldg. | Prime Location,300000,1,2,96,28,no,2,969
Modern | Central | Bright,500000,3,4,200,28,no,2,759
Apartment for Sale in Rawche,1200000,3,4,340,28,no,2,1077
A 270 SQM apartment for Sale in Achrafieh Tabaris AA753,750000,3,4,270,28,no,2,352
Renovated Apartment for Sale - City View,290000,3,3,180,28,yes,2,969
Villa for sale in Rabieh/ Furnished/ View/ Garden,6500000,5,4,1459,24,yes,6,723
Furnished Apartment For sale in sakiet al-janzeer,1000000,4,4,300,28,yes,2,787
Duplex | Calm Area | Sunny and Spacious,500000,3,4,280,15,no,6,74
Convenient and Sunny Flats,320000,1,1,55,28,no,2,969
Apartment for SALE in Ras El Nabeh,400000,4,3,180,28,no,2,1231
Land for sale in the heart of Yarzeh|sea view|30/90,1842100,,,1417,15,no,6,292
Land for sale in Hazmieh|Prime location,2500000,,,1269,15,no,6,74
252 SQM New Apartment For Sale in Sahel Alma in a Very Calm Area with a 90 SQM Terrace,600000,4,3,282,32,yes,6,472
Apartment for sale in New Rawda,155000,3,3,140,24,no,6,761
Apartment for sale in Mar Chaaya/ furnished/ View,500000,2,3,250,24,yes,6,1302
Apartment for sale in Yarzeh|Rooftop,1400000,3,4,760,15,no,6,292
High Floor apartment with Panoramic view,1300000,4,5,385,28,no,2,969
Apartment For Sale In Spears Over 520 Sqm,1500000,4,6,520,28,no,2,862
Brand new apartment with garden for sale in Ain Saadeh,325000,3,4,210,24,no,6,1337
Apartment in Ras El Nabeh for Sale,240000,2,2,110,28,no,2,1231
Duplex for sale in Mtayleb with panoramic view!,765000,4,5,460,24,no,6,760
Tranquil Living: Apart with Garden for Sale in Baabdat,230000,2,4,160,24,no,6,793
Gorgeous | Cozy Property | Prime Location,300000,1,2,105,28,yes,2,969
Villa For Sale In Sehayleh,2000000,5,8,1200,32,yes,6,1270
Apartment for sale in Yarzeh|Furnished,2300000,5,5,415,15,yes,6,292
2-Bedroom Apartment in Prime Sin El Fil Location,135000,2,2,125,24,no,6,686
Land for sale in Aabeidat,125000,,,2500,30,no,6,2048
Apartment for sale in Mtayleb/ New/ Garden/ view,723000,4,4,301,24,no,6,760
Apartment for sale in Mtayleb/ New/ View/ Garden,756000,3,3,315,24,no,6,760
Villa for sale in Ouyoun El Siman,2000000,5,5,717,32,yes,6,1125
Apartment for sale in Rabieh/ View/ Decorated/ Terrace,1350000,4,5,685,24,no,6,723
Apartment for sale in Baabdat/ Duplex/ Terrace,500000,3,3,386,24,no,6,793
Chalet for sale in Faqra,290000,2,2,127,32,no,6,1089
Chalet for sale in Faqra,350000,2,3,133,32,no,6,1089
Apartment for sale in Mtayleb/ Decorated/ Furnished/ Garden/ View,3200000,5,6,1199,24,yes,6,760
New Loft with 2 Garden Terrace | Private Entrance,1150000,3,5,380,28,yes,2,969
Brand New Duplex With Garden & Terrace For Sale in Baabdat,420000,3,5,400,24,no,6,793
Luxurious Apartment For Sale with office  in Tallet al-khayat,1500000,3,5,440,28,no,2,177
Luxurious Apartment For Sale in tallet al-khayat,1200000,4,6,485,28,partly,2,177
High Floor apartment Achrafieh for sale,700000,3,4,250,28,no,2,969
Luxurious | Private Garden | Prime Location,2500000,3,3,450,28,no,2,535
"Apartment for sale in Zehrieh, 180 sqm",135000,3,3,180,24,no,6,2094
Brand-New High-End Apartment in Fanar,315000,3,3,180,24,yes,6,66
Spacious Apartment | Modern Lifestyle,750000,3,3,260,28,yes,2,969
Stunning Flat | Breathtaking View,650000,3,3,190,28,yes,2,569
Modern and Spacious High Floor Apartment for Sale,1000000,4,5,360,28,no,2,969
Brand New-Luxury Apartment,1000000,4,5,345,28,no,2,831
Land 790m² For SALE In Beit Meri,849999,,,490,24,no,6,1011
Beautiful Flat in a prestigious area!,485000,4,3,500,24,yes,6,1265
Apartment 150m² Mountain View For SALE In Monteverde,155000,2,2,150,24,no,6,324
Luxurious apartment for sale in Yarzeh,500000,3,4,250,15,no,6,292
Chalet for sale in Faqra/ Garden/ Furnished,285000,2,2,116,32,yes,6,1089
Duplex Apartment for Sale with Mountain and Sea View in Tilal Ain Saadeh,275000,3,4,320,24,no,6,2055
Furnished Apartment For Sale in Ras El Nabeh,450000,3,2,250,28,yes,2,1231
Beautiful Chalet in Mzaar Committe!,270000,3,2,95,32,yes,6,652
Modern Cozy Apartment | Great Balcony | 24/7 Electricity,280000,1,2,100,28,yes,2,969
Charming furnished unit for sale in Yarze!,400000,3,3,175,15,yes,6,292
Duplex 330m² 4 beds For SALE In Louaizeh,649999,4,6,330,15,yes,6,1200
Apartment for sale in Biyada,250000,3,4,264,24,no,6,796
Villa in Halat/ Ocean Waterfront/New/View,2900000,4,6,568,30,no,6,258
"Land for sale in Klayaat, includes an Old House",650000,,,2050,32,no,6,144
Apartment for sale in Hazmieh|Mar Takla,425000,4,4,360,15,no,6,74
Luxury Living and Serene Oasis in Dik El Mehdi,415000,3,4,315,24,no,6,212
Luxurious Apartment with Unblockable Mountain View in Prime Rabieh Location,1550000,4,6,600,24,no,6,723
Exquisite Villa with Breathtaking Sea View in Prime Rabieh LocationExquisite Villa with Breathtaking Sea View in Prime Rabieh Location,6200000,8,8,2000,24,yes,6,723
Spacious Building with Stunning Sea View in Rabieh - Ideal for Renovation,2200000,8,7,1300,24,yes,6,723
Apartment for sale in Kornet Chehwan -Beit El Kikko-,235000,3,3,175,24,no,6,684
High end finishing Duplex-Dik el Mehdi,660000,5,6,500,24,no,6,212
Luxury flat in a prestigious area!,660000,3,4,320,24,yes,6,723
"Brand New apartment for sale in Broummana, 240 sqm",400000,3,4,240,24,no,6,1301
New apartment in Waterfront,2550000,4,5,497,24,no,6,1230
Luxury 5 bedroom apartment for sale in Rabieh,1300000,5,6,723,24,no,6,723
260 Sqm | Apartment For Sale In Ras Nabeh In A Good Location,450000,3,4,260,28,no,2,1231
Apartment for sale in Bsalim/Pool,650000,3,4,330,24,no,6,393
Chalet for sale in Faraya/View/Terrace شاليه للبيع في فاريا,340000,2,2,155,32,yes,6,688
Apartment for sale in Qennabet Broumana/New/View شقة للبيع في قنابة برمانا,385000,3,3,225,24,no,6,248
Apartment for sale in Qennabet Broumana/ Huge/View شقة للبيع في قنابة برمانا,685000,3,5,402,24,no,6,248
2 Bedrooms Apartment For Sale In A Calm Area,100000,2,2,135,24,yes,6,761
Apartment for sale in Biyada/ Garden,513000,2,3,266,24,no,6,796
Chalet for sale in Faraya/Garden/ Furnished,700000,4,4,262,32,yes,6,688
Spacious full floor flat centrally located,255000,5,4,255,24,no,6,1230
New Apt. | New Bldg.| Prime Location,700000,2,4,190,28,no,2,969
Apartment for sale in Kornet Chehwan -Beit El Kikko-,510000,3,5,380,24,no,6,684
Apartment for sale in Hazmieh,350000,4,4,230,15,partly,6,74
Amazing Spacious Property | Great Location,600000,3,5,300,28,yes,2,969
Sea view duplex apartment for sale in Rabieh,450000,4,5,427,24,no,6,723
Luxurious | Spacious AND Bright | Indoor Activities,1700000,5,6,443,28,no,2,969
Apartment For Sale In Manara Over 320 Sqm,1200000,3,5,320,28,no,2,1013
300Sqm Apt. + 200 Sqm Private Garden,390000,3,4,300,24,no,6,793
Quality Finishing Duplex with amazing Views!,680000,5,5,380,24,no,6,796
"Land For sale In Saifi, FULL SEAVIEW 2nd floor ارض للبيع في الصيفي",6900000,,,400,28,no,2,105
Stunning Villa in Faitroun !!,2500000,5,8,1500,32,yes,6,180
Charming Apartment with Breathtaking Views,308000,3,4,216,24,no,6,793
3 BR for sale in Beit Meri with terrace,275000,3,4,255,24,no,6,1011
3 BR Apartment with Terrace For Sale in Baabdat,270000,3,4,253,24,no,6,793
Astonishing Duplex with a breathtaking view !,785000,3,4,400,24,no,6,796
Apartment for sale in Waterfront  شقق للبيع في,1500000,3,4,330,24,partly,6,1230
Apartment for sale in Hazmieh,425000,3,4,227,15,no,6,74
Attractive Price Apartment For Sale With Sea view,1300000,3,5,520,28,no,2,862
Renovated Cozy Apartment For Sale in Achrafieh.,180000,2,2,135,28,yes,2,969
Luxury flat with payment facilities!,315000,3,3,240,24,no,6,1265
Roof apartment for sale in Hazmieh,600000,3,6,400,15,no,6,74
Apartment for sale in Kornet Chehwan/SeaView,480000,4,4,260,24,no,6,684
Apartment for sale in Kornet Chehwan/Garden شقة للبيع في قرنة شهوان,560000,3,3,344,24,no,6,684
Apartment for sale in Mtayleb/Terrace/Pool  شقة للبيع في المطيلب,365000,3,3,280,24,no,6,760
Apartment for sale in Kornet Chehwan/New  شقة للبيع في قرنة شهوان,260000,3,3,234,24,no,6,684
Apartment for sale in Beit Al Chaar/New,390000,3,3,318,24,no,6,175
"Apartment in Dbayeh, Metn with Partial View",150000,3,3,145,24,no,6,1230
Apartment for sale in Beit Al Chaar/Garden  شقة للبيع في بيت الشعار,510000,3,3,426,24,no,6,175
Apartment for sale in Kornet Chehwan/View شقة للبيع في قرنة شهوان,549000,4,4,240,24,no,6,684
Apartment for sale in Beit Al Chaar/Garden شقة للبيع في بيت الشعار,350000,4,3,306,24,no,6,175
Apartment for sale in Louaizeh,200000,3,3,190,15,no,6,1200
Apartment for sale in Rabieh/View/Pool,825000,4,5,550,24,no,6,723
Apartment for sale in Rabieh/View/Pool/550sqm شقة للبيع في رابيه,775000,4,5,550,24,no,6,723
Chalet for sale in Faqra/Awesome Value شاليه للبيع في فقرا,359000,3,4,140,32,yes,6,1089
Fully High -End Furnished Flat | Prime Location,1200000,4,4,370,28,yes,2,969
Super Deluxe Apartment- Newly Renovated!,775000,4,4,348,24,yes,6,723
Land for sale in Faqra/seaview  ارض للبيع في فقرا,448000,,,1500,32,no,6,688
Land for sale in Broumana  ارض للبيع في برمانا,799000,,,4540,24,no,6,1301
Land for sale in Batroun/Aabrine Rawabi/SeaView   ارض للبيع في بترون,250000,,,1050,27,no,3,484
Land for sale in  Kanat Bakish  ارض للبيع في قناة باكيش,120000,,,1700,32,no,6,1053
Apartment for sale in Horch Tabet,1800000,4,5,350,24,no,6,396
Land for sale in Rabieh/Zone C  ارض للبيع في رابيه,2999000,,,1598,24,no,6,723
Residential Duplex With 11 Rental Units For Sale In Jisr El Bacha,550000,8,8,463,24,no,6,251
Modern Loft | Large Terrace | Prime Location,1850000,4,5,440,28,yes,2,969
Land for sale in Faqra with view ارض للبيع في فقرا,575000,,,941,32,no,6,1089
Luxurious Duplex For Sale in Yarzeh |Pool | Garden,1600000,5,7,1115,15,no,6,292
land for sale in antelias,1300000,,,712,24,no,6,829
Spacious Apt | Stylish Bldg. | Prime Location,695000,3,4,240,28,no,2,969
24/7 Electricity | Perfect Location | Sea View,650000,2,3,178,28,no,2,105
220 SQM Apartment in Monte Verde with Garden,450000,3,4,220,24,no,6,324
Beautiful Sea View Apartment in Batroun !,137000,2,2,106,27,no,3,374
Upgraded/unfurnished/balconies| rent or sale,350000,3,3,200,24,no,6,760
Unique Duplex for sale in Yarzeh,1937250,4,6,587,15,no,6,292
Apartment for sale in Hazmieh,500000,3,4,205,15,no,6,74
Luxurious duplex for sale in Hazmieh,650000,3,5,340,15,no,6,74
"Land in Beit Chabeb, Metn with Mountain View",105000,,,540,24,no,6,247
Spacious Apartment | Huge Terrace,600000,3,3,350,24,yes,6,1337
Land for sale in Yarzeh,1499999,,,1078,15,no,6,292
Luxury Garden Unit For Sale in Biyada !!,699000,3,4,315,24,no,6,796
Apartment For sale in Yarrzeh garden included,1200000,4,6,625,15,no,6,292
Beautiful apartment in Beit Meri,253840,3,4,152,24,no,6,1011
Villa for sale in faraya|Furnished,1200000,6,5,1000,32,yes,6,688
Apartment for sale in Monteverde,850000,4,6,375,24,yes,6,324
high-level duplex scenic garden and beach view,3000000,3,5,517,28,no,2,759
Luxurious Apartment For sale in Hazmieh Mar Takla,635000,3,5,409,15,no,6,74
Land| flat | open view | Prime location,275000,,,2380,22,no,6,692
High End Duplex with Terrace and View,500000,4,4,350,24,no,6,793
Land| prime location| flat | zone B,1500000,,,1116,15,no,6,510
Classic Charming Penthouse in Rabieh !! Prime Location,375000,3,3,380,24,yes,6,723
Brand New Open View Duplex/ High-Level Floor,599000,3,4,165,28,no,2,969
Brand New 2BR Apt + Terrace For Sale,399000,2,2,148,28,no,2,969
Prime Location Apartment in Mansourieh with View,260000,3,4,240,24,no,6,140
Luxurious Duplex for sale in Yarzeh,680000,5,5,510,15,no,6,292
Duplex for sale in Hazmieh,460000,3,5,300,15,no,6,74
Luxurious duplex for sale in hazmieh,450000,3,5,285,15,no,6,74
Apartment for sale in Hazmieh,600000,4,6,400,15,no,6,74
Beit Meri 155 sqm Apartment + 22 sqm Terrace,268950,3,4,155,24,no,6,1011
156 sqm + 85 sqm garden  Apartment for Sale,304150,3,4,156,24,no,6,1011
Apartment 190m² Mountain View For SALE In Monteverde #PH,359999,3,4,190,24,no,6,324
Apartment for sale in Beit Mery EM3,600000,3,3,250,24,no,6,1011
Sheileh 200m2 | prime Location | Panoramic View | Super Luxurious | AC,260000,3,3,200,32,no,6,1270
Land for sale in Sehaileh RK119,860000,,,1439,32,no,6,1270
Apartment for sale in Ras El Nabeh AM4,400000,3,4,230,28,no,2,1231
Panoramic View - Apartment For Sale In Rawche,4500000,4,6,600,28,no,2,1077
Apartment for sale in Mar Mikhael,170000,2,1,80,28,no,2,569
Apartment for sale in DownTown/Beirut(Core and shell),1990000,4,6,450,28,no,2,535
Apartment for Sale in Brazilia - Baabda,550000,3,3,300,15,no,6,2102
Apartment for sale in Mar elias,160000,2,2,132,28,no,2,504
Brand New Modern Apartment for sale in Achrafieh,370000,1,1,115,28,no,2,969
Apartment for sale in Ain el Mrayseh/Beirut,480000,3,4,200,28,no,2,205
Apartment having an open sea view for sale in Ramli el bayda/Beirut,900000,4,6,420,28,no,2,831
Brand New Apartment for sale in Mar Elias,450000,3,4,188,28,no,2,504
Land for sale in Jbeil,1000000,,,26000,30,no,6,1276
Apartment For Sale In Bir Hassan,480000,4,5,310,28,no,2,642
Apartment for sale in Hadath - Baabda,290000,3,3,170,15,no,6,510
Apartment for Sale in Brazilia - Prime Location,760000,3,4,350,15,no,6,2102
Apartment for sale Hadah Hay El Americain,300000,3,3,200,15,no,6,510
Apartment for Sale Furn El Chebbk,400000,3,3,160,15,no,6,473
Apartment for sale Badaro,350000,3,3,170,28,no,2,577
Apartment for rent in Kfarhbab,500,3,2,180,32,no,6,617
Land with View for Sale in Broummana- Oyoun,700000,,,2100,24,no,6,1122
Apartment for sale in Louaizeh,980000,3,5,400,15,no,6,1200
Apartment for sale in Qartboun,170000,3,3,172,30,no,6,950
Apartment for sale in Kfarhbab,400000,3,3,225,32,no,6,617
Apartment for sale with a unique building design located in the heart of Badaro,650000,3,5,240,28,no,2,577
Apartment having an open sea view for sale in Ain el mrayseh,850000,3,3,225,28,no,2,205
Decorated Furnished Apartment with an open mountain view for sale in Alzarif,350000,4,5,350,28,yes,2,68
Decorated Apartment for sale in Clemenceau,550000,3,2,200,28,no,2,169
Land for sale in Burj Abi Haidar HN12,1100000,,,228,28,no,2,722
Apartment for sale in Beit Mery EM2,500000,3,4,240,24,no,6,1011
Apartment for Sale in Brazilia - Prime  location - High end finishing,1020000,3,4,451,15,no,6,2102
Apartment for Sale in Louaizeh,320000,3,3,180,15,no,6,1200
Apartment 180m² Terrace For SALE In Qonnabet Broumana #GS,269999,3,4,180,24,no,6,248
Apartment 160m² Balcony For SALE In Atchaneh #JK,109999,3,2,160,24,no,6,215
Apartment for sale in Sahel Alma RB123,350000,3,3,400,32,no,6,472
Apartment 165m² Balcony For SALE In Achrafieh #RT,449999,3,4,165,28,no,2,969
Apartment for sale in Dbayeh DP25,950000,3,4,435,24,yes,6,1230
Jeita 400m2 | Duplex | Luxury | Open View | Excellent Condition | KS,390000,4,5,400,32,no,6,762
Apartment for Sale in Louaizeh,320000,3,3,200,15,no,6,1200
Apartment for Sale in Louaizeh,310000,3,3,180,15,no,6,1200
Apartment for Sale in Louaizeh,300000,3,3,180,15,no,6,1200
Apartment for Sale in Ballouneh,160000,3,2,150,32,yes,6,507
Apartment for sale in Kfarhbab,190000,2,3,140,32,no,6,617
Apartment for sale in Achrafieh EA71,508000,3,4,160,28,no,2,969
Apartment 950m² Sea View For SALE In Ain El Mraiseh #JF,4099999,5,7,950,28,no,2,205
Apartment for sale in Achrafieh EA70,500000,2,3,157,28,no,2,969
Spacious Apartment in Antelias + Sea View,150000,3,2,180,24,no,6,829
Apartment for sale in Cornet Chehwan,320000,3,5,220,24,no,6,684
Ajaltoun 180m2 | Furnished | Panoramic View | Dead End Street | DA |,245000,3,3,180,32,yes,6,543
Core and Shell Apartment for sale in downtown,2600000,4,6,570,28,no,2,535
Apartment 180m² Balcony For SALE In Zouk Mosbeh #PM,164999,3,4,180,32,no,6,726
Villa 300m² Garden For SALE In Feitroun #YM,569999,3,4,300,32,yes,6,180
Apartment for sale in Achrafieh,1100000,3,4,300,28,no,2,969
Apartment 110m² 2 Beds For SALE In Ajaltoun #YM,99999,2,2,110,32,yes,6,543
Apartment 185m² For SALE In Fanar #GS,249999,3,2,185,24,yes,6,66
Apartment 225m² Balcony For SALE In Achrafieh #JF,599999,3,4,225,28,no,2,969
Apartment 120m² Terrace For SALE In Achrafieh #JF,399999,2,2,120,28,yes,2,969
Chalet 60m² For SALE In Kaslik #PM,249999,1,1,60,32,yes,6,1017
Apartment 130m² Terrace For SALE In Zouk Mkayel #PM,164999,3,2,130,32,yes,6,290
Duplex 230m² Balcony For SALE In Achrafieh #JF,499999,3,4,230,28,no,2,969
Chalet 50m² Sea View For SALE In Kaslik #PM,249999,1,1,50,32,yes,6,1017
Apartment for sale in Achrafieh RK116,875000,4,4,271,28,no,2,969
Apartmentr for sale in Achrafieh RK112,375000,4,3,335,28,no,2,969
Apartment for sale in Chiyah HN8,666250,3,2,300,28,no,2,715
Land for Sale in Ain Aalak,370000,,,741,24,no,6,433
High-End Apartment with View for Sale in Naccache,250000,3,4,165,24,no,6,1265
Apartment for Sale in Kornet Chehwan,520000,4,5,250,24,no,6,684
Apartment for sale in Kfarhbab,900000,4,7,809,32,no,6,617
Project Kfarhbab-Several apartments for sale,280000,3,3,165,32,no,6,617
Apartment for sale in Elissar,310000,3,3,175,24,no,6,542
Apartment for sale in Sin el Fil,240000,3,4,150,24,no,6,686
Land forSale in Arsoun,650000,,,5400,15,no,6,981
Land For Sale in Ehmez,90000,,,2140,32,no,6,2098
Apartment for sale in Sarba,180000,3,2,145,32,no,6,181
