Title,Price,Bedroom,Bathroom,Area sqm,DistrictID,Furnished,ProvinceID,Community_id
Apartment For Sale in Ghazir,160000,3,3,192,32,partly,6,616
Modern & Spacious | Great Area | Breathtaking View,475000,4,4,250,28,yes,2,969
Apartment 200m² Terrace For SALE In Qornet Chehwan #JK,369999,2,3,200,24,yes,6,684
Apartment For Sale In Manara - Beirut,1050000,3,5,235,28,no,2,1013
Duplex 340m² 4 Beds For SALE In Ain Saadeh #GS,509999,4,5,340,24,no,6,1337
Apartment For Sale At Dawhet Aramoun,154000,3,2,170,13,no,6,952
Apartment 145m² Sea View For SALE In Jal El Dib #JK,329999,3,3,145,24,no,6,939
Apartment 111m² Sea View For SALE In Jal El Dib #JK,224999,2,2,111,24,no,6,939
Apartment 150m² Garden For SALE In Awkar #JK,214999,2,2,150,24,yes,6,1193
Apartment for sale in St Nicholas Achafieh/ Decorated/ Furnished,1500000,4,4,427,28,yes,2,1150
Apartment for sale in Baabdat/ Nice View/ Garden,600000,4,3,300,24,no,6,793
Apartment for sale in Elyssar/ Duplex/ amazing View,500000,3,4,413,24,no,6,542
Apartment for sale in Elyssar/ Terrace/ View,450000,3,3,280,24,no,6,542
Apartment for sale in Mazraat Yachouh/ Terrace/ View,300000,4,3,306,24,no,6,941
Apartment for sale in Awkar/ Garden,215000,2,2,154,24,yes,6,1193
Roof 75m² Balcony For SALE In Achrafieh #JF,179999,2,2,75,28,yes,2,969
Sea View - 180 Sqm - Apartment for Sale in Achrafieh,379000,3,4,180,28,no,2,969
Apartment 216m² 3 Beds For SALE In Monteverde #PH,479999,3,4,216,24,no,6,324
Apartment For Sale At Choueifat,109000,2,1,109,13,no,6,334
Apartment For Sale At Dawhet Aramoun,155000,3,3,155,13,no,6,952
Apartment For Sale At Dawhet Aramoun,160000,2,3,155,13,no,6,952
Apartment For Sale At Dawhet Aramoun,297000,4,4,198,13,no,6,952
Apartment 185m² Terrace For SALE In Ain Saadeh #GS,359999,3,3,185,24,no,6,1337
Apartment For Sale In Ain Al-Mraiseh,4900000,4,6,700,28,no,2,205
Fully renovated | prime location | terrace,340000,2,2,120,28,no,2,969
Apartment For Sale in Ain al-Mraiseh,338000,2,3,107,28,no,2,205
Land in Laqlouq for sale,57000,,,1561,30,no,6,657
Duplex for sale in Jeita,400000,4,5,270,32,no,6,762
Apartment with View for Sale in Bsalim,170000,2,2,111,24,no,6,393
Apartment For Sale in Ain Al-Mraiseh,620000,3,4,160,28,yes,2,205
Apartment For Sale in Ain al-Mraiseh,720000,3,3,160,28,yes,2,205
1248 SQM Prime Highway Land for Sale in ghazir Excellent Investment Opportunity!,3750000,,,1248,32,no,6,616
Land for Sale in Kfour with a Breathtaking View!,429998,,,1228,32,no,6,1052
Unique Land in Kfour Overlooking a Breathtaking View!,285000,,,814,32,no,6,1052
Amazing Quadruplex Villa for Sale in Fatka with Breathtaking View!,2599999,7,8,1519,32,no,6,1088
Land for Sale in Adma with an Amazing View!,999999,,,1910,32,no,6,72
Luxurious Apartment for Sale in Monteverde,650000,3,3,250,24,no,6,324
Brand New Apartment for Sale in Ghadir with Sea View,240000,3,4,200,32,yes,6,689
Apartment for sale in Achrafieh,540000,3,4,200,28,no,2,969
Apartment for sale in Achrafieh,650000,3,4,230,28,no,2,969
Apartment for sale in Achrafieh,840000,3,4,265,28,no,2,969
Land for sale in Rabieh/ Great location/ View,861000,,,861,24,no,6,723
Apartment for sale in Dhour Choueir/ New/ View,400000,3,4,250,24,no,6,578
Apartment 220m² Sea View For SALE In Antelias #JK,209999,3,3,220,24,no,6,829
Apartment 135m² Garden For SALE In Dbayeh #JK,215999,3,2,135,24,no,6,1230
Apartment 89m² Garden For SALE In Dbayeh #JK,143999,2,2,89,24,no,6,1230
Apartment 103m² Garden For SALE In Dbayeh #JK,164999,3,2,103,24,no,6,1230
Apartment 180m² Sea View For SALE In Mansourieh #PH,114999,3,2,180,24,no,6,140
Villa For Sale In Jbeil,2950000,5,7,1670,30,no,6,1094
House with Land For sale In blat Jbeil,450000,2,2,160,30,no,6,1239
"Payment Facility,Chalet For Sale In Ras Osta Jbeil",85000,2,2,120,30,no,6,113
Hot Deal Apartment in Dekwaneh,139000,3,3,150,24,no,6,285
apartment for sale,130000,3,2,155,24,partly,6,285
240m amazing apartment for sale in Rabieh,550000,3,4,240,24,no,6,723
Apartment For Sale in Ghadir,252000,3,3,185,32,partly,6,908
Apartment for sale in Jdeideh,190000,3,2,155,24,no,6,211
Apartment For Sale in Ghadir,360000,3,3,370,32,partly,6,908
Duplex For Sale in Ghadir,352000,3,3,270,32,partly,6,908
Apartment For Sale in Ghazir,252000,3,3,200,32,partly,6,908
Apartment For Sale in Ghadir,240000,3,3,185,32,partly,6,908
Apartment for sale in Biaqout,300000,3,4,200,24,no,6,139
Spacious City/Sea View Apartment for Sale in Hamra,600000,3,3,240,28,no,2,759
Apartment 117m² Balcony For SALE In Jdeideh #PH,154999,2,2,117,24,no,6,211
Apartment for Sale in Mar Takla,380000,4,5,284,15,no,6,1019
Apartment 135m² 3 Beds For SALE In Betchay #JG,154999,3,3,135,15,no,6,73
Villa 350m² Duplex For SALE In Ajaltoun #YM,2799999,5,6,350,32,yes,6,543
Apartment 110m² Mountain View For SALE In Mansourieh #PH,154999,2,3,110,24,no,6,140
Apartment 180m² 3 Beds For SALE In Mansourieh #PH,129999,3,3,180,24,no,6,140
Apartment 144m² Sea View For SALE In Achrafieh #RT,395999,3,3,144,28,no,2,969
Duplex 300m² Mountain View For SALE In Bhersaf #GS,299999,3,5,300,24,no,6,250
Duplex 460m² City View For SALE In Achrafieh #JF,999999,3,5,460,28,no,2,969
Apartment 240m² 3 Beds For SALE In Achrafieh #JF,549999,3,4,240,28,no,2,969
Land For sale In Blat Jbeil,2375000,,,95000,30,no,6,1239
A High end apartment for sale in Mzher,250000,4,4,200,24,no,6,829
Apartment For Sale In Hboub Jbeil,160000,4,4,316,30,no,6,1058
"Land For Sale In Mechmech, Jbeil",90000,,,1000,30,no,6,840
Apartment for sale in Tilal Ain Saade,120000,3,2,250,24,no,6,2055
116 Sqm Garden | 277 Sqm | Apartment for Sale in Mtayleb,780000,3,4,277,24,no,6,760
425 Sqm Duplex | With Terrace | for Sale in Mtayleb,1150000,3,4,425,24,no,6,760
Apartment 220m² Sea View For SALE In Bqennaya #JK,419999,3,4,220,24,no,6,1338
High-end Apartment for Sale in Horch Tabet,440000,3,4,250,24,no,6,396
Apartment 250m² For SALE In Jal El Dib #JK,249999,3,4,250,24,no,6,939
Apartment 165m² Mountain View For SALE In Mazraet Yachouh #GS,164999,3,3,165,24,yes,6,941
Apartment for Sale in Sin el Fil,130000,2,1,100,24,yes,6,686
A beautiful Terrace Apartment for sale in Mzher,185000,2,2,145,24,no,6,104
apartment for sale in a prime location in Bsalim. With gym and pool access,255000,3,3,200,24,no,6,393
Apartment for sale in Broumana Mar Chaaya,230000,3,3,155,24,no,6,1301
200sqm apartment in a brand-new building in Edde,150000,3,2,200,30,no,6,1094
Apartment For Sale In Jbeil Braij,110000,2,2,115,30,no,6,150
"Payment Facility,Duplex For Sale In Laqlouq Jbeil",350000,3,3,160,30,yes,6,657
"Payment Facility,Duplex For Sale In Laqlouq Jbeil",205000,2,2,100,30,no,6,657
Apartment For Sale In Rawche,3400000,4,6,620,28,yes,2,1077
"Payment Facility,Apartment For Sale In Laqlouq Jbeil",374000,3,2,150,30,no,6,657
"Payment Facility,Apartment For Sale In Laqlouq Jbeil",175000,2,1,82,30,no,6,657
Spacious Prime Apartment in dekwaneh,500000,7,4,500,24,yes,6,285
Loft Apartment for Sale in Mansourieh with Terrace,139000,1,1,125,24,yes,6,140
Apartment 180m² Sea View For SALE In Adma #PZ,199999,3,3,180,32,no,6,72
Investment property to buy in Rabieh,2200000,,,1000,24,no,6,723
Land For sale In Blat jbeil,220000,,,800,30,no,6,1239
Modern Apartment for sale in Dekwaneh,125000,2,2,95,24,yes,6,285
Triplex for Sale in Horch Tabet,4500000,8,8,1200,24,no,6,396
Luxurious 2-floor Penthouse for Sale in Ain Saadeh,3500000,5,4,1060,24,yes,6,1337
Brand-new Apartment for Sale in Broummana,145000,3,3,130,24,no,6,1301
Land For Sale In Aalmat Jbeil,40000,,,1275,30,no,6,1348
High-end Prime Duplex in Dekwaneh,350000,4,4,310,24,no,6,285
Apartment For Sale in Ghadir,350000,3,3,240,32,partly,6,908
Land For Sale in Mastita,130000,,,860,30,no,6,332
Apartment For Sale in Mtayleb,954000,3,3,360,24,no,6,760
Exclusive: Furnished Decorated Apartment for Sale in Ain el Remmeneh,270000,3,3,180,15,yes,6,909
Duplex for sale in Dbayeh,425000,3,4,265,24,no,6,1230
Apartment for Sale in Horch Tabet - Sin el Fil,370000,4,3,280,24,no,6,396
Land For Sale In Hsoun Jbeil,100000,,,900,30,no,6,876
Apartment for sale in broumana with terrace,300000,3,4,320,24,no,6,1301
A beautiful Terrace apartment for sale in Bsalim,400000,3,4,250,24,no,6,393
A luxurious Terrace  apartment for sale in Bsalim,850000,3,6,370,24,no,6,393
Apartment for sale in Ain Aar,300000,3,3,310,24,no,6,1084
Apartment 230m² Mountain View For SALE In Antelias #JK,249999,3,4,230,24,no,6,829
Apartment for sale in Dbayeh,230000,3,2,170,24,yes,6,1230
Apartment for sale in dbaye,120000,2,2,140,24,partly,6,1230
Apartment For Sale In Braij Jbeil,110000,2,2,110,30,no,6,150
Apartment for sale in jal el dib,350000,3,4,190,24,yes,6,939
"Apartment for sale in Kaskas, Beirut",460000,3,4,165,28,no,2,716
"Apartment for sale in Kaskas, Beirut",430000,3,4,165,28,no,2,716
Duplex for sale in Fanar,280000,6,6,400,24,no,6,66
Villa For Sale In Mechmech Jbeil,300000,3,4,500,30,yes,6,113
Apartment with terrace for sale in dawhet aramoun,155000,3,2,270,13,no,6,952
Apartment for sale in new building in tarik el Jdideh,180000,2,2,115,28,no,2,323
Land For Sale In Annaya Jbeil,175000,,,920,30,no,6,331
Land For Sale in Jbeil,4500000,,,3750,30,no,6,1094
Apartment for sale in tarik el jdideh-madine ryadieh,150000,2,2,100,28,no,2,323
Furnished Apartment for Sale in Horch Tabet,350000,3,3,200,24,yes,6,396
High-end Apartment for Sale in Monteverde,550000,3,4,267,24,no,6,324
"Spacious apartment for sale in Baabdat, 225 sqm",180000,3,3,225,24,no,6,793
Apartment 140m² Balcony For SALE In Mar Chaaya #GS,195999,2,4,140,24,no,6,1302
Villa for sale in Douar/ Custome your own villa,648000,4,5,565,24,no,6,648
Apartment for sale in Rmeil/ Next to Mar Mikhael/ Nice View/ Pool/ Gym,769000,2,3,157,28,no,2,751
Building for sale in Rabieh/ Naqqashe,4500000,,,4300,24,no,6,723
Apartment For Sale in Verdun,810000,3,4,270,28,no,2,795
Luxurious Apartment for sale in Ain Saade,770000,3,4,420,24,yes,6,1337
Apartment for Sale – Under Construction in Ain Aar,650000,4,5,400,24,no,6,1084
Apartment for Sale – Under Construction in Ain Aar,360000,3,4,247,24,no,6,1084
Apartment for Sale – Under Construction in Ain Aar,260000,3,3,182,24,no,6,1084
Duplex for Sale in Mtayleb,1700000,3,4,590,24,partly,6,760
Apartment for Sale – Under Construction in Ain Aar,450000,3,4,395,24,no,6,1084
Apartment for Sale – Under Construction in Ain Aar,480000,3,4,385,24,no,6,1084
Apartment for Sale – Under Construction in Ain Aar,345000,3,4,215,24,no,6,1084
Apartment for sale in Beit Chabeb,150000,3,3,135,24,no,6,247
Duplex for sale in Beit Chabeb,260000,3,3,260,24,no,6,247
Apartment for Sale – Under Construction in Ain Aar,400000,3,4,240,24,no,6,1084
Apartment with Terrace & View for Sale in Ain Saade,278000,3,4,185,24,no,6,1337
Flat for Sale in Tariq Al Jadidah,285000,2,2,120,28,no,2,323
Well Maintained Apartment for Sale in Adonis,130000,2,2,150,32,no,6,579
Well Maintained Apartment for Sale in Adonis,127500,2,2,150,32,no,6,579
Brand New Apartment for Sale in Adonis With Normal View,125000,2,2,150,32,no,6,579
Apartment for sale in Dbayeh,650000,4,4,275,24,yes,6,1230
City View Spacious Flat for Sale at Horch Beirut,435000,3,3,165,28,no,2,716
Spacious Flat for Sale at Horch Beirut,430000,3,3,165,28,no,2,716
City View Apartment for Sale in Horch Beirut,790000,3,3,283,28,no,2,716
Apartment for sale in Fanar,175000,2,3,130,24,no,6,66
Brand-New Apartment for Sale in Mansourieh with Stunning View,300000,2,3,160,24,no,6,140
Apartment for sale in Rabieh/ Amazing View,400000,3,3,230,24,no,6,723
235 Sqm Terrace | Apartment For Sale in Mtayleb,900000,3,4,277,24,no,6,760
Mountain View | 144 Sqm | Apartment For Sale in Nabay,149000,3,4,144,24,no,6,1195
Apartment for sale in Jal El Dib/ View,270000,3,3,185,24,no,6,939
Apartment for sale in Bsalim/ Terrace/ View/ HOT DEAL,250000,3,3,249,24,no,6,393
Apartment 200m² Garden For SALE In Jamhour #JG,499999,3,3,200,15,no,6,1163
Apartment 120m² 2 Beds For SALE In Hadath #JG,219999,2,2,120,15,yes,6,510
Luxurious Apartment for Sale in Rabieh,1680000,4,6,550,24,no,6,723
"Apartment with Terrace For Sale in Baabdat – 35% Down, Installments",320000,3,4,210,24,no,6,793
Brand New | Spacious | Pool & Gym | Open View,2500000,4,5,520,28,no,2,969
Duplex For Sale In Halat Jbeil,260000,4,4,234,30,no,6,258
"Duplex for sale in Fiyadieh, baabda",340000,3,4,180,15,yes,6,183
"Payment facility flexible,chalet for sale in Laqlouq",90000,2,2,125,30,partly,6,657
A Luxurious Duplex for sale in Bsalim,375000,3,4,285,24,no,6,393
Apartment for sale in Baabda,500000,3,4,280,15,no,6,545
Apartment For Sale In Achrafieh,600000,3,4,200,28,no,2,969
Apartment 230m² Terrace For SALE In Tilal Ain Saadeh #GS,204999,4,4,230,24,no,6,2055
Apartment 165m² Mountain View For SALE In Beit El Kiko #JK,279999,3,4,165,24,no,6,176
Apartment 145m² Terrace For SALE In Tilal Ain Saadeh #GS,139999,3,3,145,24,no,6,2055
First floor messayke building,250000,3,3,235,17,yes,3,452
Modern Duplex For Sale in Baabdat - Prime Location,450000,4,5,400,24,no,6,793
Apartment for Sale – Under Construction in Ain Aar,280000,3,4,175,24,no,6,1084
Apartment for Sale – Under Construction in Ain Aar,360000,3,4,250,24,no,6,1084
Apartment for sale in Ain Aar,335000,3,4,206,24,no,6,1084
Apartment for sale in Ain Aar,425000,3,4,226,24,no,6,1084
Apartment for sale in Hbous,600000,3,3,400,24,no,6,612
Under construction apartment for sale in Mazraat Yachouh,160000,3,3,145,24,no,6,941
Duplex for Sale In Bsalim,390000,3,4,354,24,no,6,393
Apartment 220m² Mountain View For SALE In Zouk Mkayel #YM,159999,3,3,220,32,no,6,290
Apartment for sale in Bsalim/ Terrace/ Decorated,700000,3,4,356,24,no,6,393
Apartment 450m² Garden For SALE In Beqaatet Aashkout #YM,449999,5,8,450,32,yes,6,1342
Apartment 250m² Mountain View For SALE In Biyada #GS,499999,3,4,250,24,no,6,104
Apartment 95m² Mountain View For SALE In Achrafieh #JF,329999,2,2,95,28,yes,2,969
Apartment 175m² 3 Beds For SALE In Achrafieh #JF,399999,3,4,175,28,no,2,969
Apartment for sale in Achrafieh,265000,1,2,75,28,no,2,969
Apartment for sale in Mtayleb/ Duplex/ Furnished/ Terrace/ View,775000,3,4,357,24,yes,6,760
Apartment for sale in Biyada/ Spacious/ Furnished,850000,4,5,470,24,yes,6,796
Apartment for sale in Biyada/ Spacious/ Furnished,750000,5,5,500,24,yes,6,796
Apartment for sale in Hbous/ New/ Terrace/ Furnished/ View,480000,3,3,253,24,yes,6,612
Apartment with Terrace for Sale in Mtayleb,510000,4,3,370,24,no,6,760
Apartment 220m² Terrace For SALE In Mansourieh #PH,209999,3,2,220,24,no,6,140
Apartment 270m² For SALE In Achrafieh #JF,679999,3,4,270,28,yes,2,969
Sea View | 240 Sqm | Apartment for Sale in Dbayeh,240000,4,4,240,24,no,6,1230
Investment Opportunity: Brand New Building with 24 Luxury Apartments in Sin El Fil,3300000,,,600,24,no,6,686
Apartment for sale in bsalim,104000,2,2,110,24,yes,6,393
Apartment for sale in tilal ain saade,150000,3,3,150,24,no,6,2055
Apartment for sale in broumana with open seaview,400000,3,4,290,24,no,6,1301
Apartment For Sale In Bir Hassan,450000,3,4,230,28,no,2,642
"Land for Sale in Beit Chlala, Batroun District – Prime Location",2000000,,,42533,27,no,3,1210
Rami 25 First Floor Flat(A),155000,3,2,180,18,no,3,195
Apartment with View for Sale in Bsalim,195000,2,2,125,24,no,6,393
"3,000m2 Land for Sale in Baabdat- Sfayla",450000,,,3000,24,no,6,793
Apartment for sale in Antelias,65000,1,1,65,24,yes,6,829
Apartment for sale in bsalim with payment facilities,165000,2,3,140,24,no,6,393
Apartment for sale in a Newly constructed building,350000,3,3,200,24,no,6,1301
Apartment with terrace and view for sale in broumana,320000,3,4,240,24,no,6,1301
Deluxe Apartment for sale in a new building in broumana,225000,3,4,160,24,no,6,1301
Apartment for sale in Baabda Boutchay,220000,3,3,166,15,no,6,73
Apartment for sale in Boutchay Baabda,220000,3,3,170,15,no,6,73
Land for Sale in Louaizeh | Calm area,1200000,,,1000,15,no,6,1200
Land for Sale in Louaizeh | Panoramic View,1200000,,,1000,15,no,6,1200
Luxurious Apartment with Payments Facilities in Beit El Chaar,500000,3,5,228,24,no,6,175
Apartment for Sale in Bsalim,660000,3,4,320,24,no,6,393
Apartment for sale in a gated community,235000,3,3,170,24,no,6,393
Apartment for sale in Achrafieh,600000,3,3,160,28,no,2,969
Apartment for sale in haret hriek,165000,3,2,180,15,no,6,364
Apartment 200m² For SALE In Bikfaya #GS,309999,3,5,200,24,no,6,647
Apartment 200m² Terrace For SALE In Bikfaya #GS,309999,3,4,200,24,no,6,647
Apartment 550m² Balcony For SALE In Beit Meri #GS,449999,5,6,550,24,no,6,1011
Apartment 205m² Garden For SALE In Bsalim #GS,394999,3,4,205,24,no,6,393
Duplex 400m² Mountain View For SALE In Mansourieh #PH,319999,4,5,400,24,yes,6,140
Duplex For Sale in Bsalim,430000,4,3,280,24,no,6,393
Apartment 140m² Mountain View For SALE In Achrafieh #JF,479999,2,4,140,28,yes,2,969
Relaxed Apartment With A Stunning View For Sale,170000,3,2,150,24,no,6,285
2 Story Residential & Commercial Building For Sale In Jisr El Bacha,390000,8,3,430,24,partly,6,251
Apartment for Sale In Bsalim,260000,3,3,173,24,no,6,393
Duplex for sale in Badaro,820000,4,5,550,28,no,2,577
Apartment for Sale In Bsalim,700000,3,4,300,24,yes,6,393
Apartment for sale in Mtayleb.,275000,3,3,180,24,no,6,760
Second Floor Flat(2),135000,3,3,147,18,no,3,195
First Floor Flat(3),85000,2,2,93,18,no,3,195
Block(C) Second-floor unit with a private rooftop terrace.,155000,3,3,140,18,no,3,631
Block(B) Flat(A) First-floor unit with its own private garden.,140000,3,2,120,18,no,3,631
Block(A)Flat(B) Second-floor unit with a private rooftop terrace.,175000,3,3,165,18,no,3,631
Apartment for salein Kornet Chehwane/ New/ View,270000,3,3,165,24,no,6,684
Apartment for sale in Kornet Chehwane/ Duplex/ View/ New/ terrace,400000,3,1,265,24,no,6,684
Apartment for sale in Kornet Chehwan/ New/ View/ Terrace,270000,3,3,184,24,no,6,684
Apartment for sale in Naccache/ Duplex/ View/ New,275000,3,3,187,24,no,6,1265
Apartment for sale in Achrafieh,2200000,4,4,450,28,no,2,969
Shared Pool and Gym | 200 Sqm | for Sale with Bsalim,250000,3,3,200,24,no,6,393
80 Sqm | Office For Sale in Sin El Fil,160000,,1,80,24,no,6,686
Apartment with View for Sale in Zikrit,150000,2,2,105,24,yes,6,1014
Furnished Three Bedrooms Apartment for Sale,330000,3,3,140,28,no,2,969
Three Bedrooms Apartment for Sale in Achrafieh,240000,3,3,140,28,no,2,969
"Land with Sea, Mountain & City View for Sale in Bsalim",763000,,,1090,24,no,6,393
250 SQM  Amazing Apartment For Sale In kfarhbab In a very Calm Area,475000,3,3,250,32,no,6,617
Duplex for sale in AAtchaneh,210000,4,2,240,24,partly,6,215
Apartment for sale in Jal El Dib/ New/ Nice view,320000,3,3,160,24,no,6,939
Apartment for sale in Naccache/ New,385000,3,3,255,24,no,6,1265
Apartment 100m² 2 Beds For SALE In Ain El Remeneh #JG,104999,2,1,100,15,no,6,909
Balconies | modern  | sea view | brand new,1200000,4,5,380,28,no,2,969
Fully furnished | modern | sunny,400000,3,4,194,28,yes,2,969
Land For Sale in Bentael With Sea and Mountains view,119000,,,1030,30,no,6,1276
Chalet for sale in Byblos/ Amazing Seaview/ Private pool,1800000,3,4,279,30,no,6,1094
Land For Sale in Bentael with Sea and Mountains view,159000,,,1300,30,no,6,1276
Brand New apartment for sale in hadtoun with mountain sea view and terrace,140000,2,2,120,27,yes,3,374
Apartment for sasle in Kfaraabida/ New/ View,208000,3,3,160,27,no,3,774
270 Sqm | 3 Balconies | Apartment For Sale,900000,3,4,270,28,yes,2,969
Duplex for sale in Dbayeh,350000,4,5,200,24,no,6,1230
Apartment for sale in Dbayeh,570000,3,4,270,24,no,6,1230
Under construction Apartment for sale in Dbayeh,500000,4,4,310,24,no,6,1230
Under construction Apartment for sale in Dbayeh,400000,3,3,200,24,no,6,1230
Apartment for sale in Naqqache,185000,2,3,125,24,no,6,1265
Apartment for Sale in Mansourieh,220000,3,3,210,24,no,6,140
Apartment For Sale In Dekwaneh,165000,3,2,131,24,no,6,285
Chalet for sale in Ouyoun el Simane/ View/ Furnished/ jaccuzi,170000,1,2,60,32,yes,6,1125
Land 5000m² For SALE In Mansourieh #PH,3249999,,,5000,24,no,6,140
Apartment For Sale In Dekwaneh,150000,3,2,135,24,no,6,285
Apartment For Sale In Dekwaneh,145000,3,2,191,24,no,6,285
Apartment for sale in Rabieh/ View/ Terrace,515000,4,3,320,24,no,6,723
Luxurious Duplex with Terrace for Sale in Baabdat,1100000,4,7,355,24,no,6,793
Apartment For Sale In Ajaltoun,300000,3,4,330,32,yes,6,543
Apartment with Garden for Sale in Broummana,255000,3,4,182,24,no,6,1302
Apartment for sale in Fanar/ Duplex/ View/ New,280000,3,3,185,24,no,6,66
Apartment for sale in Fanar/ New/ Garden,250000,3,3,174,24,no,6,66
Prime Location Land for Sale in Dbayeh,800000,,,641,24,no,6,1230
Duplex For Sale in Boutchay,300000,4,5,240,15,no,6,73
Apartment for sale in Boutchay,190000,2,3,185,15,no,6,73
Apartment for sale in Fanar/ New/ View,188000,3,2,119,24,no,6,66
Apartment for sale in Broumana/ HOT DEAL/ New/ Terrace,150000,2,2,157,24,no,6,1301
Apartment For Sale In Dekwaneh - New Building,145000,2,2,114,24,no,6,285
3-Bedroom Apartment in a Calm Koura Neighborhood,93000,3,3,185,18,no,3,486
"2 bedrooms apartment with with Scenic Views in Hboub, Jbeil",110000,2,2,110,30,no,6,1058
Duplex 250m² + Terrace 100m² for sale in Dik el Mehdi,290000,4,4,250,24,no,6,212
Apartment with terrace for sale in Dik el Mehdi - New Project -,230000,3,3,150,24,no,6,212
Apartment for sale in Dik el Mehdi - New project -,240000,3,3,170,24,no,6,212
"Payment Facility,Villa For Sale In Laqlouq Jbeil",670000,4,4,273,30,no,6,657
"Payment Facility,Land For Sale In Laqlouq Jbeil",100000,,,2340,30,no,6,657
"Payment Facility,Chalet For Sale In Ras Osta Jbeil",48000,1,2,115,30,no,6,113
"Payment Facility,Duplex For Sale In Laqlouq Jbeil",328000,3,3,150,30,no,6,657
Apartment for sale in Biyada/ Amazing View,750000,3,4,300,24,no,6,796
Apartment for sale in Biyada/ Terrace,750000,3,4,350,24,no,6,796
Apartment 180m² Balcony For SALE In Jouret El Ballout #GS,209999,3,4,180,24,no,6,1304
Chalet for sale in Tilal Al Aassal/ Triplex/ View/ Furnished,425000,4,5,276,32,yes,6,688
Duplex 240m² Terrace For SALE In Mansourieh #PH,204999,4,3,240,24,yes,6,140
Apartment 90m² For SALE In New Rawda #DB,64999,2,2,90,24,no,6,761
Apartment 135m² Terrace For SALE In New Rawda #DB,124999,2,1,135,24,no,6,761
Duplex Apartment for Sale in Bel Horizon Adma,450000,3,5,340,32,yes,6,72
Apartment 100m² Terrace For SALE In Baabdat #GS,159999,2,2,100,24,no,6,793
Apartment 130m² Sea View For SALE In Dekweneh Tower 44 #PH,299999,2,3,130,24,no,6,285
Apartment for sale in Rabweh,480000,3,5,250,24,no,6,905
Apartment in Jal El Dib with sea view for sale,275000,3,3,150,24,yes,6,939
"Mar Moussa Project: 25% DP,3 years installments.",190000,2,3,158,24,no,6,69
Apartment 260m² Garden For SALE In Ouyoun Broumana #GS,449999,4,5,260,24,yes,6,1122
Seaview | 590 Sqm | Shared Pool and Gym,1700000,4,5,590,24,no,6,723
160 Sqm | Shared Gym | Apartment for Sale in Jal el Dib,330000,3,4,160,24,no,6,939
Land for sale in ehmej with mountain view,350000,,,7000,30,no,6,1312
Land for sale in Ehmej with mountain view,26000,,,503,30,no,6,1312
Apartment 160m² 2 Beds For SALE In Downtown #RT,949999,2,3,160,28,yes,2,535
Apartment for sale in Kornet El Hamra/ New/ View,165000,3,3,135,24,no,6,1012
Land 750m² For SALE In Beqaatet Aashkout #YM,76999,,,750,32,no,6,1342
Apartment for Sale in Baabda,560000,4,5,365,15,no,6,545
Apartment for Sale In Boutchay | Terrace,330000,3,3,250,15,no,6,73
Apartment 200m² Balcony For SALE In Broumana #GS,349999,3,4,200,24,no,6,1301
Apartment for sale in Tripoli,100000,2,2,145,17,no,3,525
Apartment for Sale in Ain Aar,315000,3,3,250,24,partly,6,1084
Apartment for sale in Tripoli,190000,4,3,175,17,no,3,89
Apartment for sale in Tripoli,160000,3,2,145,17,no,3,89
Apartment for sale in Tripoli,160000,3,2,145,17,no,3,89
Apartment 320m² Terrace For SALE In Fanar #GS,559999,4,5,320,24,no,6,66
Apartment 150m² Garden For SALE In Ain Saadeh #GS,199999,2,4,150,24,no,6,1337
Apartment 181m² Garden For SALE In Ain Saadeh #GS,274999,3,4,181,24,no,6,1337
Apartment 300m² 3 beds For SALE In Ain Najem,349999,3,3,300,24,no,6,1232
Apartment for sale in Tripoli,190000,4,3,175,17,no,3,89
Apartment for sale in Tripoli,160000,3,2,145,17,no,3,89
Apartment for sale in Tripoli,190000,4,3,175,17,no,3,89
Apartment for sale in Mazraat Yachouh,200000,4,4,170,24,no,6,941
Apartment For Sale In Al Zarif,360000,3,4,175,28,no,2,1267
Apartment for sale in Louaizeh,460000,3,4,220,15,no,6,1200
106 Sqm | Fully Furnished | Apartment For Sale In Achrafieh,265000,2,2,106,28,yes,2,969
Apartment 206m² Garden For SALE In Bsalim #GS,399999,3,4,206,24,no,6,393
Apartment for sale in Batroun/ furnished,175000,3,2,145,27,yes,3,374
Apartment for sale in Kfaraabida/ Amazing view/ Furnished/ Garden,255000,3,3,195,27,yes,3,774
Apartment for sale in Mazraat Yachouh,150000,3,3,130,24,no,6,941
Apartment for sale in Antelias,250000,3,3,230,24,no,6,829
Three Bedrooms Apartment With an Open Sea View for Sale in Achrafieh,750000,3,3,210,28,partly,2,969
Apartment for sale in Naqqache,195000,3,2,170,24,no,6,1265
Apartment for sale in Naqqache,275000,3,3,165,24,no,6,1265
Brand New apartment with terrace for sale in Douar,100000,2,2,125,24,no,6,648
"Beautiful apartment for sale in Douar, 130 sqm",120000,3,2,130,24,no,6,648
Brand new apartment for sale in Douar,110000,2,2,115,24,no,6,648
"Payment Plan | 2 BR For Sale in Douar, 120 sqm",120000,2,2,120,24,no,6,648
Chalet For Sale In Val de Neige Kfardebian,220000,1,2,105,32,yes,6,652
Studio For Sale In Faraya For Airbnb Investors,95000,0,1,55,32,yes,6,688
Apartment for sale in Tripoli,95000,3,2,137,17,no,3,270
Apartment for sale in Achrafieh,400000,3,3,200,28,no,2,969
