id,city,district,province,type,bedrooms,created_at,price_$,latitude,longitude,bathrooms,size_m2
1769,Bentaael,Jbeil,Mount Lebanon,Apartment,4,2025-03-16 14:50:38.350554+00,170000,34.1236,35.6455,5,290
1770,Halat,Jbeil,Mount Lebanon,Chalet,1,2025-03-16 14:50:38.443019+00,155000,34.1236,35.6455,0,32
1771,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:50:38.545468+00,135000,33.9808,35.6856,2,143
1772,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:50:38.642398+00,115000,33.9808,35.6856,2,121
1773,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:50:38.731049+00,100000,33.9808,35.6856,2,128
1774,Rabweh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:38.834967+00,290000,33.9006,35.6178,3,230
1775,Batroun,Batroun,North,House/Villa,1,2025-03-16 14:50:38.927779+00,150000,34.2556,35.6586,0,110
1776,Faytroun,Kesrouane,Mount Lebanon,Chalet,2,2025-03-16 14:50:39.021469+00,190000,33.9808,35.6856,2,110
1777,Fanar,El Metn,Mount Lebanon,Warehouse,2,2025-03-16 14:50:39.115315+00,800000,33.9006,35.6178,0,700
1778,Ghadir,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:39.230062+00,475000,33.9808,35.6856,3,215
1779,Ghadir,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:39.319404+00,450000,33.9808,35.6856,3,215
1780,Zikrit,El Metn,Mount Lebanon,Residential Building,0,2025-03-16 14:50:39.408786+00,1100000,33.9006,35.6178,0,1200
1781,Lehfed,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:39.4956+00,135000,34.1236,35.6455,0,2200
1782,Rabweh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:39.589029+00,300000,33.9006,35.6178,4,230
1783,Zaarour,El Metn,Mount Lebanon,Chalet,2,2025-03-16 14:50:39.674854+00,225000,33.9006,35.6178,2,90
1784,Rabweh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:39.997848+00,400000,33.9006,35.6178,4,350
1785,Achrafieh,Beirut,Beirut,Land,0,2025-03-16 14:50:40.111514+00,1500000,33.8886,35.4955,0,318
1786,Fidar,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:40.211733+00,900000,34.1236,35.6455,0,3000
1787,Adonis,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:40.322614+00,120000,33.9808,35.6856,2,140
1788,Fatqa,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:40.455122+00,18000000,33.9808,35.6856,0,36000
1789,Assia,Batroun,North,House/Villa,4,2025-03-16 14:50:40.550651+00,330000,34.2556,35.6586,2,216
1790,Batroun,Batroun,North,Apartment,3,2025-03-16 14:50:40.656869+00,170000,34.2556,35.6586,3,225
1791,Kfarzebian,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:40.811363+00,400000,33.9808,35.6856,0,550
1792,Blat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:40.964758+00,200000,34.1236,35.6455,3,180
1793,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:41.11262+00,125000,34.1236,35.6455,3,155
1794,Dbayeh,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:50:41.205754+00,130000,33.9006,35.6178,2,100
1795,Hboub,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:41.309999+00,325000,34.1236,35.6455,0,850
1796,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:41.401615+00,185000,33.9808,35.6856,4,150
1797,Fanar,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:41.490067+00,350000,33.9006,35.6178,3,220
1798,Gharzouz,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:41.582207+00,485000,34.1236,35.6455,0,4400
1799,Hsoun,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:41.673749+00,2000000,34.1236,35.6455,0,11200
1800,Bsalim,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:41.763871+00,490000,33.9006,35.6178,3,350
1801,Edde,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:42.107826+00,110000,34.1236,35.6455,2,160
1802,Edde,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:42.198457+00,200000,34.1236,35.6455,3,300
1803,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:50:42.290234+00,675000,33.8886,35.4955,3,190
1804,Kfour,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:50:42.388009+00,900000,33.9808,35.6856,4,300
1805,Kfour,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:42.478783+00,150000,33.9808,35.6856,0,1058
1806,Ballouneh,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:50:42.567236+00,250000,33.9808,35.6856,4,320
1807,Adma,Kesrouane,Mount Lebanon,Residential Building,3,2025-03-16 14:50:42.658215+00,3500000,33.9808,35.6856,5,2500
1808,Monteverde,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:50:42.754298+00,500000,33.9006,35.6178,4,480
1809,Zeitoun,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:42.867002+00,563000,33.9808,35.6856,0,22500
1810,Adma,Kesrouane,Mount Lebanon,Apartment,6,2025-03-16 14:50:42.958343+00,6000000,33.9808,35.6856,8,1100
1811,Achrafieh,Beirut,Beirut,Land,0,2025-03-16 14:50:43.062168+00,5500000,33.8886,35.4955,0,550
1812,chnaniir,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:43.160156+00,350000,33.9808,35.6856,5,330
1813,Tourzaiya,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:43.257708+00,265000,34.1236,35.6455,0,5250
1814,Kornet Chehwan,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:43.353053+00,280000,33.9006,35.6178,3,190
1815,Kornet Chehwan,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:43.487541+00,210000,33.9006,35.6178,3,145
1816,Kornet Chehwan,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:43.582644+00,255000,33.9006,35.6178,3,145
1817,Mtayleb,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:43.717883+00,250000,33.9006,35.6178,2,250
1818,Mechmech,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:43.815907+00,82000,34.1236,35.6455,0,2040
1819,Jbeil,Jbeil,Mount Lebanon,Apartment,4,2025-03-16 14:50:43.92163+00,200000,34.1236,35.6455,4,330
1820,Dhour Choueir,El Metn,Mount Lebanon,Land,0,2025-03-16 14:50:44.017946+00,180000,33.9006,35.6178,0,885
1821,Dhour Choueir,El Metn,Mount Lebanon,Land,0,2025-03-16 14:50:44.120047+00,580000,33.9006,35.6178,0,1280
1822,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:44.23897+00,150000,34.1236,35.6455,3,160
1823,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:50:44.332921+00,575000,33.8886,35.4955,3,240
1824,Ghazir,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:44.442509+00,1500000,33.9808,35.6856,0,1600
1825,Yahchouch,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:44.529197+00,1440000,33.9808,35.6856,0,12000
1826,Jounieh,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:44.637352+00,1650000,33.9808,35.6856,0,1650
1827,Mar Roukoz,El Metn,Mount Lebanon,Land,0,2025-03-16 14:50:44.778204+00,1600000,33.9006,35.6178,0,1013
1828,Ain Saadeh,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:50:44.92296+00,320000,33.9006,35.6178,4,320
1829,Zalka,El Metn,Mount Lebanon,Office,2,2025-03-16 14:50:45.023666+00,350000,33.9006,35.6178,0,180
1830,chnaniir,Kesrouane,Mount Lebanon,House/Villa,9,2025-03-16 14:50:45.126477+00,850000,33.9808,35.6856,8,642
1831,Barbara,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:45.256329+00,16000000,34.1236,35.6455,0,121000
1832,Aamchit,Jbeil,Mount Lebanon,Residential Building,33,2025-03-16 14:50:45.351708+00,2000000,34.1236,35.6455,9,5000
1833,Mejdel,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:45.434424+00,210000,34.1236,35.6455,0,3491
1834,Ghazir,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:45.587923+00,950000,33.9808,35.6856,0,772
1835,Aamchit,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:50:45.678695+00,160000,34.1236,35.6455,3,150
1836,Badaro,Beirut,Beirut,Apartment,2,2025-03-16 14:50:45.857557+00,265000,33.8886,35.4955,2,155
1837,Jouret Al Ballout,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:45.948689+00,200000,33.9006,35.6178,3,150
1838,Dlebta,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:46.040087+00,550000,33.9808,35.6856,2,880
1839,Mkalles,El Metn,Mount Lebanon,Shop,1,2025-03-16 14:50:46.129128+00,800000,33.9006,35.6178,0,240
1840,Furn El Chebbak,Baabda,Mount Lebanon,Shop,1,2025-03-16 14:50:46.221331+00,300000,33.8333,35.5442,0,200
1841,Sad El Baouchriye,El Metn,Mount Lebanon,Land,0,2025-03-16 14:50:46.322394+00,1000000,33.9006,35.6178,0,551
1842,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:46.423911+00,270000,34.1236,35.6455,0,1800
1843,Faytroun,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:46.590299+00,175000,33.9808,35.6856,3,150
1844,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:46.713256+00,290000,33.9808,35.6856,4,200
1845,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:46.805869+00,320000,33.9808,35.6856,4,208
1846,Dbayeh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:50:47.026517+00,3000000,33.9006,35.6178,0,980
1847,Jbeil,Jbeil,Mount Lebanon,Shop,1,2025-03-16 14:50:47.177173+00,550000,34.1236,35.6455,0,200
1848,Mtayleb,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:50:47.279164+00,700000,33.9006,35.6178,4,350
1849,Nahr Ibrahim,Jbeil,Mount Lebanon,House/Villa,6,2025-03-16 14:50:47.376625+00,1500000,34.1236,35.6455,6,2270
1850,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:50:47.475754+00,485000,33.9808,35.6856,5,417
1851,Bouar,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:47.56896+00,120000,33.9808,35.6856,3,140
1852,Edde,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:47.714235+00,175000,34.1236,35.6455,0,816
1853,Tabarja,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:50:47.819895+00,125000,33.9808,35.6856,2,110
1854,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:47.920873+00,290000,33.9808,35.6856,4,235
1855,Sahel Alma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:48.018777+00,300000,33.9808,35.6856,4,210
1856,Beit Hebak,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:48.113718+00,150000,34.1236,35.6455,0,1200
1857,Jbeil,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:48.216412+00,165000,34.1236,35.6455,3,185
1858,Achkout,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:48.671671+00,200000,33.9808,35.6856,0,1250
1859,Sad El Baouchriye,El Metn,Mount Lebanon,Factory,3,2025-03-16 14:50:48.764623+00,220000,33.9006,35.6178,0,350
1860,Bouar,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:48.9096+00,170000,33.9808,35.6856,4,166
1861,Laqlouq,Jbeil,Mount Lebanon,Chalet,2,2025-03-16 14:50:49.011213+00,200000,34.1236,35.6455,2,110
1862,Qartaboun,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:50:49.112282+00,100000,34.1236,35.6455,2,107
1863,Ain Saadeh,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:50:49.258779+00,500000,33.9006,35.6178,4,200
1864,Ain Saadeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:49.354713+00,330000,33.9006,35.6178,4,160
1865,Aamchit,Jbeil,Mount Lebanon,House/Villa,4,2025-03-16 14:50:49.48563+00,1700000,34.1236,35.6455,4,300
1866,Aamchit,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:49.587335+00,250000,34.1236,35.6455,0,500
1867,Hboub,Jbeil,Mount Lebanon,Warehouse,0,2025-03-16 14:50:49.680865+00,130000,34.1236,35.6455,0,340
1868,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:49.781258+00,325000,34.1236,35.6455,3,310
1869,Bouar,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:49.876318+00,900000,33.9808,35.6856,0,833
1870,Ghazir,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:49.991059+00,75000,33.9808,35.6856,0,791
1871,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:50.088909+00,200000,34.1236,35.6455,0,2070
1872,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:50.178192+00,200000,34.1236,35.6455,3,200
1873,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:50.288358+00,250000,34.1236,35.6455,3,212
1874,Blat,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:50:50.373854+00,132000,34.1236,35.6455,2,125
1875,Rabweh,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:50:50.471424+00,325000,33.9006,35.6178,3,240
1876,Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:50.569806+00,200000,33.9006,35.6178,2,150
1877,Down Town,Beirut,Beirut,Apartment,3,2025-03-16 14:50:50.662127+00,1200000,33.8886,35.4955,4,230
1878,Jbeil,Jbeil,Mount Lebanon,Commercial Building,0,2025-03-16 14:50:50.755065+00,400000,34.1236,35.6455,0,450
1879,Berbara,Batroun,North,Land,0,2025-03-16 14:50:50.856175+00,300000,34.2556,35.6586,0,1200
1880,Achrafieh,Beirut,Beirut,Office,3,2025-03-16 14:50:50.948817+00,600000,33.8886,35.4955,0,220
1881,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:51.038188+00,200000,33.9808,35.6856,3,180
1882,Hboub,Jbeil,Mount Lebanon,House/Villa,5,2025-03-16 14:50:51.134424+00,1500000,34.1236,35.6455,6,900
1883,Gherfine,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:51.219067+00,140000,34.1236,35.6455,3,210
1884,Kfour,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:51.309382+00,825000,33.9808,35.6856,0,1650
1885,Ghazir,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:51.40133+00,1100000,33.9808,35.6856,0,1360
1886,Sahel Alma,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:51.500556+00,1800000,33.9808,35.6856,0,1022
1887,Raachine,Kesrouane,Mount Lebanon,House/Villa,4,2025-03-16 14:50:51.59037+00,300000,33.9808,35.6856,4,175
1888,Naas,El Metn,Mount Lebanon,Land,0,2025-03-16 14:50:51.680093+00,916000,33.9006,35.6178,0,2156
1889,Baabdat,El Metn,Mount Lebanon,Land,0,2025-03-16 14:50:51.797724+00,767000,33.9006,35.6178,0,1180
1890,Broumana,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:50:51.901878+00,450000,33.9006,35.6178,4,450
1891,Mtayleb,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:51.992553+00,900000,33.9006,35.6178,4,450
1892,Yarzeh,Baabda,Mount Lebanon,Land,0,2025-03-16 14:50:52.088172+00,1475000,33.8333,35.5442,0,1700
1893,Ehmej,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:52.188074+00,285000,34.1236,35.6455,0,2835
1894,Clemenceau,Beirut,Beirut,Apartment,5,2025-03-16 14:50:52.338379+00,3200000,33.8886,35.4955,6,900
1895,Mtein,El Metn,Mount Lebanon,Land,0,2025-03-16 14:50:52.449644+00,210000,33.9006,35.6178,0,3450
1896,Ajaltoun,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:52.54109+00,1650000,33.9808,35.6856,0,3839
1897,Jounieh,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:50:52.629605+00,160000,33.9808,35.6856,0,140
1898,Baabda,Baabda,Mount Lebanon,Apartment,4,2025-03-16 14:50:52.736217+00,665000,33.8333,35.5442,4,340
1899,Nahr Ibrahim,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:52.826111+00,3050000,34.1236,35.6455,0,6100
1900,Achrafieh,Beirut,Beirut,Apartment,4,2025-03-16 14:50:52.910798+00,1800000,33.8886,35.4955,5,460
1901,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:50:53.002816+00,400000,33.8886,35.4955,4,190
1902,Mastita,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:53.117887+00,180000,34.1236,35.6455,0,903
1903,Achrafieh,Beirut,Beirut,Office,2,2025-03-16 14:50:53.212686+00,800000,33.8886,35.4955,0,140
1904,Broumana,El Metn,Mount Lebanon,Apartment,5,2025-03-16 14:50:53.305753+00,410000,33.9006,35.6178,5,450
1905,Achrafieh,Beirut,Beirut,Office,3,2025-03-16 14:50:53.396305+00,975000,33.8886,35.4955,0,420
1906,Jbeil,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:50:53.487377+00,130000,34.1236,35.6455,2,101
1907,Anfe,Koura,North,Land,0,2025-03-16 14:50:53.59831+00,190000,34.3294,35.7931,0,1030
1908,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:53.709366+00,135000,34.1236,35.6455,3,150
1909,Al Jamhour,Baabda,Mount Lebanon,Land,0,2025-03-16 14:50:53.798424+00,295000,33.8333,35.5442,0,1095
1910,Jbeil,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:53.884019+00,285000,34.1236,35.6455,4,230
1911,Jbeil,Jbeil,Mount Lebanon,Residential Building,0,2025-03-16 14:50:53.983366+00,950000,34.1236,35.6455,0,1100
1912,okaybe,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:54.075489+00,880000,33.9808,35.6856,0,712
1913,Blat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:54.160061+00,155000,34.1236,35.6455,2,160
1914,Wata El Joz,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:54.25081+00,2549000,33.9808,35.6856,0,25484
1915,Bkerke,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:54.340175+00,500000,33.9808,35.6856,3,235
1916,Sahel Alma,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:54.446472+00,5000000,33.9808,35.6856,0,1569
1917,Jbeil,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:50:54.640688+00,330000,34.1236,35.6455,4,430
1918,bakish,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:54.742097+00,200000,33.9808,35.6856,0,1000
1919,Jbeil,Jbeil,Mount Lebanon,Shop,2,2025-03-16 14:50:54.829209+00,750000,34.1236,35.6455,0,246
1920,Monsef,Jbeil,Mount Lebanon,Chalet,1,2025-03-16 14:50:55.02597+00,180000,34.1236,35.6455,0,65
1921,Jbeil,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:50:55.122801+00,180000,34.1236,35.6455,4,170
1922,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:50:55.229208+00,400000,33.8886,35.4955,3,210
1923,Jbeil,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:50:55.321264+00,165000,34.1236,35.6455,2,125
1924,Maaysra,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:55.508499+00,75000,33.9808,35.6856,0,1350
1925,Kfarzebian,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:55.643095+00,185000,33.9808,35.6856,0,1315
1926,Fidar,Jbeil,Mount Lebanon,Chalet,2,2025-03-16 14:50:55.778638+00,150000,34.1236,35.6455,2,100
1927,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:50:55.876984+00,350000,33.8886,35.4955,3,145
1928,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:50:55.970331+00,500000,33.8886,35.4955,3,270
1929,Mkalles,El Metn,Mount Lebanon,Factory,5,2025-03-16 14:50:56.070424+00,3500000,33.9006,35.6178,0,3000
1930,Jbeil,Jbeil,Mount Lebanon,House/Villa,4,2025-03-16 14:50:56.228617+00,10000000,34.1236,35.6455,4,650
1931,Blat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:56.328166+00,338000,34.1236,35.6455,0,614
1932,Aannaya,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:56.441349+00,130000,34.1236,35.6455,0,890
1933,Blat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:50:56.603961+00,250000,34.1236,35.6455,0,940
1934,Sahel Alma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:56.866778+00,400000,33.9808,35.6856,5,380
1935,Broumana,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:57.054579+00,275000,33.9006,35.6178,2,230
1936,Jbeil,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:50:57.579546+00,155000,34.1236,35.6455,2,170
1937,Dekweneh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:50:58.447459+00,180000,33.9006,35.6178,0,85
1938,Aamchit,Jbeil,Mount Lebanon,Residential Building,0,2025-03-16 14:50:58.643184+00,600000,34.1236,35.6455,0,850
1939,Jal el Dib,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:50:58.811345+00,250000,33.9006,35.6178,3,260
1940,Sin El Fil,El Metn,Mount Lebanon,Office,2,2025-03-16 14:50:58.976606+00,450000,33.9006,35.6178,0,225
1941,Achrafieh,Beirut,Beirut,Apartment,4,2025-03-16 14:50:59.1167+00,800000,33.8886,35.4955,3,470
1942,Ras Beirut,Beirut,Beirut,Apartment,3,2025-03-16 14:50:59.260278+00,500000,33.8886,35.4955,3,255
1943,Baabda,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:50:59.400603+00,650000,33.8333,35.5442,4,270
1944,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:50:59.541165+00,220000,33.9808,35.6856,3,180
1945,chnaniir,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:50:59.776899+00,650000,33.9808,35.6856,0,1040
1946,Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:50:59.923453+00,93000,34.1236,35.6455,1,90
1947,Aamchit,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:00.081085+00,250000,34.1236,35.6455,0,965
1948,Achrafieh,Beirut,Beirut,Apartment,4,2025-03-16 14:51:00.250414+00,1250000,33.8886,35.4955,4,420
1949,Bejje,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:00.405988+00,400000,34.1236,35.6455,0,7300
1950,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:00.533478+00,370000,34.1236,35.6455,0,1235
1951,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:51:00.638516+00,425000,33.8886,35.4955,2,140
1952,Kfarzebian,Kesrouane,Mount Lebanon,House/Villa,5,2025-03-16 14:51:00.747847+00,425000,33.9808,35.6856,5,822
1953,Mansourieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:00.846817+00,380000,33.9006,35.6178,5,300
1954,Bejje,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:00.93163+00,119000,34.1236,35.6455,0,1976
1955,Batroun,Batroun,North,Apartment,2,2025-03-16 14:51:01.027749+00,200000,34.2556,35.6586,2,168
1956,Douar,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:01.118444+00,150000,33.9006,35.6178,3,120
1957,Douar,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:01.208538+00,200000,33.9006,35.6178,3,150
1958,Jdeideh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:01.295072+00,300000,33.9006,35.6178,3,240
1959,Naccache,El Metn,Mount Lebanon,Residential Building,0,2025-03-16 14:51:01.38209+00,499000,33.9006,35.6178,0,510
1960,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:01.503257+00,140000,34.1236,35.6455,3,180
1961,Jbeil,Jbeil,Mount Lebanon,Warehouse,1,2025-03-16 14:51:01.61162+00,300000,34.1236,35.6455,0,460
1962,Fidar,Jbeil,Mount Lebanon,House/Villa,5,2025-03-16 14:51:01.718971+00,1500000,34.1236,35.6455,7,900
1963,Blat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:01.843069+00,220000,34.1236,35.6455,4,300
1964,Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:01.946131+00,135000,34.1236,35.6455,3,170
1965,Baabdat,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:02.049805+00,750000,33.9006,35.6178,0,3745
1966,Safra,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:02.142899+00,110000,33.9808,35.6856,2,150
1967,Bouar,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:02.254154+00,300000,33.9808,35.6856,0,720
1968,Ghosta,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:02.383149+00,105000,33.9808,35.6856,2,165
1969,Ghosta,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:02.488616+00,150000,33.9808,35.6856,3,170
1970,Rihaniyeh,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:51:02.591578+00,850000,33.8333,35.5442,4,340
1971,Kaakour,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:02.697796+00,350000,33.9006,35.6178,0,2200
1972,Kfarzebian,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:02.814342+00,600000,33.9808,35.6856,0,600
1973,Achrafieh,Beirut,Beirut,Land,0,2025-03-16 14:51:02.91419+00,25500000,33.8886,35.4955,0,5135
1974,Achrafieh,Beirut,Beirut,Land,0,2025-03-16 14:51:03.015097+00,1400000,33.8886,35.4955,0,258
1975,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:03.130045+00,120000,34.1236,35.6455,3,95
1976,Sahel Alma,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:51:03.226068+00,427000,33.9808,35.6856,6,285
1977,Sahel Alma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:03.337524+00,575000,33.9808,35.6856,5,360
1978,Sahel Alma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:03.446751+00,375000,33.9808,35.6856,4,220
1979,Zikrit,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:03.5624+00,110000,33.9006,35.6178,2,125
1980,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:03.665212+00,110000,33.9808,35.6856,1,128
