City,District,Province,Type,Size m²,Bedrooms,Bathrooms,Price $,Latitude,Longitude
Jbeil,Jbeil,Mount Lebanon,Apartment,174,3,3,185000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,Land,4050,0,0,1415000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Land,1688,0,0,410000,34.1236,35.6455
Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,225,1,0,350000,33.9808,35.6856
Ajaltoun,Kesrouane,Mount Lebanon,Land,1155,0,0,375000,33.9808,35.6856
Baabda,Baabda,Mount Lebanon,Apartment,500,4,6,1700000,33.8333,35.5442
Mechmech,Jbeil,Mount Lebanon,Land,1764,0,0,120000,34.1236,35.6455
Dlebta,Kesrouane,Mount Lebanon,Land,652,0,0,150000,33.9808,35.6856
Haqel,Jbeil,Mount Lebanon,Land,51900,0,0,2080000,34.1236,35.6455
Fidar,Jbeil,Mount Lebanon,Land,1064,0,0,595000,34.1236,35.6455
Fidar,Jbeil,Mount Lebanon,Land,1201,0,0,430000,34.1236,35.6455
Fidar,Jbeil,Mount Lebanon,Land,1344,0,0,483000,34.1236,35.6455
Beit El Kikko,El Metn,Mount Lebanon,Apartment,125,2,2,129000,33.9006,35.6178
Baabdat,El Metn,Mount Lebanon,Land,1565,0,0,547500,33.9006,35.6178
Baabdat,El Metn,Mount Lebanon,Land,1570,0,0,549500,33.9006,35.6178
Baabdat,El Metn,Mount Lebanon,Land,3135,0,0,1100000,33.9006,35.6178
Baabdat,El Metn,Mount Lebanon,Apartment,270,3,3,280000,33.9006,35.6178
Baabdat,El Metn,Mount Lebanon,House/Villa,650,4,5,1800000,33.9006,35.6178
Batroun,Batroun,North,Land,510,0,0,415000,34.2556,35.6586
Dbayeh,El Metn,Mount Lebanon,Office,125,0,0,480000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Land,3740,0,0,375000,34.1236,35.6455
Hosrayel,Jbeil,Mount Lebanon,Apartment,120,3,3,120000,34.1236,35.6455
Monteverde,El Metn,Mount Lebanon,Apartment,180,3,4,380000,33.9006,35.6178
Adma,Kesrouane,Mount Lebanon,Apartment,180,3,3,320000,33.9808,35.6856
Raachine,Kesrouane,Mount Lebanon,Land,1280,0,0,200000,33.9808,35.6856
Ghine,Kesrouane,Mount Lebanon,Land,875,0,0,140000,33.9808,35.6856
Batroun,Batroun,North,Land,1826,0,0,800000,34.2556,35.6586
Batroun,Batroun,North,Land,1261,0,0,280000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Apartment,105,2,3,315000,33.8886,35.4955
Bouchrieh,El Metn,Mount Lebanon,Land,1208,0,0,4000000,33.9006,35.6178
Laqlouq,Jbeil,Mount Lebanon,Land,2700,0,0,191000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Land,1450,0,0,500000,34.1236,35.6455
Shayle,Kesrouane,Mount Lebanon,Apartment,185,3,3,250000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Apartment,327,3,4,700000,33.9808,35.6856
Edde,Jbeil,Mount Lebanon,Shop,300,1,0,300000,34.1236,35.6455
Edde,Jbeil,Mount Lebanon,Land,2000,0,0,500000,34.1236,35.6455
Sin El Fil,El Metn,Mount Lebanon,Land,2130,0,0,4260000,33.9006,35.6178
Hboub,Jbeil,Mount Lebanon,Apartment,150,3,2,155000,34.1236,35.6455
Hazmieh,Baabda,Mount Lebanon,Land,1150,0,0,1725000,33.8333,35.5442
Hazmieh,Baabda,Mount Lebanon,Land,1000,0,0,1500000,33.8333,35.5442
Hazmieh,Baabda,Mount Lebanon,Land,1000,0,0,1500000,33.8333,35.5442
Yarzeh,Baabda,Mount Lebanon,Land,1417,0,0,2125500,33.8333,35.5442
Ras Beirut,Beirut,Beirut,Apartment,350,4,4,650000,33.8886,35.4955
Faytroun,Kesrouane,Mount Lebanon,Chalet,110,2,2,225000,33.9808,35.6856
Beit Meri,El Metn,Mount Lebanon,Apartment,180,3,3,277000,33.9006,35.6178
Beit Meri,El Metn,Mount Lebanon,Apartment,220,3,3,300000,33.9006,35.6178
Ras Beirut,Beirut,Beirut,Apartment,340,3,3,800000,33.8886,35.4955
Laqlouq,Jbeil,Mount Lebanon,Land,900,0,0,115000,34.1236,35.6455
Ghine,Kesrouane,Mount Lebanon,Land,817,0,0,140000,33.9808,35.6856
Rabieh,El Metn,Mount Lebanon,Apartment,1200,5,8,2400000,33.9006,35.6178
Aamchit,Jbeil,Mount Lebanon,Office,93,1,0,93000,34.1236,35.6455
Mansourieh,El Metn,Mount Lebanon,Office,180,1,0,185000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Office,255,1,0,285000,33.9006,35.6178
Jal el Dib,El Metn,Mount Lebanon,Office,90,1,0,145000,33.9006,35.6178
Laqlouq,Jbeil,Mount Lebanon,House/Villa,250,3,3,375000,34.1236,35.6455
Jaj,Jbeil,Mount Lebanon,Land,11620,0,0,290000,34.1236,35.6455
Fakra,Kesrouane,Mount Lebanon,Chalet,70,1,1,195000,33.9808,35.6856
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,250,3,4,270000,33.9006,35.6178
Shayle,Kesrouane,Mount Lebanon,Apartment,214,3,3,200000,33.9808,35.6856
Jnah,Beirut,Beirut,Apartment,350,4,4,2000000,33.8886,35.4955
Hboub,Jbeil,Mount Lebanon,Apartment,105,2,2,95000,34.1236,35.6455
Bouchrieh,El Metn,Mount Lebanon,Factory,300,1,0,340000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Apartment,200,3,3,230000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Apartment,80,1,1,140000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Apartment,400,4,4,500000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Apartment,200,3,3,250000,33.9006,35.6178
Kaslik,Kesrouane,Mount Lebanon,Apartment,300,4,3,600000,33.9808,35.6856
Halat,Jbeil,Mount Lebanon,Apartment,110,2,2,100000,34.1236,35.6455
Jeita,Kesrouane,Mount Lebanon,House/Villa,2000,3,3,3500000,33.9808,35.6856
Haret Sakher,Kesrouane,Mount Lebanon,Warehouse,165,1,0,80000,33.9808,35.6856
Ghosta,Kesrouane,Mount Lebanon,Land,840,0,0,300000,33.9808,35.6856
Nahr El Mot,El Metn,Mount Lebanon,Warehouse,210,0,0,120000,33.9006,35.6178
Klayaat,Kesrouane,Mount Lebanon,Apartment,165,3,3,95000,33.9808,35.6856
Ras Beirut,Beirut,Beirut,Apartment,215,3,2,500000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Shop,217,1,0,270000,33.8886,35.4955
Baabdat,El Metn,Mount Lebanon,House/Villa,650,4,3,1200000,33.9006,35.6178
Mechmech,Jbeil,Mount Lebanon,Land,11000,0,0,500000,34.1236,35.6455
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,225,4,4,280000,33.9006,35.6178
Blat,Jbeil,Mount Lebanon,Apartment,300,4,4,170000,34.1236,35.6455
Mar Takla,Baabda,Mount Lebanon,Apartment,120,1,2,128000,33.8333,35.5442
Adonis,Kesrouane,Mount Lebanon,Office,100,1,0,120000,33.9808,35.6856
Qartaboun,Jbeil,Mount Lebanon,Apartment,148,3,3,150000,34.1236,35.6455
Braij,Jbeil,Mount Lebanon,Apartment,115,2,2,100000,34.1236,35.6455
Baabdat,El Metn,Mount Lebanon,Apartment,320,3,6,425000,33.9006,35.6178
Blat,Jbeil,Mount Lebanon,Apartment,140,3,3,125000,34.1236,35.6455
Beit Meri,El Metn,Mount Lebanon,Land,790,0,0,950000,33.9006,35.6178
Aamchit,Jbeil,Mount Lebanon,Land,680,0,0,170000,34.1236,35.6455
Jounieh,Kesrouane,Mount Lebanon,Office,65,1,0,130000,33.9808,35.6856
Yarzeh,Baabda,Mount Lebanon,Land,962,0,0,850000,33.8333,35.5442
Ras Beirut,Beirut,Beirut,Shop,400,1,0,2500000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Office,110,1,0,380000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Office,140,1,0,420000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Office,221,1,0,697000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Office,96,1,0,270000,33.8886,35.4955
Yarzeh,Baabda,Mount Lebanon,Land,1078,0,0,1000000,33.8333,35.5442
Hboub,Jbeil,Mount Lebanon,Apartment,210,3,3,200000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Land,1220,0,0,450000,34.1236,35.6455
Ras Beirut,Beirut,Beirut,Land,1930,0,0,1000000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,120,2,2,480000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Apartment,280,3,3,500000,33.8886,35.4955
Hrajel,Kesrouane,Mount Lebanon,Chalet,125,2,2,70000,33.9808,35.6856
Kfour,Kesrouane,Mount Lebanon,House/Villa,250,3,3,280000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,94,2,2,275000,33.8886,35.4955
Jdayel,Jbeil,Mount Lebanon,Apartment,125,3,2,100000,34.1236,35.6455
Jal el Dib,El Metn,Mount Lebanon,Shop,1600,0,0,3000000,33.9006,35.6178
Ras Beirut,Beirut,Beirut,Apartment,140,3,2,240000,33.8886,35.4955
Aatchane,El Metn,Mount Lebanon,Apartment,266,4,5,580000,33.9006,35.6178
Klayaat,Kesrouane,Mount Lebanon,Apartment,300,3,4,250000,33.9808,35.6856
Ehmej,Jbeil,Mount Lebanon,Land,2270,0,0,300000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Shop,500,1,0,980000,33.8886,35.4955
Adma,Kesrouane,Mount Lebanon,Apartment,300,4,4,420000,33.9808,35.6856
Antelias,El Metn,Mount Lebanon,Apartment,100,2,2,160000,33.9006,35.6178
Kfar Aabida,Batroun,North,Apartment,112,2,2,135000,34.2556,35.6586
Jeita,Kesrouane,Mount Lebanon,Land,1169,0,0,275000,33.9808,35.6856
Mar Takla,Baabda,Mount Lebanon,Shop,100,1,0,440000,33.8333,35.5442
Mtayleb,El Metn,Mount Lebanon,Land,900,0,0,1100000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Residential Building,408,12,6,4000000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Office,125,1,0,410000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,277,4,3,650000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Shop,33,0,0,160000,33.8886,35.4955
Jouret Al Ballout,El Metn,Mount Lebanon,Land,2643,0,0,1050000,33.9006,35.6178
Aamchit,Jbeil,Mount Lebanon,Land,960,0,0,450000,34.1236,35.6455
Zalka,El Metn,Mount Lebanon,Office,320,2,0,570000,33.9006,35.6178
Yarzeh,Baabda,Mount Lebanon,Apartment,215,3,5,700000,33.8333,35.5442
Hboub,Jbeil,Mount Lebanon,Land,1230,0,0,330000,34.1236,35.6455
Mansourieh,El Metn,Mount Lebanon,Apartment,400,3,4,269000,33.9006,35.6178
Zaarour,El Metn,Mount Lebanon,Land,1300,0,0,150000,33.9006,35.6178
Jouret Al Ballout,El Metn,Mount Lebanon,Apartment,127,3,3,135000,33.9006,35.6178
Jouret Al Ballout,El Metn,Mount Lebanon,Apartment,120,2,2,215000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Apartment,208,3,4,250000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,Apartment,265,3,4,275000,34.1236,35.6455
Qartaboun,Jbeil,Mount Lebanon,Warehouse,100,0,0,110000,34.1236,35.6455
Dekweneh,El Metn,Mount Lebanon,Apartment,200,3,3,280000,33.9006,35.6178
Jounieh,Kesrouane,Mount Lebanon,Apartment,165,3,2,125000,33.9808,35.6856
Naccache,El Metn,Mount Lebanon,Warehouse,600,0,0,400000,33.9006,35.6178
Jeita,Kesrouane,Mount Lebanon,House/Villa,1100,5,5,750000,33.9808,35.6856
Bentaael,Jbeil,Mount Lebanon,Land,7200,0,0,650000,34.1236,35.6455
Zaarour,El Metn,Mount Lebanon,Land,876,0,0,130000,33.9006,35.6178
Zaarour,El Metn,Mount Lebanon,Land,671,0,0,135000,33.9006,35.6178
Zaarour,El Metn,Mount Lebanon,Land,700,0,0,140000,33.9006,35.6178
Antelias,El Metn,Mount Lebanon,Apartment,175,3,3,250000,33.9006,35.6178
Bsalim,El Metn,Mount Lebanon,Land,800,0,0,650000,33.9006,35.6178
Jdayel,Jbeil,Mount Lebanon,House/Villa,450,5,6,950000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,150,3,3,330000,33.8886,35.4955
Batroun,Batroun,North,Land,512,0,0,74000,34.2556,35.6586
Zalka,El Metn,Mount Lebanon,Office,450,2,0,320000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Apartment,135,3,2,120000,34.1236,35.6455
Zalka,El Metn,Mount Lebanon,Office,75,2,0,180000,33.9006,35.6178
Zalka,El Metn,Mount Lebanon,Office,37,1,0,90000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,224,3,4,900000,33.8886,35.4955
Naccache,El Metn,Mount Lebanon,Warehouse,400,1,0,240000,33.9006,35.6178
Blat,Jbeil,Mount Lebanon,Land,750,0,0,300000,34.1236,35.6455
Edde,Jbeil,Mount Lebanon,Land,1400,0,0,252000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,Apartment,220,2,3,185000,34.1236,35.6455
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,1000,5,4,300000,34.1236,35.6455
Jal el Dib,El Metn,Mount Lebanon,Apartment,230,4,5,220000,33.9006,35.6178
Wata El Joz,Kesrouane,Mount Lebanon,Land,67450,0,0,2698000,33.9808,35.6856
Wata El Joz,Kesrouane,Mount Lebanon,Land,15515,0,0,620600,33.9808,35.6856
Wata El Joz,Kesrouane,Mount Lebanon,Land,1200,0,0,48000,33.9808,35.6856
Mayrouba,Kesrouane,Mount Lebanon,Land,14350,0,0,717500,33.9808,35.6856
Mayrouba,Kesrouane,Mount Lebanon,Land,7221,0,0,361050,33.9808,35.6856
Tannourine,Batroun,North,Land,894,0,0,89400,34.2556,35.6586
Nahr Ibrahim,Jbeil,Mount Lebanon,Land,1000,0,0,150000,34.1236,35.6455
Kfifane,Batroun,North,Land,16497,0,0,825000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Apartment,210,3,4,700000,33.8886,35.4955
Batroun,Batroun,North,House/Villa,198,2,1,1100000,34.2556,35.6586
Bentaael,Jbeil,Mount Lebanon,Land,3775,0,0,611000,34.1236,35.6455
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,145,3,3,160000,33.9808,35.6856
Basbina,Batroun,North,Apartment,120,2,2,150000,34.2556,35.6586
Batroun,Batroun,North,Land,650,0,0,260000,34.2556,35.6586
chnaniir,Kesrouane,Mount Lebanon,Land,2400,0,0,1440000,33.9808,35.6856
Bentaael,Jbeil,Mount Lebanon,Land,4525,0,0,611000,34.1236,35.6455
Kfar Aabida,Batroun,North,Shop,30,1,0,80000,34.2556,35.6586
Fiyadiye,Baabda,Mount Lebanon,Land,630,0,0,900000,33.8333,35.5442
Basbina,Batroun,North,Apartment,120,2,2,120000,34.2556,35.6586
Basbina,Batroun,North,Apartment,121,2,2,125000,34.2556,35.6586
Basbina,Batroun,North,Apartment,136,3,3,135000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Apartment,270,3,4,475000,33.8886,35.4955
Faytroun,Kesrouane,Mount Lebanon,Residential Building,1000,0,0,650000,33.9808,35.6856
Faytroun,Kesrouane,Mount Lebanon,Land,933,0,0,250000,33.9808,35.6856
Antelias,El Metn,Mount Lebanon,Shop,220,1,0,280000,33.9006,35.6178
Beit Meri,El Metn,Mount Lebanon,House/Villa,1274,5,5,4300000,33.9006,35.6178
Adma,Kesrouane,Mount Lebanon,Apartment,320,3,4,500000,33.9808,35.6856
Gherfine,Jbeil,Mount Lebanon,Apartment,160,3,3,275000,34.1236,35.6455
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,208,3,4,370000,33.9808,35.6856
Ehmej,Jbeil,Mount Lebanon,Land,2222,0,0,165000,34.1236,35.6455
chnaniir,Kesrouane,Mount Lebanon,Land,2500,0,0,1500000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,252,3,5,600000,33.9808,35.6856
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,250,3,2,375000,33.9808,35.6856
Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,121,2,0,350000,33.9808,35.6856
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,163,3,3,125000,33.9808,35.6856
Halat,Jbeil,Mount Lebanon,Residential Building,1000,0,0,300000,34.1236,35.6455
Bouchrieh,El Metn,Mount Lebanon,Warehouse,400,0,0,260000,33.9006,35.6178
Batroun,Batroun,North,House/Villa,220,4,4,1000000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Apartment,170,3,3,440000,33.8886,35.4955
Antelias,El Metn,Mount Lebanon,Office,100,1,0,450000,33.9006,35.6178
Barbara,Jbeil,Mount Lebanon,Land,1572,0,0,425000,34.1236,35.6455
Jaj,Jbeil,Mount Lebanon,Land,4000,0,0,200000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,220,2,3,750000,33.8886,35.4955
Sarba,Kesrouane,Mount Lebanon,Warehouse,250,0,0,180000,33.9808,35.6856
Laqlouq,Jbeil,Mount Lebanon,Land,4860,0,0,240000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,250,4,3,425000,33.8886,35.4955
Fanar,El Metn,Mount Lebanon,Apartment,250,3,3,350000,33.9006,35.6178
Dbayeh,El Metn,Mount Lebanon,Apartment,465,4,7,2500000,33.9006,35.6178
Laqlouq,Jbeil,Mount Lebanon,Land,2000,0,0,180000,34.1236,35.6455
Monsef,Jbeil,Mount Lebanon,Land,1080,0,0,270000,34.1236,35.6455
Adma,Kesrouane,Mount Lebanon,Apartment,170,3,3,135000,33.9808,35.6856
Batroun,Batroun,North,Land,900,0,0,66000,34.2556,35.6586
Batroun,Batroun,North,Apartment,150,3,2,120000,34.2556,35.6586
Basbina,Batroun,North,Office,160,3,0,145000,34.2556,35.6586
Khenchara,El Metn,Mount Lebanon,Land,370,0,0,395000,33.9006,35.6178
Blat,Jbeil,Mount Lebanon,Residential Building,5000,0,0,3000000,34.1236,35.6455
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,220,3,4,320000,33.9808,35.6856
Baabdat,El Metn,Mount Lebanon,Apartment,330,3,4,475000,33.9006,35.6178
Ehmej,Jbeil,Mount Lebanon,Land,2118,0,0,375000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,Apartment,425,4,4,350000,34.1236,35.6455
Laqlouq,Jbeil,Mount Lebanon,Chalet,72,1,1,125000,34.1236,35.6455
Aoukar,El Metn,Mount Lebanon,Land,500,0,0,400000,33.9006,35.6178
Mar Takla,Baabda,Mount Lebanon,Apartment,310,3,4,625000,33.8333,35.5442
Batroun,Batroun,North,Shop,72,2,0,135000,34.2556,35.6586
Monsef,Jbeil,Mount Lebanon,Land,1255,0,0,275000,34.1236,35.6455
Bolonia,El Metn,Mount Lebanon,Apartment,95,1,2,85000,33.9006,35.6178
Bikfaya,El Metn,Mount Lebanon,Land,5200,0,0,1560000,33.9006,35.6178
Beit Chabeb,El Metn,Mount Lebanon,Apartment,600,6,2,560000,33.9006,35.6178
Zaarour,El Metn,Mount Lebanon,Land,1840,0,0,460000,33.9006,35.6178
Rabweh,El Metn,Mount Lebanon,Apartment,280,4,3,300000,33.9006,35.6178
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,300,3,4,650000,33.9808,35.6856
Aamchit,Jbeil,Mount Lebanon,Apartment,200,3,3,170000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,160,2,3,350000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Land,272,0,0,900000,33.8886,35.4955
Fatqa,Kesrouane,Mount Lebanon,Apartment,300,3,3,240000,33.9808,35.6856
Beit Meri,El Metn,Mount Lebanon,Apartment,300,3,3,500000,33.9006,35.6178
Batroun,Batroun,North,Apartment,150,3,3,110000,34.2556,35.6586
Ras Beirut,Beirut,Beirut,Apartment,170,3,2,1200000,33.8886,35.4955
Hsoun,Jbeil,Mount Lebanon,Land,2700,0,0,325000,34.1236,35.6455
Batroun,Batroun,North,Warehouse,400,0,0,140000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Residential Building,600,0,0,1070000,33.8886,35.4955
Aamchit,Jbeil,Mount Lebanon,Apartment,140,3,2,140000,34.1236,35.6455
Adma,Kesrouane,Mount Lebanon,Apartment,480,4,5,950000,33.9808,35.6856
Fakra,Kesrouane,Mount Lebanon,Chalet,80,2,2,300000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,142,2,2,220000,33.8886,35.4955
Faraya,Kesrouane,Mount Lebanon,Land,930,0,0,125000,33.9808,35.6856
Fatqa,Kesrouane,Mount Lebanon,Apartment,300,3,4,250000,33.9808,35.6856
Down Town,Beirut,Beirut,Apartment,270,3,3,1350000,33.8886,35.4955
Ain Aar,El Metn,Mount Lebanon,Land,1220,0,0,1850000,33.9006,35.6178
Zikrit,El Metn,Mount Lebanon,Apartment,148,3,2,150000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Land,883,0,0,1500000,34.1236,35.6455
Chamat,Jbeil,Mount Lebanon,Land,550,0,0,230000,34.1236,35.6455
Hosrayel,Jbeil,Mount Lebanon,Land,1250,0,0,200000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Apartment,145,3,2,100000,34.1236,35.6455
Broumana,El Metn,Mount Lebanon,Land,986,0,0,400000,33.9006,35.6178
Shayle,Kesrouane,Mount Lebanon,Apartment,140,3,2,125000,33.9808,35.6856
Jounieh,Kesrouane,Mount Lebanon,Land,500,0,0,560000,33.9808,35.6856
Kfaryassine,Kesrouane,Mount Lebanon,Land,5808,0,0,7800000,33.9808,35.6856
Kaslik,Kesrouane,Mount Lebanon,Chalet,60,1,1,390000,33.9808,35.6856
Gharzouz,Jbeil,Mount Lebanon,Land,2320,0,0,350000,34.1236,35.6455
Adma,Kesrouane,Mount Lebanon,Land,1100,0,0,2000000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,171,3,3,260000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Apartment,230,3,3,900000,33.8886,35.4955
Dbayeh,El Metn,Mount Lebanon,Apartment,450,3,4,825000,33.9006,35.6178
Bsalim,El Metn,Mount Lebanon,Apartment,210,3,4,375000,33.9006,35.6178
Safra,Kesrouane,Mount Lebanon,Apartment,200,3,3,275000,33.9808,35.6856
Louaize,Baabda,Mount Lebanon,Apartment,215,3,4,385000,33.8333,35.5442
Baabdat,El Metn,Mount Lebanon,Land,2337,0,0,1168500,33.9006,35.6178
Ajaltoun,Kesrouane,Mount Lebanon,Apartment,250,3,3,150000,33.9808,35.6856
Yarzeh,Baabda,Mount Lebanon,Land,3434,0,0,3150000,33.8333,35.5442
Yarzeh,Baabda,Mount Lebanon,Land,1140,0,0,1660000,33.8333,35.5442
Dahr El Sawan,El Metn,Mount Lebanon,Land,960,0,0,1344000,33.9006,35.6178
Mechmech,Jbeil,Mount Lebanon,Chalet,130,2,2,105000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Land,1188,0,0,200000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Residential Building,227,0,0,1800000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,350,3,3,800000,33.8886,35.4955
Badaro,Beirut,Beirut,Apartment,400,4,3,900000,33.8886,35.4955
Aamchit,Jbeil,Mount Lebanon,Apartment,220,3,4,300000,34.1236,35.6455
Down Town,Beirut,Beirut,Apartment,280,3,4,1200000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Land,880,0,0,3400000,33.8886,35.4955
Fakra,Kesrouane,Mount Lebanon,House/Villa,1000,5,7,5000000,33.9808,35.6856
Baabda,Baabda,Mount Lebanon,Office,250,3,0,350000,33.8333,35.5442
Fakra,Kesrouane,Mount Lebanon,Chalet,130,2,2,225000,33.9808,35.6856
Blat,Jbeil,Mount Lebanon,Apartment,120,2,2,100000,34.1236,35.6455
Furn El Chebbak,Baabda,Mount Lebanon,Land,396,0,0,800000,33.8333,35.5442
Aamchit,Jbeil,Mount Lebanon,Warehouse,150,2,0,125000,34.1236,35.6455
Jdeideh,El Metn,Mount Lebanon,Land,815,0,0,1300000,33.9006,35.6178
Roumie,El Metn,Mount Lebanon,Land,2000,0,0,1600000,33.9006,35.6178
Fakra,Kesrouane,Mount Lebanon,Chalet,152,3,3,300000,33.9808,35.6856
Barbara,Jbeil,Mount Lebanon,House/Villa,950,4,7,1000000,34.1236,35.6455
Ras Beirut,Beirut,Beirut,Apartment,420,3,4,1800000,33.8886,35.4955
Blat,Jbeil,Mount Lebanon,Land,832,0,0,280000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Land,950,0,0,165000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,220,3,2,100000,34.1236,35.6455
Faytroun,Kesrouane,Mount Lebanon,Chalet,90,3,2,120000,33.9808,35.6856
Bouar,Kesrouane,Mount Lebanon,Apartment,220,3,3,120000,33.9808,35.6856
Faytroun,Kesrouane,Mount Lebanon,House/Villa,350,4,5,990000,33.9808,35.6856
Braij,Jbeil,Mount Lebanon,Land,970,0,0,125000,34.1236,35.6455
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,322,3,4,330000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Land,3826,0,0,130000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Chalet,60,1,1,210000,34.1236,35.6455
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,250,4,5,380000,33.9808,35.6856
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,200,3,4,300000,33.9808,35.6856
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,160,3,4,240000,33.9808,35.6856
Dbayeh,El Metn,Mount Lebanon,Office,206,0,0,715000,33.9006,35.6178
Blat,Jbeil,Mount Lebanon,Apartment,140,3,3,130000,34.1236,35.6455
Down Town,Beirut,Beirut,Apartment,137,1,2,620000,33.8886,35.4955
Down Town,Beirut,Beirut,Apartment,255,3,3,1250000,33.8886,35.4955
Yarzeh,Baabda,Mount Lebanon,Apartment,720,5,7,1600000,33.8333,35.5442
Broumana,El Metn,Mount Lebanon,Apartment,278,3,3,300000,33.9006,35.6178
Batroun,Batroun,North,House/Villa,470,4,4,400000,34.2556,35.6586
Bsalim,El Metn,Mount Lebanon,Apartment,330,3,5,525000,33.9006,35.6178
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,150,3,3,145000,33.9808,35.6856
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,220,3,5,300000,33.9808,35.6856
Halat,Jbeil,Mount Lebanon,Land,1184,0,0,400000,34.1236,35.6455
Badaro,Beirut,Beirut,Apartment,420,4,3,1070000,33.8886,35.4955
Halat,Jbeil,Mount Lebanon,Apartment,120,2,2,165000,34.1236,35.6455
Badaro,Beirut,Beirut,Apartment,240,3,3,500000,33.8886,35.4955
Hboub,Jbeil,Mount Lebanon,Apartment,275,3,4,350000,34.1236,35.6455
Fakra,Kesrouane,Mount Lebanon,Apartment,130,2,3,215000,33.9808,35.6856
Wata El Joz,Kesrouane,Mount Lebanon,House/Villa,210,4,3,550000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,200,2,3,520000,33.8886,35.4955
Horsh Tabet,El Metn,Mount Lebanon,Shop,500,0,0,1400000,33.9006,35.6178
