Address,Price $,Size m²,Bedrooms,Bathrooms,Furnished
"Faqra, Kesrouane, Mount Lebanon",900000,235,3,3,yes
"Faqra, Kesrouane, Mount Lebanon",275000,505,N/A,N/A,no
"Zikrit, El Metn, Mount Lebanon",120000,100,2,2,yes
"Zikrit, El Metn, Mount Lebanon",180000,150,3,3,yes
"Achrafieh, Beirut, Beirut",749999,160,3,5,no
"Sehayleh, Kesrouane, Mount Lebanon",165000,170,3,3,no
"Ballouneh, Kesrouane, Mount Lebanon",300000,250,3,4,no
"Achrafieh, Beirut, Beirut",464999,157,2,3,no
"Achrafieh, Beirut, Beirut",484999,160,3,5,no
"Mar Elias, Beirut, Beirut",420000,200,3,4,no
"Tabarja, Kesrouane, Mount Lebanon",120000,175,3,3,no
"Dbayeh, El Metn, Mount Lebanon",499999,360,4,6,yes
"Kfar Yassine, Kesrouane, Mount Lebanon",250000,180,2,3,partly
"Dbayeh, El Metn, Mount Lebanon",850000,435,3,5,no
"Hamra, Beirut, Beirut",1150000,225,3,4,no
"Hamra, Beirut, Beirut",1050000,225,3,4,no
"Hamra, Beirut, Beirut",660000,155,2,2,no
"Hamra, Beirut, Beirut",960000,225,3,4,partly
"Achrafieh, Beirut, Beirut",390000,155,2,3,no
"Achrafieh, Beirut, Beirut",550000,180,3,3,no
"Achrafieh, Beirut, Beirut",550000,175,2,3,yes
"Faqra, Kesrouane, Mount Lebanon",1400000,232,3,3,yes
"Jal el Dib, El Metn, Mount Lebanon",275000,250,3,3,yes
"Tabarja, Kesrouane, Mount Lebanon",1649999,175,3,3,yes
"Mar Chaaya, El Metn, Mount Lebanon",479999,250,3,5,no
"Achrafieh, Beirut, Beirut",390000,145,3,3,no
"Achrafieh, Beirut, Beirut",800000,170,3,4,yes
"Achrafieh, Beirut, Beirut",635000,180,2,3,yes
"Mazraat Yachouh, El Metn, Mount Lebanon",149999,170,3,4,no
"Rabweh, El Metn, Mount Lebanon",550000,320,3,5,no
"Sioufi, Beirut, Beirut",1000000,250,3,4,partly
"Sioufi, Beirut, Beirut",500000,230,3,3,no
"Baabda, Baabda, Mount Lebanon",560000,265,3,2,yes
"Faqra, Kesrouane, Mount Lebanon",850000,213,3,4,yes
"Kfardebian, Kesrouane, Mount Lebanon",195000,105,2,2,yes
"Mar Mikhael, Beirut, Beirut",250000,140,2,3,yes
"Faraya, Kesrouane, Mount Lebanon",125000,60,1,1,no
"Bikfaiya, El Metn, Mount Lebanon",130000,500,N/A,N/A,no
"Dahr El Souane, El Metn, Mount Lebanon",280000,180,3,3,no
"Jounieh, Kesrouane, Mount Lebanon",124999,175,3,2,no
"Achrafieh, Beirut, Beirut",650000,150,3,3,yes
"Dbayeh, El Metn, Mount Lebanon",245000,195,4,4,yes
"Aley, Aley, Mount Lebanon",150000,120,2,2,no
"Hamra, Beirut, Beirut",800000,220,3,4,no
"Bharsaf, El Metn, Mount Lebanon",279999,200,3,5,no
"Verdun, Beirut, Beirut",665000,250,3,4,no
"Hadath, Baabda, Mount Lebanon",600000,570,N/A,N/A,no
"Achrafieh, Beirut, Beirut",1200000,340,3,4,no
"Qalaa, Baabda, Mount Lebanon",540000,751,8,8,no
"Hamra, Beirut, Beirut",250000,100,2,2,yes
"Kfardebian, Kesrouane, Mount Lebanon",300000,135,2,2,yes
"Achrafieh, Beirut, Beirut",950000,320,3,4,yes
"Ain Saadeh, El Metn, Mount Lebanon",229999,230,4,4,no
"Hamra, Beirut, Beirut",650000,245,3,4,no
"Mansourieh, El Metn, Mount Lebanon",244999,230,3,4,no
"Hamra, Beirut, Beirut",3100000,515,3,4,partly
"Achrafieh, Beirut, Beirut",750000,166,2,2,no
"Monteverde, El Metn, Mount Lebanon",1499999,700,4,7,yes
"Achrafieh, Beirut, Beirut",385000,280,4,3,partly
"Verdun, Beirut, Beirut",470000,165,3,4,no
"Salim Slam, Beirut, Beirut",250000,125,2,2,no
"Ghadir, Kesrouane, Mount Lebanon",240000,185,3,3,no
"Salim Slam, Beirut, Beirut",335000,167,3,3,no
"Haret Sakher, Kesrouane, Mount Lebanon",330000,260,3,3,no
"Faraya, Kesrouane, Mount Lebanon",536000,2680,N/A,N/A,no
"Kfardebian, Kesrouane, Mount Lebanon",774000,645,N/A,N/A,no
"Jal el Dib, El Metn, Mount Lebanon",1830000,790,N/A,N/A,no
"Bsalim, El Metn, Mount Lebanon",485000,370,4,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",1200000,430,4,4,no
"El Biyada, El Metn, Mount Lebanon",550000,890,N/A,N/A,no
"Jbeil, Jbeil, Mount Lebanon",95000,165,3,3,no
"Haret Sakher, Kesrouane, Mount Lebanon",99999,120,2,2,no
"Dik El Mehdi, El Metn, Mount Lebanon",349000,275,3,3,yes
"Achrafieh, Beirut, Beirut",200000,100,1,2,yes
"Yarzeh, Baabda, Mount Lebanon",1450000,800,5,8,partly
"Ghadir, Kesrouane, Mount Lebanon",260000,200,3,3,no
"Ghadir, Kesrouane, Mount Lebanon",315000,250,3,3,no
"Haret Sakher, Kesrouane, Mount Lebanon",260000,220,3,4,no
"Dhour Choueir, El Metn, Mount Lebanon",400000,430,3,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",760000,240,4,3,yes
"Naqqache, El Metn, Mount Lebanon",2000000,400,4,5,no
"Achrafieh, Beirut, Beirut",1099999,335,3,5,yes
"Beit Meri, El Metn, Mount Lebanon",179999,208,3,4,no
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",210000,70,1,1,yes
"Dekwaneh, El Metn, Mount Lebanon",420000,170,3,3,yes
"Achrafieh, Beirut, Beirut",2500000,500,4,5,no
"Zikrit, El Metn, Mount Lebanon",120000,125,2,2,yes
"Rabweh, El Metn, Mount Lebanon",270000,250,3,4,partly
"Zalka, El Metn, Mount Lebanon",225000,200,3,3,no
"Achrafieh, Beirut, Beirut",470000,270,3,4,no
"Beit Meri, El Metn, Mount Lebanon",248830,149,3,4,no
"Mansourieh, El Metn, Mount Lebanon",155000,160,3,2,no
"Mansourieh, El Metn, Mount Lebanon",150000,160,3,2,no
"Achrafieh, Beirut, Beirut",350000,138,3,3,no
"Down Town, Beirut, Beirut",3300000,550,3,5,no
"Mar Chaaya, El Metn, Mount Lebanon",520000,308,3,4,no
"Mar Chaaya, El Metn, Mount Lebanon",500000,225,3,4,no
"Fanar, El Metn, Mount Lebanon",440000,345,4,5,no
"Charles Malek, Beirut, Beirut",730000,250,3,3,no
"El Biyada, El Metn, Mount Lebanon",320000,220,2,3,no
"Achrafieh, Beirut, Beirut",540000,200,3,3,no
"Mechmech, Jbeil, Mount Lebanon",60000,1213,N/A,N/A,no
"Sahel Alma, Kesrouane, Mount Lebanon",204999,200,3,3,no
"Hazmieh, Baabda, Mount Lebanon",549999,325,4,6,no
"Gemayzeh, Beirut, Beirut",280000,69,1,1,no
"Achrafieh, Beirut, Beirut",400000,170,2,3,no
"Ghadir, Kesrouane, Mount Lebanon",220000,170,3,3,yes
"Haret Sakher, Kesrouane, Mount Lebanon",124999,145,3,3,no
"Achrafieh, Beirut, Beirut",241000,106,2,2,no
"Achrafieh, Beirut, Beirut",990000,326,3,5,no
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",260000,111,3,3,yes
"abed al-wahab inglizi, Beirut, Beirut",1300000,550,4,5,no
"Achrafieh, Beirut, Beirut",520000,170,2,3,no
"Wadi Chahrour, Baabda, Mount Lebanon",139999,185,2,2,no
"Achrafieh, Beirut, Beirut",205000,80,1,2,yes
"Blaybel, Aley, Mount Lebanon",99999,100,2,2,no
"Hazmieh, Baabda, Mount Lebanon",749999,400,2,3,no
"Blaybel, Aley, Mount Lebanon",149999,120,2,2,yes
"Beit Meri, El Metn, Mount Lebanon",310000,600,N/A,N/A,no
"Ghadir, Kesrouane, Mount Lebanon",260000,240,4,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",560000,260,4,5,no
"Kornet Chehwan, El Metn, Mount Lebanon",580000,260,4,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",560000,260,4,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",490000,250,4,5,no
"Mazraat Yachouh, El Metn, Mount Lebanon",170000,150,3,2,no
"Badaro, Beirut, Beirut",1250000,400,4,3,no
"Wadi Chahrour, Baabda, Mount Lebanon",145000,200,3,3,no
"Achrafieh, Beirut, Beirut",390000,165,3,3,no
"Achrafieh, Beirut, Beirut",350000,135,2,2,yes
"Gemayzeh, Beirut, Beirut",470000,185,3,3,yes
"Verdun, Beirut, Beirut",330000,125,2,2,no
"Mansourieh, El Metn, Mount Lebanon",230000,200,2,3,no
"Mansourieh, El Metn, Mount Lebanon",140000,125,1,1,partly
"Mansourieh, El Metn, Mount Lebanon",259000,175,3,4,no
"Mansourieh, El Metn, Mount Lebanon",550000,415,4,4,no
"Kfardebian, Kesrouane, Mount Lebanon",370000,149,3,3,no
"Zandouqah, El Metn, Mount Lebanon",400000,2469,N/A,N/A,no
"Faqra, Kesrouane, Mount Lebanon",150000,70,2,1,no
"Faqra, Kesrouane, Mount Lebanon",400000,150,2,2,no
"Faqra, Kesrouane, Mount Lebanon",920000,300,4,5,no
"Kfardebian, Kesrouane, Mount Lebanon",280000,112,2,2,no
"Mansourieh, El Metn, Mount Lebanon",250000,203,3,3,no
"Jal el Dib, El Metn, Mount Lebanon",210000,111,2,2,no
"Ramlet al-Baydah, Beirut, Beirut",1100000,280,4,6,no
"Hazmieh, Baabda, Mount Lebanon",465000,220,3,4,no
"Achrafieh, Beirut, Beirut",550000,200,3,4,yes
"Jouret Al Ballout, El Metn, Mount Lebanon",174999,140,3,2,no
"Aley, Aley, Mount Lebanon",500000,550,3,4,no
"Mansourieh, El Metn, Mount Lebanon",225000,200,3,3,yes
"Hamra, Beirut, Beirut",670000,160,2,3,yes
"Kornet Chehwan, El Metn, Mount Lebanon",530000,255,3,4,no
"Achrafieh, Beirut, Beirut",10900000,1359,N/A,N/A,no
"Rabweh, El Metn, Mount Lebanon",1950000,760,4,7,no
"Faqra, Kesrouane, Mount Lebanon",450000,210,3,3,no
"Haret Sakher, Kesrouane, Mount Lebanon",124999,135,2,2,no
"Kfardebian, Kesrouane, Mount Lebanon",420000,165,3,3,no
"Kornet Chehwan, El Metn, Mount Lebanon",550000,260,4,5,no
"Sahel Alma, Kesrouane, Mount Lebanon",299999,270,3,5,no
"Kahale, Aley, Mount Lebanon",199999,200,2,2,no
"Hamra, Beirut, Beirut",460000,200,3,3,no
"Tabarja, Kesrouane, Mount Lebanon",499999,75,1,2,yes
"Zaarour, El Metn, Mount Lebanon",100000,1500,N/A,N/A,no
"Baabda, Baabda, Mount Lebanon",145000,267,3,3,no
"Ouyoun Broummana, El Metn, Mount Lebanon",350000,765,N/A,N/A,no
"Wadi Chahrour, Baabda, Mount Lebanon",159999,220,3,3,no
"Baabda, Baabda, Mount Lebanon",499999,270,3,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",465000,275,3,4,no
"Dbayeh, El Metn, Mount Lebanon",390000,260,3,3,yes
"Badaro, Beirut, Beirut",580000,210,3,3,no
"Tilal Ain Saade, El Metn, Mount Lebanon",129999,165,3,3,yes
"Bsalim, El Metn, Mount Lebanon",275000,203,3,3,no
"Dbayeh, El Metn, Mount Lebanon",930000,295,3,5,no
"Zouk Mikael, Kesrouane, Mount Lebanon",260000,208,3,3,no
"Sahel Alma, Kesrouane, Mount Lebanon",134999,150,3,2,no
"Ain El Remmaneh (Baabda), Baabda, Mount Lebanon",145000,90,2,2,no
"Achrafieh, Beirut, Beirut",460000,325,4,3,yes
"Achrafieh, Beirut, Beirut",300000,95,2,2,no
"Kornet Chehwan, El Metn, Mount Lebanon",1500000,870,6,7,yes
"Achrafieh, Beirut, Beirut",700000,245,3,3,no
"Bchamoun, Aley, Mount Lebanon",105000,110,2,2,no
"Ain El Remmaneh (Baabda), Baabda, Mount Lebanon",202999,150,3,3,no
"Ain El Remmaneh (Baabda), Baabda, Mount Lebanon",161999,120,2,2,no
"Bsalim, El Metn, Mount Lebanon",299999,310,2,4,no
"Monteverde, El Metn, Mount Lebanon",749999,400,3,5,no
"Tilal Ain Saade, El Metn, Mount Lebanon",324999,210,3,5,no
"Faqra, Kesrouane, Mount Lebanon",380000,141,2,2,yes
"Beit Misk, El Metn, Mount Lebanon",400000,245,3,3,no
"Verdun, Beirut, Beirut",800000,320,3,5,yes
"Hazmieh, Baabda, Mount Lebanon",2499999,1269,N/A,N/A,no
"Jal el Dib, El Metn, Mount Lebanon",400000,210,3,3,no
"Achrafieh, Beirut, Beirut",1390000,430,4,4,no
"Achrafieh, Beirut, Beirut",800000,550,4,3,no
"Hamra, Beirut, Beirut",510000,190,3,4,no
"Bsalim, El Metn, Mount Lebanon",380000,200,3,3,no
"Bsalim, El Metn, Mount Lebanon",235000,130,2,2,no
"Bsalim, El Metn, Mount Lebanon",254000,169,3,3,no
"Bsalim, El Metn, Mount Lebanon",277500,150,3,3,no
"Achrafieh, Beirut, Beirut",850000,340,4,4,no
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",1500000,789,3,4,yes
"Jamhour, Baabda, Mount Lebanon",409999,150,3,4,no
"Achrafieh, Beirut, Beirut",249000,98,1,1,yes
"Bsalim, El Metn, Mount Lebanon",300000,200,3,3,no
"Haret Sakher, Kesrouane, Mount Lebanon",114999,125,2,2,yes
"Mar Roukoz, El Metn, Mount Lebanon",190000,160,3,3,no
"Saifi, Beirut, Beirut",1500000,370,4,5,no
"Sehayleh, Kesrouane, Mount Lebanon",229999,175,3,4,no
"Naqqache, El Metn, Mount Lebanon",780000,400,4,5,no
"Baabda, Baabda, Mount Lebanon",650000,650,4,4,no
"El Biyada, El Metn, Mount Lebanon",400000,220,3,3,no
"Achrafieh, Beirut, Beirut",450000,220,2,3,yes
"Adma, Kesrouane, Mount Lebanon",1900000,1910,N/A,N/A,no
"Dbayeh, El Metn, Mount Lebanon",680000,170,3,4,yes
"Hazmieh, Baabda, Mount Lebanon",609999,260,3,4,no
"Dbayeh, El Metn, Mount Lebanon",2450000,523,4,5,no
"Mtayleb, El Metn, Mount Lebanon",630000,356,3,4,no
"Biaqout, El Metn, Mount Lebanon",250000,190,3,3,yes
"Mastita, Jbeil, Mount Lebanon",144999,220,3,4,no
"El Biyada, El Metn, Mount Lebanon",397000,225,4,4,no
"Mansourieh, El Metn, Mount Lebanon",250000,251,3,3,no
"Bharsaf, El Metn, Mount Lebanon",150000,135,3,3,no
"Hazmieh, Baabda, Mount Lebanon",764999,330,3,5,no
"Faqra, Kesrouane, Mount Lebanon",430000,166,2,3,no
"Fatqa, Kesrouane, Mount Lebanon",130000,135,3,2,no
"Ramlet al-Baydah, Beirut, Beirut",720000,350,4,4,no
"Jouret Al Ballout, El Metn, Mount Lebanon",195000,130,3,2,no
"Jouret Al Ballout, El Metn, Mount Lebanon",175000,130,3,2,no
"Zikrit, El Metn, Mount Lebanon",215000,240,3,3,no
"Biaqout, El Metn, Mount Lebanon",1000000,950,3,6,no
"Achrafieh, Beirut, Beirut",519000,200,2,3,no
"Elissar, El Metn, Mount Lebanon",500000,334,4,5,no
"Elissar, El Metn, Mount Lebanon",600000,320,4,5,no
"Mtayleb, El Metn, Mount Lebanon",400000,250,3,3,no
"Tabarja, Kesrouane, Mount Lebanon",139999,50,1,1,yes
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",400000,187,3,2,yes
"Qornet El Hamra, El Metn, Mount Lebanon",220000,233,3,3,yes
"Sarba (Kesrouane), Kesrouane, Mount Lebanon",160000,140,3,3,yes
"Faraya, Kesrouane, Mount Lebanon",215000,74,2,2,yes
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",200000,110,3,2,yes
"Verdun, Beirut, Beirut",700000,250,3,5,no
"Achrafieh, Beirut, Beirut",420000,220,3,3,no
"Achrafieh, Beirut, Beirut",850000,480,3,6,no
"Sioufi, Beirut, Beirut",500000,230,3,4,no
"Mtayleb, El Metn, Mount Lebanon",441000,256,3,3,no
"Mtayleb, El Metn, Mount Lebanon",441000,260,3,3,no
"Beit Meri, El Metn, Mount Lebanon",319999,190,3,4,no
"Faqra, Kesrouane, Mount Lebanon",276000,164,2,3,no
"Aitat, Aley, Mount Lebanon",460000,2064,N/A,N/A,no
"Ramlet al-Baydah, Beirut, Beirut",1050000,300,3,4,yes
"Achrafieh, Beirut, Beirut",389000,197,3,4,yes
"Bsalim, El Metn, Mount Lebanon",160000,133,2,2,no
"Klayaat, Kesrouane, Mount Lebanon",299000,1380,N/A,N/A,no
"Achrafieh, Beirut, Beirut",950000,370,4,5,no
"Mazraat Yachouh, El Metn, Mount Lebanon",399000,250,3,3,no
"Mazraat Yachouh, El Metn, Mount Lebanon",499000,356,3,3,no
"Adma, Kesrouane, Mount Lebanon",319999,165,3,4,no
"Mar Roukoz, El Metn, Mount Lebanon",195000,160,3,4,no
"Furn El Chebbak, Baabda, Mount Lebanon",179999,125,2,2,yes
"Achrafieh, Beirut, Beirut",1250000,350,3,4,yes
"Baabdat, El Metn, Mount Lebanon",180000,220,3,3,no
"Dbayeh, El Metn, Mount Lebanon",160000,110,3,2,no
"Dbayeh, El Metn, Mount Lebanon",195000,140,3,3,no
"Dbayeh, El Metn, Mount Lebanon",285000,200,3,4,no
"Rabieh, El Metn, Mount Lebanon",1550000,650,4,4,yes
"Bsalim, El Metn, Mount Lebanon",180000,220,4,3,no
"Bsalim, El Metn, Mount Lebanon",150000,110,2,2,no
"Bsalim, El Metn, Mount Lebanon",150000,125,2,2,no
"Bsalim, El Metn, Mount Lebanon",150000,140,2,2,no
"Baabdat, El Metn, Mount Lebanon",549999,865,3,4,yes
"Rabweh, El Metn, Mount Lebanon",440000,275,3,4,yes
"Dbayeh, El Metn, Mount Lebanon",145000,100,2,2,no
"Jal el Dib, El Metn, Mount Lebanon",410000,200,3,4,no
"Ain Aar, El Metn, Mount Lebanon",830000,1200,N/A,N/A,no
"Dik El Mehdi, El Metn, Mount Lebanon",750000,1050,N/A,N/A,no
"Beit El Kikko, El Metn, Mount Lebanon",1070000,1520,N/A,N/A,no
"Ain Aar, El Metn, Mount Lebanon",1850000,3000,N/A,N/A,no
"Ain Aar, El Metn, Mount Lebanon",920000,1820,N/A,N/A,no
"Hazmieh, Baabda, Mount Lebanon",579999,320,4,5,no
"Mansourieh, El Metn, Mount Lebanon",149999,105,2,2,no
"Baabdat, El Metn, Mount Lebanon",450000,393,3,6,no
"Bsalim, El Metn, Mount Lebanon",365000,280,4,5,no
"Nabay, El Metn, Mount Lebanon",200000,165,3,2,no
"Safra, Kesrouane, Mount Lebanon",299000,100,3,2,yes
"Rabieh, El Metn, Mount Lebanon",2616000,1308,N/A,N/A,no
"Rabieh, El Metn, Mount Lebanon",3918000,1959,N/A,N/A,no
"Rabweh, El Metn, Mount Lebanon",360000,313,3,5,no
"Mansourieh, El Metn, Mount Lebanon",300000,400,3,4,no
"Horch Tabet, El Metn, Mount Lebanon",490000,300,3,4,yes
"Burj Abi Haidar, Beirut, Beirut",220000,110,2,2,no
"Achrafieh, Beirut, Beirut",850000,275,3,4,yes
"El Biyada, El Metn, Mount Lebanon",520000,260,3,3,no
"Nabay, El Metn, Mount Lebanon",200000,165,3,2,no
"Nabay, El Metn, Mount Lebanon",175000,145,3,2,no
"Nabay, El Metn, Mount Lebanon",150000,125,2,2,no
"Achrafieh, Beirut, Beirut",1500000,300,3,4,no
"Nabay, El Metn, Mount Lebanon",150000,125,2,2,no
"Achrafieh, Beirut, Beirut",1600000,450,4,4,yes
"Hazmieh, Baabda, Mount Lebanon",399999,220,3,4,no
"Kfar Aabida, Batroun, North",395000,1580,N/A,N/A,no
"Tilal Ain Saade, El Metn, Mount Lebanon",144999,155,3,3,no
"Jal el Dib, El Metn, Mount Lebanon",335000,160,3,4,no
"Faqra, Kesrouane, Mount Lebanon",700000,239,3,4,yes
"Nabay, El Metn, Mount Lebanon",170000,141,2,2,no
"Nabay, El Metn, Mount Lebanon",170000,141,2,2,no
"Nabay, El Metn, Mount Lebanon",180000,150,2,2,no
"Baabdat, El Metn, Mount Lebanon",284999,250,3,4,no
"Verdun, Beirut, Beirut",650000,170,3,3,no
"Jal el Dib, El Metn, Mount Lebanon",200000,111,2,2,no
"Jal el Dib, El Metn, Mount Lebanon",278000,145,3,3,no
"Baabdat, El Metn, Mount Lebanon",334999,190,3,4,no
"Bharsaf, El Metn, Mount Lebanon",230000,220,3,3,no
"Ghadir, Kesrouane, Mount Lebanon",209999,185,3,3,no
"Sahel Alma, Kesrouane, Mount Lebanon",209999,200,3,3,no
"Achrafieh, Beirut, Beirut",350000,200,3,2,yes
"Bsalim, El Metn, Mount Lebanon",265000,300,3,3,no
"Achrafieh, Beirut, Beirut",950000,281,3,5,no
"Kfarshima, Baabda, Mount Lebanon",164999,280,4,3,no
"Achrafieh, Beirut, Beirut",485000,152,3,4,no
"Broummana, El Metn, Mount Lebanon",309999,340,4,5,yes
"Bsalim, El Metn, Mount Lebanon",250000,190,3,3,no
"Bsalim, El Metn, Mount Lebanon",350000,250,3,5,yes
"Saifi, Beirut, Beirut",750000,190,2,3,no
"Achrafieh, Beirut, Beirut",270000,57,1,1,yes
"Saifi, Beirut, Beirut",700000,170,2,3,no
"Qennabet Broummana, El Metn, Mount Lebanon",449999,1000,N/A,N/A,no
"Badaro, Beirut, Beirut",460000,200,3,4,no
"Rabieh, El Metn, Mount Lebanon",899999,355,3,4,no
"Rabieh, El Metn, Mount Lebanon",650000,285,3,4,no
"Baabda, Baabda, Mount Lebanon",649999,600,5,6,no
"Broummana, El Metn, Mount Lebanon",449999,280,3,4,no
"Ouyoun Broummana, El Metn, Mount Lebanon",379999,1270,N/A,N/A,no
"Baouchriyeh, El Metn, Mount Lebanon",155000,125,2,2,no
"Rabweh, El Metn, Mount Lebanon",550000,320,3,4,no
"El Biyada, El Metn, Mount Lebanon",275000,210,3,3,no
"Kornet Chehwan, El Metn, Mount Lebanon",479000,292,3,4,no
"Baabda, Baabda, Mount Lebanon",679999,365,4,6,no
"Achrafieh, Beirut, Beirut",400000,140,2,2,yes
"Rabweh, El Metn, Mount Lebanon",750000,390,3,4,no
"Rabweh, El Metn, Mount Lebanon",550000,317,3,4,no
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",700000,261,3,3,yes
"Achrafieh, Beirut, Beirut",439000,210,3,4,no
"Baabda, Baabda, Mount Lebanon",324999,186,3,3,no
"Baabda, Baabda, Mount Lebanon",399999,200,3,3,no
"Jouret Al Ballout, El Metn, Mount Lebanon",179999,150,2,2,no
"Achrafieh, Beirut, Beirut",240000,150,2,2,no
"Hbous, El Metn, Mount Lebanon",2500000,1445,5,5,yes
"Faqra, Kesrouane, Mount Lebanon",957000,300,3,4,no
"Rabweh, El Metn, Mount Lebanon",115000,90,0,1,no
"Adonis, Kesrouane, Mount Lebanon",124999,175,3,3,no
"Antelias, El Metn, Mount Lebanon",220000,155,3,3,no
"Kornet Chehwan, El Metn, Mount Lebanon",545000,321,3,4,no
"Bsalim, El Metn, Mount Lebanon",323000,225,3,3,no
"Bsalim, El Metn, Mount Lebanon",398999,284,3,4,no
"Achrafieh, Beirut, Beirut",452000,151,2,3,no
"Achrafieh, Beirut, Beirut",250000,105,1,2,yes
"Achrafieh, Beirut, Beirut",290000,90,1,2,yes
"Achrafieh, Beirut, Beirut",270000,75,1,1,yes
"Achrafieh, Beirut, Beirut",210000,95,2,2,no
"Achrafieh, Beirut, Beirut",205000,125,3,2,no
"Hazmieh, Baabda, Mount Lebanon",1099999,510,4,5,yes
"Zalka, El Metn, Mount Lebanon",125000,100,2,2,no
"Achrafieh, Beirut, Beirut",1200000,450,4,5,no
"Tarchich, Baabda, Mount Lebanon",120000,1950,N/A,N/A,no
"Monteverde, El Metn, Mount Lebanon",1349999,360,4,5,yes
"Bsalim, El Metn, Mount Lebanon",352000,246,3,3,no
"Bsalim, El Metn, Mount Lebanon",257000,178,3,3,no
"Baouchriyeh, El Metn, Mount Lebanon",155000,110,2,2,no
"Baouchriyeh, El Metn, Mount Lebanon",140000,110,2,2,no
"Badaro, Beirut, Beirut",400000,160,3,4,no
"Baouchriyeh, El Metn, Mount Lebanon",130000,110,2,2,no
"Mtayleb, El Metn, Mount Lebanon",320000,300,3,3,yes
"Mtayleb, El Metn, Mount Lebanon",350000,290,2,2,no
"Down Town, Beirut, Beirut",2216000,275,3,4,no
"Down Town, Beirut, Beirut",4500000,585,4,5,no
"Down Town, Beirut, Beirut",2800000,550,3,4,no
"Down Town, Beirut, Beirut",1500000,380,3,5,no
"Achrafieh, Beirut, Beirut",200000,75,1,2,yes
"Achrafieh, Beirut, Beirut",160000,65,1,2,no
"Achrafieh, Beirut, Beirut",450000,210,3,4,no
"Nabay, El Metn, Mount Lebanon",285000,227,3,3,no
"Bsalim, El Metn, Mount Lebanon",150000,152,2,3,no
"Bsalim, El Metn, Mount Lebanon",250000,250,3,3,no
"Achrafieh, Beirut, Beirut",1099000,322,3,4,no
"New Rawda, El Metn, Mount Lebanon",150000,135,3,2,partly
"Sioufi, Beirut, Beirut",450000,230,3,4,no
"Tabarja, Kesrouane, Mount Lebanon",140000,44,1,1,yes
"Achrafieh, Beirut, Beirut",280000,140,2,2,no
"Blat, Jbeil, Mount Lebanon",825000,8280,N/A,N/A,no
"Achrafieh, Beirut, Beirut",2000000,500,2,3,yes
"Baabdat, El Metn, Mount Lebanon",149999,160,2,3,no
"Rabieh, El Metn, Mount Lebanon",1200000,450,4,5,yes
"Dik El Mehdi, El Metn, Mount Lebanon",235000,180,3,3,no
"Bsalim, El Metn, Mount Lebanon",395000,300,4,4,no
"Achrafieh, Beirut, Beirut",170000,70,1,1,no
"Ain El Remmaneh (Baabda), Baabda, Mount Lebanon",85000,100,2,2,no
"Bsalim, El Metn, Mount Lebanon",270000,200,2,2,no
"Rabweh, El Metn, Mount Lebanon",290000,282,3,4,no
"Bsalim, El Metn, Mount Lebanon",320000,175,3,3,no
"Bsalim, El Metn, Mount Lebanon",150000,180,3,3,no
"Bsalim, El Metn, Mount Lebanon",240000,208,3,3,no
"Spears, Beirut, Beirut",7000000,220,3,4,partly
"Rabieh, El Metn, Mount Lebanon",880000,425,3,4,yes
"El Biyada, El Metn, Mount Lebanon",650000,250,2,3,no
"Dahr El Souane, El Metn, Mount Lebanon",449999,300,3,4,no
"Sahel Alma, Kesrouane, Mount Lebanon",155000,175,3,2,no
"Rabweh, El Metn, Mount Lebanon",370000,225,3,4,no
"Rabweh, El Metn, Mount Lebanon",415000,253,3,4,no
"Rabweh, El Metn, Mount Lebanon",455000,275,3,4,no
"Achrafieh, Beirut, Beirut",575000,217,3,4,no
"Baabdat, El Metn, Mount Lebanon",325000,1600,N/A,N/A,no
"Ain El Remmaneh (Baabda), Baabda, Mount Lebanon",174999,200,3,3,no
"Dekwaneh, El Metn, Mount Lebanon",130000,180,3,2,no
"Achrafieh, Beirut, Beirut",470000,300,4,4,yes
"Louaizeh, Baabda, Mount Lebanon",399999,185,3,4,no
"Ras El Nabeh, Beirut, Beirut",425000,230,3,3,no
"Qennabet Baabdat, El Metn, Mount Lebanon",217000,150,3,3,no
"Bsalim, El Metn, Mount Lebanon",390000,243,3,3,no
"Ain Saadeh, El Metn, Mount Lebanon",262000,155,2,4,partly
"Wadi Chahrour, Baabda, Mount Lebanon",249999,200,3,4,no
"Koraytem, Beirut, Beirut",425000,185,3,3,no
"Beit Meri, El Metn, Mount Lebanon",1759999,4462,N/A,N/A,no
"Koraytem, Beirut, Beirut",560000,300,4,4,no
"Koraytem, Beirut, Beirut",440000,230,2,3,no
"Achrafieh, Beirut, Beirut",4500000,350,4,4,no
"Achrafieh, Beirut, Beirut",5000000,610,4,5,yes
"Rabweh, El Metn, Mount Lebanon",230600,208,3,4,no
